"","hsa_mir_135b","hsa_mir_190b","hsa_mir_224","hsa_mir_452","hsa_mir_577","hsa_mir_934","SCARNA6","SNORD93","DEPDC6","PA2G4P4","C7orf30","UBE2N","POU3F3","C1orf64","FAM177B","IQGAP1","FABP9","KRTAP3_1","MIR877","SEMA6B","LASS6_253782","C9orf116_138162","NFIL3_4783","MUM1L1_139221","RALGPS2_55103","PLA2G12A_81579","REPS2_9185","KCTD3_51133","SERPINB4_6318","KIAA1598_57698","MDP1_145553","IL20_50604","C9orf169_375791","BCAM_4059","INA_9118","KRT17_3872","HR_55806","UBE2U_148581","ANXA9_8416","TNFRSF10D_8793","FUT8_2530","CBX2_84733","ZNF799_90576","CPA4_51200","C5orf44_80006","METRN_79006","YBX1_4904","ACADSB_36","FLJ45983_399717","RAD50_10111","MED13L_23389","ADCY1_107","CHAD_1101","DLX5_1749","SLC7A8_23428","CYP4Z2P_163720","HRCT1_646962","HEXIM2_124790","SPIB_6689","CHRD_8646","RAP2A_5911","CAMKV_79012","RIPK4_54101","GPR3_2827","KCNK15_60598","SFRS12_140890","DAK_26007","SLC44A4_80736","HSD17B2_3294","FAM174B_400451","PLCG2_5336","PYY_5697","GALNT6_11226","MSN_4478","GPR139_124274","CNGA1_1259","CHRDL2_25884","C12orf66_144577","MYO5C_55930","SYNM_23336","BCL2_596","ZCCHC4_29063","IL32_9235","CBS_875","NDRG2_57447","RND3_390","BAIAP2L2_80115","MCCC2_64087","FRMPD2_143162","MFGE8_4240","PHKG1_5260","SCUBE2_57758","AMZ1_155185","C8orf47_203111","LBR_3930","PCDHB9_56127","CHST4_10164","KCTD6_200845","TGM5_9333","SAA2_6289"
"PLA2G12A_81579",0.0347329619241915,0.0770433411240171,0.0294906874516486,0.0381688164780595,0.0132561896616011,0.0784871545468162,0.0553275613143146,0.0139118670217214,0.0140639522240098,0.0760569206639021,0.0209935636102748,0.0177390699729702,0.0163478082331549,0.00943538997633468,0.0418616938727794,0.0309627248177491,0.0141329918216288,0.0113114894841878,0.0472931227499029,0.0102442469554013,0.0237270820180264,0.021575679952772,0.0138271810699021,0.000196903525740076,0.0162086582409823,0,0.0122556473389466,0.00812052458057875,0.0101790511254294,0.00054568945329746,0.00121521756117629,0.0196947612768453,0.00237418927389396,0.00426691431459709,0.00723540928142171,0.0158943481957757,0.0129073923295193,5.15627509387143e-05,0.03022306641599,0.00067437832032845,0.019466329914952,0.000357962274313685,3.93810514185787e-05,0.0170773426734772,0.000959478294170413,0.00326594766107598,0.00985061328545755,0.0228815956494794,0.0419120230187895,0.00326039849843549,6.40817480701297e-05,4.34825595448912e-05,0.00771019845747403,0.000781926796783441,0.0265884059090719,0.00968689607417757,0.0259624422803173,0.000739616350112337,0.00400260665726331,0.0124272231687442,0.00166517326948446,6.00815518102062e-05,0.00733749109254652,0.0114384304615718,0.0279597846186718,0.00526876325363143,0.00502151410343311,0.0363390178405747,0.0164241149182286,0.017526290916105,0.0252868282767876,0.00483835737963325,0.0120688901907946,0.0109148324089192,0.00693556638023785,0.0204812055665824,0.0046343146925994,0.00241589896769729,0.0106643839686528,0.0134180644702208,0.00373683595361427,0.000978044673423326,0.000478436188855542,6.94467060095355e-05,0.00193007651633889,0.000837138398752023,0.00442978815095189,0.0288894346264983,0.0012461178004669,0.0244581958513825,0.00230632529494451,0.0293343065427875,4.12998880531896e-05,0.0123578955773499,0.00720621994158315,0.000212148359020704,0.00478835132949863,0.0198588481131685,0.0125639731815872,0.00108741310704007
"REPS2_9185",0.0686637016010941,0.162428066296239,0.0576574561857645,0.0774400502873306,0.0277234203839127,0.161081924898369,0.117214935629469,0.0284271083489266,0.0287374860421649,0.146674209334506,0.0435244909464467,0.0371342632305208,0.0342624384242114,0.0188180655641673,0.0889788934561426,0.067955851065831,0.0309271563295444,0.0233018128874442,0.101169990135924,0.0207616957249121,0.0519424747738684,0.0448236329598484,0.0273400615319389,0.000291848150705654,0.0336171136243164,0.0122556473389466,0,0.0151613241878979,0.0204140228976597,0.00105847829506517,0.00213350914472359,0.0409703462601062,0.00468378457444576,0.00813660010443464,0.0152879468753269,0.0329672318949941,0.0259644764352291,6.56321624519814e-05,0.0639105029785326,0.00109405999043526,0.0401483493785898,0.000598116321272173,7.68929352615718e-05,0.0363263097366012,0.00159024993910229,0.00591858869331217,0.0204728982627459,0.0470868654749906,0.0865790658248351,0.00619945008699027,0.000107653828705456,7.00614344710536e-05,0.0159798954890954,0.00123227726533373,0.0536749781168818,0.0199743216259695,0.0549284198664715,0.00114299113947757,0.00740267731061593,0.0262768750071508,0.00317112240368188,6.2792641965162e-05,0.014856406317029,0.0228314342294608,0.0609076613147345,0.00998830796938628,0.00968437953076486,0.0745827131694334,0.0350848888657433,0.0373840881552704,0.052099269878188,0.0098606163514919,0.0256638507908289,0.0229817105637451,0.0143125088579082,0.0414317349684347,0.00899313716972938,0.00470607334328211,0.0223805489447403,0.0285731494970243,0.00715131709264759,0.00175945428508652,0.000792058463046631,0.000117405146064207,0.0036101572534427,0.00126171796237528,0.00906852184610765,0.0620730077136277,0.00240569549980347,0.0488628498940032,0.00413552409845229,0.0595949878172451,8.9469433086896e-05,0.0248358225211929,0.0150436734797695,0.000373409081674016,0.00936253043467659,0.0409181757257501,0.0258223928475346,0.00191564643489899
"KCTD3_51133",0.0426160899963566,0.103033980386967,0.0358081083453732,0.0457363104290599,0.0166897588448608,0.095253971524657,0.0731538236914557,0.0178612683668244,0.0168947850072165,0.0885495022065618,0.0284972130793875,0.0221278702771608,0.0203943204929224,0.011893073380391,0.0516376988781292,0.040964333439229,0.0180826044702132,0.0141234972521679,0.0608523754255955,0.0126690388631354,0.0304347837450677,0.0272230022948857,0.0164289882405798,0.000239528796058195,0.0206355793968047,0.00812052458057875,0.0151613241878979,0,0.0131384534593383,0.000760408887828039,0.00144002037315986,0.0245027198689526,0.00287246621591778,0.00519541314393842,0.00887203191622658,0.019716631783231,0.0155818654841532,6.30868278648423e-05,0.0366491611836771,0.000765381960081984,0.0250804977571205,0.000410630910801788,5.5689991603458e-05,0.0216159841194579,0.0011091137964583,0.00393082216064234,0.0128171780689817,0.0287491025538435,0.0520631615089456,0.0039010029490642,8.01674667912898e-05,5.51596641484237e-05,0.0095494109381838,0.000901150283415909,0.0332453346121998,0.0121782810443544,0.0342487387730207,0.000849922070655275,0.0047214454005167,0.0161670795700981,0.00210159949657794,7.17231276903053e-05,0.00923982320251689,0.0136006656374864,0.036798261019784,0.00626310047094541,0.00628956860378785,0.0449233337101824,0.0211966810852959,0.0226002759079887,0.030971820049221,0.00605277179555653,0.0151954048302816,0.0141138662416793,0.00861670943162361,0.0259982304307953,0.00592911744831257,0.00291845946843861,0.0136933397188103,0.0176988516875575,0.00483791943700901,0.00126928379249714,0.000531969150481079,7.63294333544039e-05,0.00238933466733483,0.000968549414318882,0.00556074773617511,0.0363979352322962,0.00160657782610445,0.0302547621011434,0.00267407619099062,0.0363878209073713,6.7981332990878e-05,0.0157313146573289,0.00934482572718202,0.000290885644686249,0.00595669120892078,0.0252463818130348,0.0161886339520764,0.00117627778585894
"SERPINB4_6318",0.0560791943464137,0.135320834828912,0.0470918210668555,0.0591210336019126,0.0246542958527211,0.129309329708525,0.0946029725787256,0.0236213658888617,0.0233555227995037,0.119985427012775,0.0380638344474593,0.0289982555809848,0.0278727580872176,0.0156931366940759,0.0705708441041072,0.0554444309551742,0.0242858847106813,0.019526050519518,0.0813063078932809,0.0171456871702885,0.0405670948132906,0.0364498289048888,0.0228943887613076,0.000261196135336931,0.0281636262062472,0.0101790511254294,0.0204140228976597,0.0131384534593383,0,0.000837307328997835,0.00174786853394328,0.0338218028681933,0.0038607793267132,0.00671286043781166,0.0124996013489319,0.0262442173997536,0.0214390134950906,7.41612607469988e-05,0.0509596409027605,0.000891612128318849,0.0348339073825412,0.00041582188442229,3.71420466234454e-05,0.0292526863366995,0.00131210659649727,0.00489076839424513,0.0169496128598338,0.0389766476030357,0.0676047058182249,0.00507620590103719,7.14474620681339e-05,6.3738011182864e-05,0.012710819222588,0.00106007434622881,0.044538727102739,0.0163828827976736,0.0452480122547576,0.00101965524418499,0.00654405883918699,0.0210282989307843,0.00273578477803832,7.91737764508412e-05,0.0121355587818938,0.0193438948888252,0.0499208335669784,0.00850311107070733,0.00880361253002127,0.0597154569968326,0.0281091976799358,0.0291541051419302,0.0408223427876632,0.00814200076050765,0.0208468702961785,0.0188145438472323,0.011914844280327,0.034717716390502,0.00786428712797479,0.00389675420441068,0.0181854990371949,0.0224987753271128,0.00594299440858466,0.00157137719040362,0.000659321238626188,8.43064904454741e-05,0.00311772201377521,0.00118160444631027,0.00758372457493231,0.0486477311074414,0.00209843069353434,0.0409510390004931,0.00341995164308974,0.0488206137026163,7.229725724777e-05,0.0206685466685741,0.0127202158325252,0.000291262050151334,0.00762379555110003,0.0339061726811229,0.0221180228147114,0.0015109293426178
"KIAA1598_57698",0.00348712421540608,0.00629058823416631,0.00228526486771298,0.00316789180190859,0.00139782872018741,0.00612028691461529,0.00543888127246037,0.00137062085929581,0.00111177920552363,0.0028253748527438,0.00212219994949849,0.00165576965558623,0.00153196321939862,0.000762642318173692,0.00391991074149813,0.00373257411881006,0.0013454104724035,0.00101879961651615,0.00500883152829617,0.00090180693471535,0.00181348980636457,0.00161391695081421,0.000931033769426165,6.48442339108502e-05,0.00122668472305511,0.00054568945329746,0.00105847829506517,0.000760408887828039,0.000837307328997835,0,0.000227522062993591,0.00167198543430969,0.000300888963662043,0.00040716976213859,0.000760569361496986,0.00133466079328529,0.000974218472839307,2.59678587289601e-05,0.00219707006289241,0.000120214075339425,0.00163761565434033,7.4081618505536e-05,2.55912100393957e-05,0.00142074928932323,0.000158888139899012,0.00043072709994942,0.000877322919405527,0.00170227936483157,0.00380871318035938,0.000378778061663359,2.90505041650123e-05,1.84272083649028e-05,0.000722674759585011,0.000131935019433253,0.00222160687869353,0.00083440835458045,0.00208019546616039,0.00015191473317192,0.000352802584903495,0.00111697247533643,0.000216068261778717,1.93922464832893e-05,0.000640055872076446,0.000952119592768832,0.00215609906439531,0.000557028635839155,0.000563382633446086,0.00273385698038689,0.0014788524132115,0.0014270940404042,0.00177969377864927,0.000462233975559181,0.00105013242759435,0.000821808174572359,0.00062869698786111,0.00163401121626374,0.000497962032184256,0.000341678053185012,0.00084350374387102,0.00105898262962373,0.00034778312950494,0.000175513236050039,7.40229970139436e-05,2.16472711475607e-05,0.000203511598256254,0.000132226100051682,0.000434808795955974,0.00230113973138855,0.0002209673584813,0.00185154395987466,0.000243268086293003,0.00219739011781601,2.60292272748811e-05,0.00103427678652762,0.00066287959555383,7.00137748270746e-05,0.000486466742027916,0.0017372255837636,0.00110083214326084,0.000140204503268443
"MDP1_145553",0.00614753238821573,0.0107321528449841,0.00616459261644501,0.00729699107510724,0.0024551965358653,0.0137103157390971,0.00941136240332263,0.00247501440740637,0.00249641322582356,0.0103188222923709,0.00420846914683039,0.00307456098365963,0.00299158119791281,0.00165636655633374,0.00713879314216735,0.00661428149642161,0.00261763252189342,0.00203217010297294,0.00897133035587861,0.00182819779717013,0.00395025392049641,0.00320964712274385,0.00217490236132753,8.36843101778311e-05,0.00260433874953635,0.00121521756117629,0.00213350914472359,0.00144002037315986,0.00174786853394328,0.000227522062993591,0,0.00326814992502253,0.000619434404071104,0.000936106547430758,0.00133564749874625,0.00281585710640255,0.00213567952280195,3.14409045282707e-05,0.00483801162655867,0.000200805144290509,0.00355333644777174,0.000111309916364907,2.17221062489445e-05,0.00304681223425101,0.000274678697444224,0.000811547345346956,0.00171552497005196,0.00347849501794579,0.00699841502833672,0.000760161825465163,3.31437067188342e-05,2.93930328958249e-05,0.00145285239698033,0.000213816289326179,0.00414517962495045,0.0017770869934469,0.00416647122981492,0.000267643159290417,0.00073140821772306,0.0024188619807612,0.000413998121925213,2.30874229060583e-05,0.00124724290474508,0.00183161781200872,0.00485465850775688,0.0010826742545432,0.00114252317306237,0.0058071238164547,0.00292723114223252,0.0030175300899981,0.00353604496531512,0.00102276274521436,0.00225556984466241,0.00176710931506614,0.00124678274535373,0.0035051177680366,0.00102145139371572,0.000640835392213007,0.00187268660484865,0.00207362369406745,0.000774137121320921,0.000344186262987415,0.000145693955409068,3.03463394103624e-05,0.000437909399008571,0.000225071867679166,0.000886822557777003,0.00475279783510088,0.000326752993150671,0.00396985114038404,0.000525497364551899,0.00462675194659364,2.91771223340044e-05,0.00207729278266679,0.00144569629151455,9.86451916703869e-05,0.000989034981574579,0.00337950579883055,0.00221864314591532,0.000326572255386933
"IL20_50604",0.10345791364592,0.266960011171368,0.0887859495463266,0.114754513128422,0.0475772316471817,0.271405530068053,0.182514237068357,0.0473331210147104,0.044399997465986,0.243415331400609,0.0727619977252866,0.0576315290292274,0.0554022174916266,0.031941000245134,0.136824797323051,0.108450494453754,0.0511766294343501,0.0380764939354171,0.15956015982403,0.0345111892153481,0.0815580995645614,0.071855150669555,0.0434140899597036,0.000535218086327311,0.0525060011642093,0.0196947612768453,0.0409703462601062,0.0245027198689526,0.0338218028681933,0.00167198543430969,0.00326814992502253,0,0.0070976514097386,0.0124919511984989,0.024610967570328,0.0518511707486987,0.0421255298910274,0.000183297428187872,0.0966266087610791,0.00184178529346048,0.0676771689156043,0.000901889039932523,0.00014159852017605,0.0580327558082563,0.00237627800108752,0.0100492286148289,0.0320012466265498,0.0794706885501031,0.139125824803021,0.00957696077538181,0.00019620769166672,0.00017200055161968,0.0238495978247448,0.00208827962853839,0.0895630041934612,0.0316315119580366,0.0881489303422854,0.00186738280025579,0.0124965643952168,0.0416709571158353,0.00475709466372483,0.00019465790919559,0.0229726366599514,0.0366070264099219,0.100187267973904,0.0159455805004129,0.0157914238544047,0.117387705140063,0.0563734836837975,0.0611815278139909,0.0826391076542026,0.0161771848926331,0.0396750435648173,0.0354815148227249,0.0224040394129161,0.0668613001658447,0.0150683096181307,0.0070775708855985,0.0344980244290245,0.0462695319187642,0.0114559839801992,0.00271619646653742,0.00124315145525314,0.000219975622945056,0.00626880845197725,0.00216984301834987,0.0146113998070431,0.0976396493330842,0.00348817715664713,0.0798935471875103,0.00662292735857325,0.0966923132709735,0.000217656345062425,0.0396348923179602,0.0234620951015985,0.000639946332862955,0.0149927985907828,0.068123184975198,0.0442255801320606,0.00289294152364645
"C9orf169_375791",0.013758463594564,0.0248033443940506,0.0119628035705344,0.0152171411931238,0.00561871245206829,0.0291795213051258,0.0190674373766721,0.00505289748208218,0.00503621210353895,0.0254381536975105,0.00823747268390584,0.00673980408285209,0.00657736270353211,0.00328272710290548,0.016909907569054,0.0117400798876842,0.00577228423835619,0.00414198580308344,0.0194235110440681,0.00394826465976344,0.00919285657876576,0.00753117778871311,0.00509508325390902,9.44506128762644e-05,0.00570489208732097,0.00237418927389396,0.00468378457444576,0.00287246621591778,0.0038607793267132,0.000300888963662043,0.000619434404071104,0.0070976514097386,0,0.00174622688574946,0.00289645657595662,0.00606419921653101,0.00474900024320726,3.54232537900319e-05,0.0107054384756793,0.000319211303947445,0.00748907142710476,0.000163041047792098,2.3467926590429e-05,0.00617996998572626,0.000440958333774198,0.001418458779803,0.00357833007555834,0.0079049870552625,0.0151396449209619,0.001385240912308,3.44418894393821e-05,3.16148043899415e-05,0.00302657004270123,0.000339060178074941,0.00958076604120519,0.00360628328433492,0.00981887258201528,0.000420377841961225,0.0014844310447339,0.0047249383693426,0.000790731933701126,2.02065824267619e-05,0.00274787166705488,0.00414847459323911,0.0100094094414328,0.00205406899069736,0.0021080076166469,0.0135492317917424,0.00608837636751711,0.00636780531658641,0.00870761560714624,0.00210794295524789,0.0047881741729787,0.00416099544506952,0.00281219602369478,0.00708096819941264,0.00186110169479786,0.00120809335705761,0.00425398922462051,0.00503941430752386,0.00147339575258403,0.000491913205613064,0.00020973675257781,3.35627647061287e-05,0.000964233217823348,0.000374998771408822,0.00184712550513601,0.0104656197735317,0.000581461470712878,0.00882167048683561,0.000965530984018383,0.0101867369196165,2.54623995371842e-05,0.00460679619585789,0.00295406273194646,0.000125422178313367,0.00191431365317011,0.00724921469528531,0.00477147953111203,0.000492434325929666
"BCAM_4059",0.0219097640414234,0.0530055626999952,0.0209756130449797,0.0264265766982506,0.0096687201553678,0.0483078523081315,0.0376079711785341,0.00890088042875721,0.00854460431676491,0.0484278073820053,0.0141011517656913,0.0118019980170232,0.0113173062041364,0.00650890479296445,0.0288368069292194,0.0222922469017123,0.00989751593764094,0.00764817128628292,0.0317398229991209,0.00673321252738231,0.015348963790601,0.0139195016192676,0.00922719123248512,0.000119324214513825,0.0111067722048599,0.00426691431459709,0.00813660010443464,0.00519541314393842,0.00671286043781166,0.00040716976213859,0.000936106547430758,0.0124919511984989,0.00174622688574946,0,0.00490509642636199,0.0105387978972812,0.0083097386607668,2.99322401988076e-05,0.01929596156406,0.000489227293341504,0.0134968879097612,0.000300452858794289,2.63996220954694e-05,0.011389062129157,0.000693388395395715,0.00234012013014475,0.00663298340377876,0.015213721225495,0.0269993047248226,0.00230266362506299,4.50591845053744e-05,4.44444376229077e-05,0.00526544443642774,0.000552329170432491,0.0171951277460793,0.00656407523159878,0.0174678534922035,0.000542183133251067,0.00280445659378532,0.00866048174401549,0.00133104853373961,4.05801668315055e-05,0.00510215826334052,0.00757886894591836,0.0192087944680429,0.00360545470639591,0.00359453686028327,0.024935748264431,0.010749225755514,0.011781966220901,0.016135674445243,0.00351622287071157,0.0085503888286257,0.00747877322132333,0.00465100887741695,0.0131267636258672,0.00330470794976274,0.00178711802230239,0.00743150561500637,0.00876026328560977,0.00282626685309971,0.000825185343739542,0.000338108784486298,4.27403220503533e-05,0.00141830696503734,0.000592353063022607,0.00303529555211285,0.0190065076451629,0.00100772159475176,0.0157977698747165,0.0016121197099361,0.0190482355285688,3.97251375774947e-05,0.00804581261592406,0.00498222216156848,0.000175084890747935,0.00326124963973718,0.0137361947401793,0.00868981284803688,0.000854897121914561
"INA_9118",0.0398802270566083,0.0979092021542366,0.0338364437634027,0.0417677178661118,0.0166489315816026,0.0949253192031084,0.0689754823042153,0.0169621662536069,0.0163673372781976,0.0869027848929576,0.0266686011431996,0.0217507412860515,0.0210431875697408,0.0113238713601404,0.0489651394284454,0.0383540135185285,0.0174907126703652,0.0130639820363316,0.0587031215381149,0.0127263233716765,0.0288691485369727,0.0265285321933148,0.0165050058698637,0.000232877268677626,0.0195794003015074,0.00723540928142171,0.0152879468753269,0.00887203191622658,0.0124996013489319,0.000760569361496986,0.00133564749874625,0.024610967570328,0.00289645657595662,0.00490509642636199,0,0.0190714059002679,0.0146767799729295,6.55320442883225e-05,0.036436514877925,0.000810402619133782,0.023551921265653,0.0003441912280973,4.65276718394776e-05,0.020645971377501,0.00105566549353029,0.00388740460166252,0.0120645274255229,0.0275752591498857,0.0479829792536974,0.00378450214801825,6.73500190256683e-05,5.95829452097271e-05,0.00940608555027289,0.000829913387592506,0.0313645393389027,0.0112363968980834,0.0325978711412651,0.000792735352853778,0.00460947336071063,0.0149910641502009,0.00198849104101565,4.15764313346909e-05,0.00876337029389166,0.0135096551070734,0.0354481298118989,0.00621557543772717,0.0059281975376378,0.043555297470737,0.019669484742336,0.0220131665634474,0.0297722361348117,0.00576147898299625,0.0150260779574199,0.0133670512386187,0.00837122049057537,0.0241569108216955,0.0055541286288238,0.00295601080816639,0.0129208907688969,0.0172960132758492,0.00403573654346641,0.00108370483808945,0.000556198428315299,6.36738873684234e-05,0.00224636455403902,0.00080414112452346,0.00517391788855712,0.0345736510393067,0.00149070191591854,0.0306087955737845,0.0027969292847615,0.0343746841282839,6.76812207007281e-05,0.014654481312128,0.00866627661232812,0.000250093142220285,0.00560749637551721,0.0248940858495629,0.0157077957032864,0.00113159342117262
"KRT17_3872",0.0871090898283738,0.198520740159742,0.0734866626962118,0.0966995958257387,0.0365563488056166,0.215813168670142,0.150387404645279,0.0351738468330004,0.0353862894317732,0.187884895384468,0.0594049606985512,0.0464500283873543,0.0445521854929035,0.024443676196271,0.10753327665856,0.0826048081572616,0.0410216545642109,0.0309372480532262,0.127306748523814,0.026340536052243,0.0665787861593874,0.0555454835514512,0.0348467495635835,0.00041592370543758,0.042113093810277,0.0158943481957757,0.0329672318949941,0.019716631783231,0.0262442173997536,0.00133466079328529,0.00281585710640255,0.0518511707486987,0.00606419921653101,0.0105387978972812,0.0190714059002679,0,0.0346923860312772,0.000146286615801312,0.0762226418015867,0.0014794909678036,0.0502890864554502,0.00071690131889357,0.000110546680710283,0.0450399589431673,0.00215858931786911,0.00783930165140467,0.0258809393863286,0.0591757172985264,0.112425894030179,0.0078102520594997,0.000165922350138459,0.000131392866643808,0.0200289776718012,0.00164633864981992,0.070916362293721,0.0243305093101408,0.0700215913124406,0.00164248935112883,0.0094550147250887,0.0330294811933542,0.00402653225036496,0.000121676837851054,0.0194058666510774,0.0293393293790274,0.0761310163603758,0.0134383761362689,0.0135189200911664,0.0950332486648662,0.0439682138195035,0.0483954604898866,0.0656431776775549,0.0128271080176261,0.0319730207224449,0.0288528622327389,0.0185470874226488,0.0529732046759949,0.0115876483053629,0.00620762434110328,0.0271745750350515,0.0364576110357673,0.00941887774850313,0.00219839177848045,0.0011052023894348,0.00013929321996802,0.00509785412250268,0.00179361513387176,0.0113903802062742,0.0765594509251682,0.00309461369874548,0.0633458113563451,0.00559209985158994,0.0730130762306426,0.000119927634681974,0.0321497385167212,0.0196783025533391,0.000550934937138135,0.0117628980663539,0.0531337634531175,0.0332030486050372,0.00229717438523586
"HR_55806",0.0697758063881845,0.158419401670788,0.059582463079301,0.0782895079835593,0.0309286038075736,0.170434037371932,0.114048523224776,0.0271731968170332,0.0282585729456021,0.163265886978529,0.0460624705771914,0.0377073035178303,0.0347786430493411,0.0202189470826204,0.0873199836849985,0.0648249860798254,0.0310869346048454,0.0239374209333766,0.103017075825527,0.0208026105122651,0.0535870588020055,0.0467296787079721,0.0281792209318113,0.000347618719373485,0.0342356516285607,0.0129073923295193,0.0259644764352291,0.0155818654841532,0.0214390134950906,0.000974218472839307,0.00213567952280195,0.0421255298910274,0.00474900024320726,0.0083097386607668,0.0146767799729295,0.0346923860312772,0,0.000103027074553721,0.0625004328690406,0.00124207717161361,0.0410994384523397,0.00066079038714258,4.60560166990314e-05,0.0377430642316829,0.00161169904839753,0.00631776030650804,0.0201354169640964,0.0496891861359186,0.0866268222219494,0.00624360479649703,7.97105643837787e-05,0.000109016340232841,0.0157569339004862,0.00138250398510448,0.0558184645415911,0.019474025630713,0.0564568046958425,0.00132299688426004,0.00785260994592384,0.0264125274340768,0.00322133320126635,8.49688529356088e-05,0.0150067416878499,0.0238500345227535,0.0595086871089481,0.0103750604465922,0.0105471996014861,0.0768629031830541,0.0355991590358768,0.0376922626456918,0.0532304614564505,0.0103873392804314,0.024631989177225,0.0243807727757045,0.0146053726998283,0.0433430780560847,0.00948182183826822,0.00476343314988959,0.021552884878403,0.0281852728637961,0.0077558525925869,0.00184612431107079,0.000801031885791009,0.000161698993806811,0.0041186429356206,0.00145057934983085,0.00979051506033209,0.0621679455448552,0.00243138437404365,0.0517231241740554,0.0044319541052158,0.0609816668543873,6.29897197916161e-05,0.0253614401139876,0.015146589416454,0.000430130344537606,0.0097108932392721,0.0426161345798077,0.0279569435638647,0.00193279672023025
"UBE2U_148581",0.000414963841276992,0.000298717936091966,0.000234317484145786,0.000349012957322951,0.000192255315088125,0.000713943937661701,0.000559996869825729,7.4837664031664e-05,5.21547350661596e-05,0.000503991312883915,0.000216656771322466,9.97343792016883e-05,0.000141292486657698,8.48491700737011e-05,0.000389179269485672,0.000274995453810182,0.00013529647615248,7.80610006542668e-05,0.00044790275755161,0.000101241690130422,0.000128512446956695,0.000159065169789393,7.0337771614078e-05,1.21521963398094e-05,8.67771567198889e-05,5.15627509387143e-05,6.56321624519814e-05,6.30868278648423e-05,7.41612607469988e-05,2.59678587289601e-05,3.14409045282707e-05,0.000183297428187872,3.54232537900319e-05,2.99322401988076e-05,6.55320442883225e-05,0.000146286615801312,0.000103027074553721,0,0.000200558311967082,2.35515525826623e-05,0.000151206799257868,1.51430464260243e-05,5.4298114218831e-06,0.000115947661348293,1.84116266381346e-05,5.73684174049055e-05,0.000102140148950888,0.00017939149726876,0.000384577519358237,3.63757461757485e-05,7.59936425387814e-06,6.78024149927322e-06,8.47010302215489e-05,1.54422901363097e-05,0.000196320000796728,7.20140626432566e-05,0.000222584085799565,2.87907551202093e-05,4.75093439918545e-05,7.88135205148101e-05,1.99986986018611e-05,4.96493138748357e-06,5.23518212110429e-05,7.7091457292506e-05,0.000293750749575646,6.5850065264661e-05,6.15471753687923e-05,0.000219456508096799,0.000134751603075159,0.000126438191066644,0.000163538750261317,6.23349227965827e-05,8.58621221088746e-05,9.98866039655897e-05,6.20495350164807e-05,0.000160515612028031,4.33103047842e-05,4.48689476994667e-05,7.34712628172118e-05,0.00011823906422835,2.78230363393919e-05,2.13265073088455e-05,1.68797539623743e-05,5.73021057325979e-06,3.53890875523804e-05,1.95863498079069e-05,5.49879406866478e-05,0.000177570635523325,3.67476134890592e-05,0.000130399139336479,3.00788979952779e-05,0.000217434610924783,5.3267848400942e-06,9.28170967408452e-05,7.81427408170642e-05,1.5396795758255e-05,6.27529052521556e-05,0.00015786866203809,0.000154262220586135,2.37127842267209e-05
"ANXA9_8416",0.162260839142083,0.396773069486939,0.147227592320074,0.186560656316891,0.0665931947514333,0.405352625504958,0.274565272906588,0.0696994863744044,0.0707240869617852,0.389116506049539,0.108912867370221,0.0874070009839932,0.086130322354243,0.0455012625908787,0.214926689218473,0.160735027436235,0.0729398930867241,0.0573280959317228,0.236171010858288,0.05058806586264,0.120175427628441,0.108527166053684,0.0643572259496892,0.000759371295797689,0.080910895268658,0.03022306641599,0.0639105029785326,0.0366491611836771,0.0509596409027605,0.00219707006289241,0.00483801162655867,0.0966266087610791,0.0107054384756793,0.01929596156406,0.036436514877925,0.0762226418015867,0.0625004328690406,0.000200558311967082,0,0.00282496267004016,0.0983264801011423,0.00143307282149147,0.000225427527485862,0.0856116113899944,0.00363909597389419,0.0139526255279168,0.0497133596003877,0.114838895158993,0.202710573673426,0.0144810281966445,0.000238958291041785,0.00018647529208456,0.0351914534023154,0.00283745729969986,0.132555339172483,0.0466227085688902,0.134425631847869,0.0027599579970788,0.0185530109220494,0.0639750300758812,0.00755995677592029,0.000198422607170395,0.0370335729081753,0.0544996029350842,0.151600157822376,0.0246664723392727,0.024219404098402,0.179858644759263,0.0846909550556548,0.0922386547612405,0.12120202927681,0.022792098707994,0.0607600901113495,0.0580064120408653,0.0347449813944024,0.101407404307056,0.0217896482406706,0.0104415549889945,0.0548843036230784,0.0688917668103255,0.0178134668957184,0.00418188912719594,0.00215188499761674,0.000320562322683839,0.00920303704656954,0.00323332836824231,0.0218714513136116,0.146148286792733,0.00554047055714171,0.119404307580801,0.00927042487196782,0.15080366426952,0.000204945615078499,0.0612724094732352,0.0361197523242217,0.000892903624062057,0.0225850084020116,0.10220092955402,0.0651512974755172,0.00445147253488777
