node,embedding
X...13729,"[-0.06849672645330429, -0.013791418634355068, -0.013641530647873878, 0.23204229772090912, 0.22767183184623718, -0.016503959894180298, 0.14803992211818695, -0.13384518027305603, -0.026532374322414398, 0.13178052008152008, 0.05887575075030327, 0.10750134289264679, 0.010024458169937134, -0.051834747195243835, 0.004594109486788511, 0.05951185151934624, -0.055650681257247925, 0.014175991527736187, -0.14827606081962585, 0.11994902789592743, 0.03585813194513321, 0.1323125809431076, 0.0006670063594356179, -0.12255933880805969, -0.08008082211017609, -0.020916664972901344, -0.09594537317752838, -0.039734259247779846, 0.09066713601350784, 0.013560689985752106, 0.004974750801920891, -0.015012798830866814, 0.008261164650321007, -0.11246971786022186, -0.05292341485619545, 0.1298050433397293, 0.13554273545742035, -0.08402513712644577, -0.04495769366621971, -0.001672498881816864, 0.001176765188574791, 0.023465683683753014, 0.02270306833088398, -0.10271341353654861, 0.07572834193706512, 0.08855615556240082, -0.13488921523094177, -0.12770450115203857, -0.05881485342979431, 0.013550921343266964, 0.03219486027956009, 0.017783794552087784, 0.1326046586036682, -0.02754795178771019, -0.05502969026565552, -0.021267198026180267, 0.1983357071876526, -0.15498200058937073, -0.049927063286304474, -0.0843820795416832, -0.031303953379392624, 0.16138973832130432, -0.10282614827156067, 0.028433334082365036, 0.07916443049907684, -0.10176286846399307, 0.0391770675778389, 0.004514886066317558, -0.018110143020749092, -0.10471675544977188, 0.09958499670028687, -0.051382169127464294, -0.09092747420072556, 0.053371600806713104, -0.09556890279054642, 0.10828876495361328, -0.10417094081640244, -0.13349975645542145, -0.14617155492305756, 0.07970456779003143, -0.016482893377542496, -0.06450443714857101, -0.03761715069413185, 0.09255596250295639, 0.10791946202516556, 0.12253972887992859, 0.11002807319164276, -0.08424380421638489, 0.0637596994638443, -0.018296590074896812, -0.03175419569015503, -0.03399994969367981, 0.12838461995124817, -0.16532190144062042, 0.03218349814414978, 0.10443797707557678, 0.013379338197410107, -0.024669885635375977, -0.02543712966144085, -0.025099419057369232, -0.01796579174697399, 0.005045369733124971, -0.08034560829401016, 0.08871676027774811, 0.09065142273902893, -0.13164514303207397, 0.07969220727682114, 0.06584335118532181, 0.1391475647687912, -0.09552587568759918, 0.14232470095157623, -0.15552306175231934, -0.024115193635225296, -0.04485467076301575, -0.036219216883182526, 0.19030269980430603, -0.0887819230556488, 0.043419674038887024, 0.018188223242759705, 0.11872795224189758, -0.08906678110361099, -0.003114034654572606, -0.08534865081310272, -0.010479659773409367, -0.09196759015321732, -0.04923836141824722, -0.08684568852186203, -0.052039846777915955]"
X...12472...retired.for.glutamine.conjugate.of.C6H10O2..2..,"[0.028133463114500046, 0.05058012157678604, -0.005826311651617289, 0.08228442072868347, 0.14887773990631104, -0.03705742582678795, 0.15422138571739197, -0.03453316166996956, 0.008400863967835903, 0.10002236813306808, 0.0015316586941480637, -0.0028080358169972897, -0.07212498784065247, -0.10089705884456635, 0.004214944317936897, 0.10839392244815826, -0.08272547274827957, -0.04591917246580124, -0.07795761525630951, 0.04280476272106171, -0.011338705196976662, 0.1270187497138977, -0.03803158178925514, -0.19365625083446503, -0.04956202581524849, 0.03268926590681076, -0.1226067766547203, 0.0003289823653176427, 0.026657767593860626, -0.007638730574399233, -0.018758947029709816, 0.05581685155630112, -0.03668422996997833, 0.030013926327228546, 0.07650376856327057, 0.10859011113643646, 0.03766140714287758, -0.09817762672901154, 0.053704824298620224, 0.05436629801988602, -0.017459401860833168, 0.011284994892776012, 0.07029730826616287, -0.06477752327919006, -0.00720664206892252, -0.02065277472138405, -0.08520054817199707, -0.06841482222080231, -0.07134229689836502, 0.11166804283857346, 0.044449321925640106, 0.09842134267091751, -0.017473600804805756, 0.02856799028813839, -0.13440752029418945, -0.09645824879407883, 0.0992574542760849, -0.03420998528599739, -0.03543912246823311, 0.02210485190153122, -0.08196083456277847, 0.06927452981472015, 0.046802353113889694, 0.0004910720745101571, -0.03181929513812065, -0.13158482313156128, -0.015102135948836803, 0.13418467342853546, -0.049942322075366974, -0.048256345093250275, 0.0721626877784729, -0.06949171423912048, -0.16310645639896393, -0.014492870308458805, -0.005908179562538862, 0.03211527690291405, -0.09196262061595917, -0.1512347310781479, -0.14886680245399475, 0.04809601232409477, -0.09955116361379623, -0.017737388610839844, 0.013632319867610931, 0.1080966666340828, 0.1382671296596527, 0.08544141054153442, 0.13413017988204956, -0.11556132882833481, 0.10890902578830719, -0.00893439445644617, -0.17041632533073425, 0.03468520566821098, 0.09265235811471939, -0.058015454560518265, 0.08402759581804276, 0.13123343884944916, 0.02584896795451641, -0.07906942814588547, -0.07937219738960266, -0.11012177914381027, -0.0910523384809494, 0.03530852124094963, 0.007834634743630886, -0.06151121109724045, 0.1238260567188263, 0.035925064235925674, 0.08928564935922623, 0.11946742236614227, 0.1188739538192749, -0.04380091279745102, 0.043966274708509445, -0.09230490028858185, 0.016487380489706993, -0.08923900127410889, -0.09363129734992981, 0.21394413709640503, -0.08782081305980682, -0.14715218544006348, 0.0076121315360069275, 0.09613963961601257, -0.10175839811563492, -0.1195056214928627, -5.866918945685029e-05, -0.027690239250659943, -0.10558653622865677, -0.09303639084100723, -0.0953553095459938, -0.014299924485385418]"
Aromatic.L.amino.acid.decarboxylase,"[-0.07152356207370758, 0.02441864274442196, -0.12772750854492188, -0.06238355487585068, -0.03793487325310707, 0.03277754783630371, 0.07217051088809967, -0.07467682659626007, -0.01040558610111475, 0.09102930128574371, 0.021232616156339645, 0.012753745540976524, -0.06015358492732048, 0.005281211342662573, 0.0990384891629219, 0.1528088003396988, -0.13214285671710968, -0.010886035859584808, 0.024335594847798347, 0.06396319717168808, -0.011634374968707561, 0.17840822041034698, 0.03098057210445404, -0.28298091888427734, -0.14139051735401154, 0.11926502734422684, -0.17945405840873718, 0.0037154124584048986, 0.13163401186466217, -0.04332197085022926, -0.015102516859769821, 0.018319014459848404, -0.056663524359464645, 0.056614477187395096, 0.03356955945491791, 0.15785829722881317, 0.10574502497911453, -0.011481690220534801, 0.10892568528652191, -0.07618003338575363, 0.05937005579471588, 0.047266408801078796, 0.01113263238221407, -0.1015138253569603, 0.09850414842367172, -0.009361395612359047, -0.1068778932094574, -0.05609164386987686, -0.08127046376466751, 0.06157958507537842, 0.1886673867702484, 0.06139958277344704, 0.008275486528873444, 0.07806473225355148, -0.10296449065208435, -0.04862136021256447, 0.16470351815223694, 0.14505843818187714, -0.04185504838824272, -0.10126210749149323, -0.14382614195346832, 0.05297943204641342, 0.07029285281896591, -0.03521193936467171, -0.026774855330586433, -0.047144610434770584, 0.03140461817383766, 0.15499013662338257, -0.029048044234514236, -0.05509765073657036, 0.09065444022417068, -0.0016231558984145522, -0.06627169251441956, -0.031177660450339317, -0.06835105270147324, 0.03336457163095474, 0.0700550228357315, 0.08977823704481125, -0.1471099853515625, 0.009791314601898193, -0.05024188756942749, -0.011714794673025608, -0.041720930486917496, 0.16349901258945465, 0.06636971235275269, 0.07232588529586792, -0.0023348929826170206, -0.03844001516699791, -0.011209066957235336, 0.016734886914491653, -0.0028580608777701855, -0.01017181295901537, 0.16820520162582397, -0.05949639156460762, 0.2445092797279358, 0.02056632936000824, 0.05582939088344574, -0.09711497277021408, -0.10332391411066055, -0.08760343492031097, 0.01905256137251854, -0.017120487987995148, -0.0878479927778244, -0.030070669949054718, 0.12471836060285568, -0.054561614990234375, 0.1258794665336609, -0.0863642543554306, -0.003631931496784091, -0.0809568539261818, 0.014796636067330837, -0.05236553028225899, 0.010319933295249939, -0.04717691242694855, -0.043337758630514145, -0.011833220720291138, 0.007578860502690077, -0.07477900385856628, -0.011724277399480343, -0.04277218133211136, -0.04688883572816849, -0.0895298644900322, -0.0376284159719944, 0.004900616127997637, -0.17737674713134766, -0.15044210851192474, -0.15902087092399597, -0.012588598765432835]"
Plasminogen.activator.inhibitor.1,"[-0.045439764857292175, 0.01248578354716301, 0.03511951491236687, 0.11106480658054352, 0.017818279564380646, 0.054844584316015244, 0.16666550934314728, -0.10689280182123184, -0.07005490362644196, 0.0149834044277668, -0.04545661807060242, 0.05529618635773659, 0.004066830035299063, -0.02273247204720974, 0.12833623588085175, 0.11722926795482635, -0.09834591299295425, -0.08122120797634125, 0.01978534273803234, -0.057216547429561615, -0.019750548526644707, 0.04073222726583481, -0.08005127310752869, -0.14830617606639862, -0.16293929517269135, 0.03970834240317345, -0.01851857826113701, -0.02966427430510521, -0.004401348996907473, -0.053529419004917145, 0.01816447265446186, -0.003567397128790617, 0.13848777115345, 0.038247402757406235, 0.024168100208044052, 0.12192186713218689, 0.11340618133544922, -0.0503755658864975, -0.06405803561210632, 0.022489778697490692, -0.026264268904924393, -0.014109200797975063, 0.002316761529073119, -0.0888328030705452, 0.08086354285478592, 0.003700802568346262, -0.03769306465983391, -0.06254882365465164, -0.08694669604301453, 0.07402323186397552, 0.03792021423578262, 0.03813348338007927, 0.09652151167392731, 0.0405321940779686, -0.01972942426800728, -0.09518107026815414, 0.12584298849105835, 0.046588268131017685, -0.06822869926691055, -0.12129336595535278, -0.03520580753684044, 0.2061239331960678, 0.03912809491157532, 0.13593484461307526, 0.03698398172855377, -0.05852377042174339, 0.039560381323099136, -0.024124128744006157, -0.028663624078035355, -0.07353737205266953, -0.02796746976673603, 0.009103338234126568, -0.009876102209091187, 0.08586634695529938, -0.004040111787617207, 0.0995512381196022, -0.04527345299720764, -0.09182888269424438, -0.149312362074852, -0.003318049246445298, -0.06729689985513687, -0.03961608558893204, -0.08762478828430176, 0.21671059727668762, 0.041005250066518784, 0.13594451546669006, 0.14876414835453033, -0.1119995266199112, 0.032574109733104706, -0.0013267224421724677, -0.02293291874229908, -0.058063045144081116, 0.18416175246238708, -0.03964890539646149, 0.08335420489311218, 0.23278191685676575, 0.010208298452198505, -0.012701709754765034, -0.011972126550972462, -0.07100497931241989, 0.168757364153862, -0.10815468430519104, -0.09129860997200012, 0.0390547439455986, 0.11134132742881775, -0.0071008941158652306, 0.06250570714473724, 0.001055018394254148, 0.1664496809244156, 0.07696410268545151, 0.08871860057115555, -0.17517508566379547, -0.08683247119188309, -0.07028666883707047, -0.1385611891746521, 0.08356822282075882, -0.12378087639808655, -0.1290164291858673, 4.1783147025853395e-05, 0.10724959522485733, -0.11059221625328064, -0.11034245789051056, 0.04984758049249649, -0.043732352554798126, -0.012771310284733772, -0.10703913867473602, -0.1715596318244934, -0.0322224423289299]"
Alanine.aminotransferase.1,"[0.060469336807727814, -0.02091217413544655, -0.09223118424415588, 0.11063225567340851, 0.03161786496639252, 0.12817412614822388, 0.0744062289595604, -0.043826233595609665, -0.07601489126682281, 0.04794231429696083, -0.04993710294365883, 0.042946957051754, -0.10842607915401459, -0.07342555373907089, 0.09199793636798859, -0.014700517989695072, -0.10837622731924057, -0.09541524946689606, 0.028417695313692093, 0.048093587160110474, 0.032465748488903046, -0.010814164765179157, -0.041830483824014664, -0.14431913197040558, -0.2558082342147827, 0.006352927535772324, -0.00985679030418396, 0.019875075668096542, -0.07144971936941147, -0.10047031193971634, 0.05768352001905441, -0.03286169469356537, 0.08760525286197662, 0.027454061433672905, -0.06644901633262634, 0.18140281736850739, 0.11613520234823227, -0.11043711006641388, 0.06427370756864548, 0.037796806544065475, -0.009746919386088848, -0.013093381188809872, -0.0238705575466156, -0.11083466559648514, 0.0606054849922657, -0.02920309267938137, -0.11369797587394714, -0.05174737423658371, -0.1140781119465828, 0.06446659564971924, 0.10874240845441818, 0.04877369478344917, 0.1319265216588974, 0.02982189692556858, -0.06037576124072075, 0.057926107197999954, 0.07636425644159317, -0.0899815559387207, -0.06973852962255478, -0.10606005042791367, -0.06986133009195328, 0.08427713066339493, 0.10005487501621246, 0.08747421205043793, 0.036614853888750076, -0.11697132140398026, 0.15178963541984558, 0.012430606409907341, 0.006598856300115585, -0.18724414706230164, 0.06999527662992477, -0.003160858526825905, 0.023462971672415733, 0.0744190514087677, -0.061245404183864594, 0.056211456656455994, -0.025937149301171303, 0.02764362469315529, -0.06423627585172653, 0.14211095869541168, -0.005229155998677015, -0.044643424451351166, -0.09474127739667892, 0.25613075494766235, 0.04295225068926811, 0.10352238267660141, 0.11081501841545105, -0.1218157410621643, 0.08519506454467773, -0.12485180795192719, -0.04899683967232704, -0.022576438263058662, -0.018233131617307663, -0.08093143254518509, 0.09454932808876038, 0.05177528038620949, -0.014009442180395126, -0.057861968874931335, -0.08986404538154602, -0.16703322529792786, 0.02419554628431797, 0.000695113732945174, -0.1195538341999054, -0.003953750245273113, 0.09233158826828003, -0.048824261873960495, 0.07035431265830994, 0.08188081532716751, 0.04111234098672867, -0.021995434537529945, 0.10914181172847748, 0.00831935741007328, 0.020209703594446182, -0.0010090077994391322, -0.08134878426790237, 0.07449183613061905, -0.09710638225078583, -0.0695834755897522, 0.033183030784130096, -0.0720706358551979, -0.1240391731262207, -0.1385522186756134, -0.022677766159176826, -0.10999451577663422, -0.15081606805324554, -0.10518477857112885, -0.015476440079510212, -0.08601012080907822]"
X...17327...retired.for.glutamine.conjugate.of.C7H12O2.,"[0.07771644741296768, 0.04932745173573494, -0.056629326194524765, 0.04986567050218582, 0.003844934282824397, -0.08896050602197647, 0.07690215110778809, 0.013180977664887905, 0.010445777326822281, -0.02809908054769039, 0.016117677092552185, 0.045408353209495544, 0.0014913956401869655, -0.12391351908445358, 0.1351695954799652, 0.10862267762422562, -0.10301080346107483, 0.00696545047685504, -0.013556062243878841, -0.051055580377578735, 0.05249407887458801, 0.10782421380281448, -0.08757469803094864, -0.23834994435310364, -0.1476001739501953, 0.05694301053881645, -0.11658668518066406, 0.05062132701277733, 0.002326324814930558, -0.032697368413209915, 0.030561773106455803, 0.005819837097078562, -0.03888392820954323, -0.025024570524692535, -0.005113411229103804, 0.07996397465467453, -0.002282596891745925, -0.0459718219935894, 0.009371191263198853, -0.03648912534117699, 0.030926117673516273, 0.034514136612415314, -0.06624370068311691, -0.07895693928003311, 0.1302814483642578, -0.10581078380346298, -0.10317536443471909, -0.13655170798301697, -0.12183598428964615, 0.10614059120416641, 0.06474760174751282, 0.015244072303175926, -0.0334508903324604, -0.06532801687717438, 0.1328708827495575, -0.02530902810394764, 0.09451581537723541, 0.01751786284148693, -0.16187991201877594, 0.006281377747654915, -0.10011346638202667, 0.10009784251451492, 0.10300987958908081, 0.05591733753681183, -0.010023155249655247, -0.036627091467380524, 0.015125175938010216, -0.041362836956977844, -0.06071339175105095, -0.12259483337402344, 0.02689412422478199, -0.004990147892385721, -0.0888182744383812, -0.09100095182657242, -0.0054975212551653385, -0.07752511650323868, -0.14318622648715973, -0.012162566184997559, -0.12672540545463562, 0.06587880849838257, 0.008684075437486172, 0.034339725971221924, 0.03614343702793121, 0.10467957705259323, 0.11097926646471024, 0.051577404141426086, 0.08234990388154984, 0.08107411861419678, 0.11190268397331238, 0.09424566477537155, -0.03138444572687149, -0.11928065121173859, 0.07609159499406815, 0.028199005872011185, 0.15345712006092072, 0.21553416550159454, 0.05071206018328667, -0.0006244446849450469, -0.14987559616565704, 0.002214807318523526, 0.025762483477592468, -0.15326635539531708, -0.19411343336105347, 0.033550795167684555, 0.07790110260248184, -0.07770086079835892, 0.007667109370231628, -0.058026887476444244, 0.07713174819946289, 0.07726337015628815, 0.11059486865997314, 0.009225756861269474, -0.0008459532982669771, -0.07764256745576859, -0.1846790611743927, 0.11548096686601639, 0.02531111054122448, -0.08712455630302429, 0.0008973837248049676, 0.07066651433706284, -0.2644606828689575, -0.12304853647947311, -0.0902010127902031, -0.0014177896082401276, -0.029150938615202904, -0.14019814133644104, -0.138860285282135, -0.06438528746366501]"
X...18888,"[-0.0513061061501503, 0.010034325532615185, -0.09231022745370865, 0.09707612544298172, 0.18646058440208435, -0.007749172393232584, 0.21625001728534698, -0.12583965063095093, -0.04289914667606354, 0.08578190952539444, 0.03883460909128189, 0.0220029354095459, -0.11354811489582062, -0.15558290481567383, 0.04720271751284599, 0.03316953778266907, -0.15157756209373474, -0.05475405976176262, 0.015265809372067451, 0.04867447540163994, 0.032750796526670456, 0.07489848881959915, -0.002893506083637476, -0.24954983592033386, -0.14335405826568604, 0.01920473575592041, -0.16525624692440033, -0.01613873988389969, 0.05914463475346565, -0.040560510009527206, -0.014870300889015198, -0.027618447318673134, 0.007835181429982185, 0.040793802589178085, -0.053174618631601334, 0.06818230450153351, 0.057426124811172485, -0.07910573482513428, 0.010669762268662453, 0.005687554366886616, -0.007463195826858282, 0.05470681190490723, 0.12776482105255127, -0.06694017350673676, 0.010781311430037022, 0.05886442959308624, -0.09143061935901642, -0.021608881652355194, -0.11848736554384232, 0.04771868512034416, 0.1298142820596695, 0.0645560696721077, -0.021334679797291756, 0.06309542804956436, -0.043807633221149445, -0.04887784272432327, 0.1005970910191536, -0.008580897934734821, -0.146386057138443, -0.1161266416311264, -0.020628096535801888, 0.14722934365272522, 0.09056013077497482, 0.03659665584564209, 0.06913810223340988, -0.04883735999464989, 0.05450287088751793, 0.07789663970470428, 0.02473316714167595, -0.10535841435194016, 0.030619431287050247, -0.04690564423799515, -0.1639532446861267, -0.037872035056352615, -0.01521352306008339, 0.05634310469031334, -0.04233280569314957, 0.005018560215830803, -0.1540362536907196, -0.007587993051856756, -0.046867188066244125, -0.011147108860313892, 0.030137473717331886, 0.1450330764055252, 0.06022278591990471, 0.1046925038099289, 0.05825142189860344, -0.056579675525426865, -0.00836767815053463, -0.02701624110341072, 0.007157919462770224, -0.10969827324151993, 0.09581025689840317, -0.030963193625211716, 0.09926439821720123, -0.02747766114771366, 0.04049054905772209, -0.10718771815299988, 0.013157672248780727, 0.0038307991344481707, 0.04382827877998352, -0.007477445062249899, -0.004352313932031393, 0.0606386661529541, -0.022410256788134575, -0.00761191314086318, 0.06662201881408691, 0.13430212438106537, 0.07150734961032867, -0.023268012329936028, 0.04228827729821205, -0.030542874708771706, 0.019955333322286606, -0.007899397984147072, -0.13627402484416962, 0.026658257469534874, 0.01300816424190998, -0.0365266352891922, 0.01779702678322792, 0.044548150151968, -0.1179688572883606, -0.18318089842796326, -0.12530218064785004, -0.0261897724121809, -0.08192218840122223, -0.056223127990961075, -0.08668038994073868, -0.09096986800432205]"
Leucine.rich.repeat.transmembrane.protein.FLRT3,"[0.08135581016540527, 0.08893001079559326, 0.04125941917300224, 0.09868361800909042, 0.054486773908138275, -0.042149629443883896, 0.08460058271884918, -0.06274774670600891, -0.13153617084026337, 0.07430399954319, -0.044865649193525314, 0.04436470940709114, -0.10082268714904785, -0.039426639676094055, 0.036380648612976074, 0.0232000220566988, -0.11338019371032715, 0.02074720710515976, 0.04039336368441582, 0.07727109640836716, 0.02365056984126568, 0.02840505540370941, -0.10378023982048035, -0.23809361457824707, -0.20264287292957306, 0.16210168600082397, -0.09813902527093887, -0.01804608665406704, -0.002862694673240185, -0.11673184484243393, -0.1207280308008194, 0.04740387573838234, 0.014633646234869957, 0.03683020919561386, -0.014811303466558456, 0.16120761632919312, 0.039283912628889084, -0.032848719507455826, 0.050869863480329514, 0.011567141860723495, -0.02951313741505146, -0.051121536642313004, -0.08324559777975082, -0.122340627014637, 0.037468571215867996, -0.018673282116651535, -0.17216701805591583, -0.14252859354019165, 0.019206304103136063, -0.007037889212369919, 0.058103639632463455, 0.05929240584373474, 0.0042259846813976765, 0.08125194162130356, -0.01642429828643799, -0.020261669531464577, 0.13201315701007843, -0.022794518619775772, -0.08759891986846924, -0.02868172898888588, -0.06875060498714447, -0.006674547214061022, 0.145669624209404, 0.12977829575538635, 0.0050255185924470425, -0.09492825716733932, 0.015107138082385063, 0.06500726193189621, 0.082977294921875, -0.06740942597389221, -0.07595605403184891, -0.032109394669532776, -0.07087881863117218, -0.05663304775953293, -0.054296839982271194, 0.05553623288869858, -0.013623511418700218, -0.03703896328806877, -0.046729594469070435, 0.03478750213980675, -0.07563605159521103, 0.11729622632265091, -0.040537867695093155, 0.05993884801864624, 0.06950611621141434, 0.12228760868310928, 0.02190154232084751, -0.07767164707183838, 0.09923361241817474, 0.017235837876796722, -0.13889609277248383, -0.038574304431676865, 0.10224377363920212, -0.06395892798900604, 0.05922527238726616, 0.14856578409671783, -0.010323518887162209, -0.029499996453523636, -0.046774402260780334, -0.05152519419789314, -0.07677660137414932, 0.005932437255978584, -0.12659655511379242, 0.023682430386543274, 0.09643255174160004, -0.059340301901102066, 0.09325595945119858, 0.0677257776260376, 0.15805654227733612, -0.0019062606152147055, 0.0029222038574516773, -0.14003387093544006, 0.019877376034855843, -0.11988507956266403, -0.10911542922258377, 0.12910392880439758, -0.0011816478800028563, -0.10404031723737717, 0.061244405806064606, 0.04973794147372246, -0.15223301947116852, -0.1382085233926773, -0.14698049426078796, -0.09909938275814056, -0.06892038881778717, -0.1080496609210968, -0.09786069393157959, -0.04095948114991188]"
Vascular.endothelial.growth.factor.receptor.3,"[0.07234346866607666, -0.013787186704576015, -0.09346850216388702, 0.09722346067428589, 0.09153269231319427, -0.028276531025767326, 0.16272132098674774, -0.06005919724702835, -0.03287910670042038, 0.08829273283481598, -0.026393020525574684, 0.017076749354600906, -0.00236849975772202, -0.15053223073482513, 0.03884962201118469, 0.08678799867630005, -0.1191311925649643, -0.05136343836784363, -0.05536818131804466, 0.09508603066205978, -0.00755868898704648, 0.11739002168178558, -0.05665559321641922, -0.09889782965183258, -0.06393677741289139, 0.006576577667146921, -0.0543365478515625, -0.03603636100888252, 0.05293741449713707, -0.11569716781377792, 0.01936023123562336, -0.049163736402988434, 0.049456190317869186, 0.04114998131990433, -0.04084286466240883, 0.07860717177391052, 0.10436566919088364, -0.2009258270263672, 0.05889933183789253, 0.07291845977306366, -0.0007386618526652455, -0.006863554008305073, -0.027766020968556404, -0.13529296219348907, 0.1354205161333084, 0.02178807742893696, -0.0953482985496521, -0.09689531475305557, -0.12581267952919006, 0.003209928050637245, 0.0955951139330864, 0.019933773204684258, -0.004798687528818846, -0.001910892897285521, -0.08633022755384445, 0.016086680814623833, 0.11209316551685333, -0.02979077212512493, -0.02433421090245247, -0.05240032076835632, 0.0026868111453950405, 0.1566116362810135, 0.10897684097290039, 0.10007248818874359, 0.019045300781726837, -0.02585322968661785, 0.07641087472438812, -0.03234287351369858, 0.05917702987790108, -0.09909132868051529, 0.07202976942062378, -0.16043402254581451, -0.1919836401939392, 0.018169093877077103, -0.015691939741373062, 0.0643429383635521, -0.09447361528873444, -0.08566610515117645, -0.13271595537662506, 0.030965635553002357, -0.06334695219993591, -0.0010694845113903284, 0.16428136825561523, 0.06768152117729187, 0.11007652431726456, 0.06319510191679001, 0.01234566979110241, 0.018854331225156784, 0.1628597378730774, -0.023262662813067436, -0.058083053678274155, -0.0801936462521553, 0.00016956849140115082, -0.028366459533572197, 0.08102109283208847, 0.07914106547832489, 0.03330843895673752, 0.03493368998169899, -0.1487620323896408, -0.09327146410942078, 0.05368321016430855, 0.04657537490129471, -0.18439961969852448, 0.009558476507663727, 0.06616546213626862, -0.019828319549560547, 0.02421151101589203, 0.023105023428797722, 0.06838612258434296, 0.024386970326304436, 0.08066008985042572, -0.028179341927170753, -0.03501132130622864, 0.048701900988817215, -0.13270968198776245, 0.07889073342084885, -0.04349726065993309, -0.14817720651626587, -0.03864647075533867, 0.12195088714361191, -0.113721564412117, -0.1296500861644745, -0.0592360682785511, -0.0005905102589167655, -0.09083546698093414, -0.09833577275276184, 0.003414339851588011, -0.021172422915697098]"
X3.hydroxycotinine.glucuronide,"[0.07905090600252151, 0.004538599401712418, -0.09575660526752472, 0.10406385362148285, 0.05056566372513771, -0.0271453820168972, 0.04806032404303551, 0.06863383203744888, -0.004507720936089754, 0.09042869508266449, 0.06904658675193787, 0.02121129259467125, 0.0007112563471309841, -0.1077270433306694, 0.01158059947192669, 0.047243762761354446, -0.16912724077701569, -0.15642718970775604, 0.012302792631089687, 0.15779995918273926, 0.029582388699054718, 0.07925570011138916, -0.018624939024448395, -0.21895065903663635, -0.16197732090950012, 0.10006533563137054, -0.055405717343091965, -0.10443583130836487, 0.07412929087877274, -0.07711535692214966, -0.02310316264629364, 0.02645145356655121, -0.06733453273773193, 0.04284394159913063, -0.12742815911769867, 0.08013270795345306, 0.1074056550860405, -0.06950866430997849, 0.03638570010662079, 0.006132550071924925, -0.012677045539021492, 0.030351977795362473, -0.03208532929420471, -0.14801064133644104, 0.1087721586227417, 0.034912288188934326, -0.056574221700429916, -0.14096462726593018, 0.005358065944164991, 0.12911458313465118, 0.11579741537570953, -0.013843905180692673, 0.04850239306688309, -0.11088676750659943, -0.08473164588212967, -0.018884941935539246, 0.12117566913366318, -0.03740319609642029, 0.02586655505001545, -0.11226840317249298, 0.0016792662208899856, 0.07041486352682114, 0.09815782308578491, 0.009543453343212605, 0.0600886233150959, -0.18177910149097443, -0.05687573179602623, -0.039856210350990295, 0.08445329964160919, -0.07683688402175903, 0.10918161273002625, -0.016938405111432076, -0.0928393006324768, 0.04677118360996246, -0.0502646379172802, 0.08829670399427414, -0.07844619452953339, 0.04877256229519844, -0.0756002813577652, 0.11279209703207016, -0.03966338559985161, -0.046437136828899384, 0.03878660872578621, 0.174873486161232, 0.05841001123189926, -0.013500941917300224, -0.021138202399015427, -0.12780791521072388, 0.16149455308914185, 0.00584631459787488, -0.09456094354391098, -0.009961831383407116, 0.01040690764784813, -0.0009267490822821856, 0.07986608147621155, 0.01584061048924923, -0.0263502299785614, -0.0425315760076046, -0.07511329650878906, -0.1261579394340515, 0.002446437254548073, -0.03841102868318558, -0.10500971227884293, -0.028578128665685654, 0.1033533588051796, 0.023359954357147217, 0.05824831500649452, 0.020084651187062263, 0.08252856135368347, 0.1467141956090927, 0.04276508465409279, -0.045903172343969345, 0.029625704512000084, 0.04341457039117813, -0.1253349334001541, 0.010609442368149757, -0.05602886900305748, -0.10430008172988892, 0.01221268530935049, 0.04105769097805023, -0.11936577409505844, -0.05772513896226883, -0.09758417308330536, -0.055968623608350754, -0.1569478064775467, -0.09851449728012085, -0.13707692921161652, -0.08469267189502716]"
