node,embedding
MIG,"[-0.034934259951114655, 0.082631416618824, -0.06884574145078659, 0.18062123656272888, 0.17360757291316986, 0.06737665832042694, 0.13046318292617798, -0.0461784191429615, -0.0262699443846941, -0.026457639411091805, 0.057328201830387115, 0.09642060846090317, -0.013378790579736233, -0.1482114940881729, 0.08593267947435379, 0.01811259798705578, -0.0806916132569313, -0.025313349440693855, -0.11812948435544968, 0.10877013206481934, 0.09096860885620117, 0.024268366396427155, -0.11610230058431625, -0.18614409863948822, 0.004597863648086786, 0.1245461106300354, -0.06037050113081932, -0.01986204832792282, 0.012531896121799946, -0.03410065174102783, 0.016770614311099052, 0.09147850424051285, 0.04114141687750816, 0.07796578109264374, 0.0025992137379944324, 0.07033054530620575, 0.024638419970870018, -0.02659127116203308, -0.02464509755373001, 0.03266270458698273, -0.004504532553255558, 0.005829675123095512, -0.02890503965318203, -0.11717645823955536, 0.0991344079375267, 0.030249835923314095, -0.16505566239356995, -0.15730677545070648, -0.0842883363366127, 0.08506513386964798, 0.023790910840034485, 0.05816704407334328, -0.025624632835388184, 0.028875697404146194, -0.11636911332607269, -0.04266412556171417, 0.12361548840999603, -0.16877596080303192, -0.08672209829092026, -0.0641588345170021, -0.14452295005321503, 0.08311804383993149, -0.04642561823129654, 0.05049993470311165, -0.004205363802611828, -0.0451018251478672, 0.04436711594462395, 0.11148275434970856, 0.007100563962012529, -0.09137530624866486, 0.026310741901397705, -0.1275900900363922, -0.10541422665119171, -0.054287977516651154, 0.0036332104355096817, 0.15591007471084595, -0.03443925827741623, 0.03781308978796005, -0.1379249542951584, 0.039705317467451096, 0.028011877089738846, -0.11108420044183731, 0.059145595878362656, 0.12719012796878815, 0.014311885461211205, 0.10457202792167664, -0.06819911301136017, -0.03833092004060745, 0.13952848315238953, -0.009619188494980335, -0.03201005607843399, -0.0683865174651146, 0.05522730201482773, -0.027494551613926888, 0.0020838980562984943, 0.010617329739034176, -0.0019388999789953232, -0.10475940257310867, 0.004193334374576807, -0.05708075314760208, -0.11645964533090591, -0.06244859844446182, -0.11491473764181137, 0.03995972126722336, 0.10747720301151276, -0.016776788979768753, -0.06855777651071548, -0.04552420973777771, 0.15873585641384125, -0.02381722629070282, 0.06227104738354683, -0.09036998450756073, -0.04148499667644501, -0.045411501079797745, -0.040629372000694275, 0.19780664145946503, -0.03313259035348892, -0.09772733598947525, 0.07616838812828064, 0.1600601226091385, -0.14743562042713165, -0.21816188097000122, -0.02131687104701996, 0.06994063407182693, -0.1469476819038391, -0.10575108975172043, -0.04362693428993225, -0.15033742785453796]"
NSFL1.cofactor.p47,"[0.048233017325401306, 0.05270367115736008, -0.052320703864097595, 0.11109895259141922, 0.052851296961307526, 0.02790497988462448, 0.11193997412919998, -0.011745971627533436, -0.10760578513145447, 0.10068773478269577, 0.04720740392804146, 0.018802639096975327, 0.018343772739171982, -0.11413111537694931, 0.03711894527077675, 0.024738574400544167, -0.1788589507341385, -0.032369501888751984, 0.0598461851477623, 0.07301521301269531, -0.007454568520188332, 0.018871864303946495, 0.054212991148233414, -0.17173701524734497, -0.22290565073490143, 0.005970427766442299, -0.0729411318898201, -0.10963340848684311, 0.009027170017361641, -0.09986545890569687, 0.11202460527420044, 0.023820020258426666, 0.01116050872951746, -0.024836499243974686, -0.08714596182107925, 0.08758396655321121, 0.05257285013794899, -0.08267717063426971, 0.05565907061100006, 0.0663926973938942, -0.03241756185889244, 0.029441749677062035, -0.005937645211815834, -0.173002228140831, 0.06663743406534195, 0.020006326958537102, -0.08939819782972336, 0.022658413276076317, -0.010724506340920925, 0.11889650672674179, 0.12358541041612625, 0.09657590091228485, -0.06990887224674225, 0.07406242191791534, -0.1273629367351532, -0.06357305496931076, 0.06320056319236755, 0.0034950508270412683, -0.047521039843559265, -0.21498477458953857, -0.16271008551120758, 0.08806907385587692, -0.03138865530490875, 0.08485870063304901, 0.09668854624032974, -0.01862029731273651, 0.06121043860912323, 0.06122264638543129, 0.05393386632204056, -0.10749422758817673, 0.021125977858901024, -0.0707181990146637, -0.047507911920547485, -0.05377903953194618, 0.03306860104203224, 0.05770519748330116, -0.014167346060276031, 0.01748393103480339, -0.01424181554466486, 0.07295215874910355, -0.05177982151508331, -0.03831378370523453, 0.022780872881412506, 0.2141682356595993, 0.05684952437877655, -0.023472709581255913, 0.023603150621056557, -0.09893036633729935, 0.16289912164211273, 0.01599217765033245, 0.010729084722697735, 0.08112680166959763, 0.08112359046936035, 0.04053669050335884, 0.1262691766023636, 0.10073518007993698, 0.017035502940416336, -0.044442784041166306, 0.05830856412649155, -0.06843464821577072, 0.04517027735710144, 0.06982174515724182, -0.07984942942857742, -0.051175665110349655, 0.06770187616348267, 0.02820843644440174, 0.038389597088098526, 0.02141147293150425, 0.09110921621322632, 0.06329003721475601, 0.030974816530942917, -0.03768046200275421, 0.011281020008027554, -0.034550927579402924, -0.05975949764251709, 0.11105803400278091, -0.01609359309077263, -0.03003418631851673, 0.07782528549432755, -0.019709650427103043, -0.05646548792719841, -0.2182450145483017, -0.020602557808160782, -0.015231987461447716, -0.19870668649673462, -0.1139257475733757, -0.057146668434143066, -0.08943568915128708]"
X1.linolenoyl.GPC..18.3..,"[-0.0037481519393622875, -0.023961056023836136, -0.07071646302938461, 0.08274984359741211, 0.08457962423563004, -0.009960275143384933, 0.16250990331172943, -0.06582614034414291, 0.03128429874777794, 0.10879859328269958, 0.10291140526533127, 0.11495344340801239, 0.034848570823669434, -0.06602045893669128, 0.00823809951543808, 0.088956318795681, -0.11463817954063416, 0.011991224251687527, -0.05889512971043587, 0.07774534076452255, 0.010657246224582195, 0.08229006081819534, -0.058278195559978485, -0.2341158390045166, -0.19931058585643768, 0.16297206282615662, -0.1432512402534485, -0.03511853143572807, 0.05823621526360512, -0.08165912330150604, -0.12468945980072021, 0.008895045146346092, 0.018144236877560616, 0.08423105627298355, -0.1685437113046646, 0.20104950666427612, 0.017180727794766426, -0.012433749623596668, 0.044097598642110825, -0.010722656734287739, -0.007876805029809475, 0.05597056820988655, 0.04893876612186432, -0.05028149113059044, 0.005222335457801819, 0.06158703193068504, -0.14233490824699402, -0.0850115492939949, -0.037554625421762466, 0.059328481554985046, 0.11909633129835129, 0.07669763267040253, -0.017026610672473907, -0.05986844748258591, -0.028143100440502167, -0.030394915491342545, 0.08027688413858414, -0.012870946899056435, -0.10277606546878815, -0.07768212258815765, -0.012431083247065544, 0.12615898251533508, 0.05661016330122948, -0.08457115292549133, 0.01273345947265625, -0.11509203165769577, -0.013249022886157036, -0.09986115992069244, 0.0964866355061531, -0.038417279720306396, 0.005630820989608765, -0.030578244477510452, -0.13184326887130737, -0.017771057784557343, 0.015306560322642326, 0.010098903439939022, 0.026819000020623207, 0.04994560033082962, -0.07704125344753265, 0.0005727222305722535, 0.03508272022008896, -0.07337351888418198, -0.06803079694509506, 0.10977844893932343, 0.01259477436542511, 0.0077137211337685585, -0.03220928832888603, -0.10182642191648483, 0.04829122871160507, 0.06373985856771469, -0.011575448326766491, -0.09773475676774979, 0.000592779484577477, 0.056151892989873886, 0.14641983807086945, 0.04835166409611702, 0.0035987345036119223, -0.027889719232916832, -0.09142640978097916, -0.01586895063519478, -0.012984751723706722, -0.14494983851909637, -0.15867774188518524, -0.05819709971547127, 0.05786670744419098, -0.013844509609043598, 0.004997782874852419, 0.07539195567369461, 0.1265113651752472, 0.11728818714618683, -0.0031873653642833233, -0.06344424933195114, 0.07982921600341797, -0.08036050945520401, -0.1809944212436676, 0.010690649040043354, -0.07920245081186295, -0.17608758807182312, -0.018751349300146103, -0.049256257712841034, -0.08087737113237381, -0.11390142887830734, -0.1657404750585556, -0.08523262292146683, -0.17707255482673645, -0.1526135802268982, -0.13009069859981537, -0.11378826946020126]"
gamma.glutamylleucine,"[-0.02749517187476158, -0.013765409588813782, -0.032682329416275024, 0.10923914611339569, 0.04015789553523064, 0.06503026932477951, 0.16856321692466736, -0.10829319059848785, 0.007039399817585945, 0.11325985193252563, 0.0854315310716629, 0.05935213342308998, -0.0757618173956871, -0.11060332506895065, 0.06565786153078079, 0.08555057644844055, -0.14907661080360413, -0.03334314003586769, -0.029734190553426743, 0.06767288595438004, -0.017275841906666756, 0.01618347316980362, -0.010060074739158154, -0.16071809828281403, -0.15030527114868164, 0.016906026750802994, -0.17688222229480743, -0.02893981523811817, 0.005178969353437424, -0.13969238102436066, 0.0016722489381209016, 0.06693889945745468, 0.08347821980714798, 0.04304550215601921, -0.04154086112976074, 0.19261230528354645, 0.08392109721899033, -0.09439530223608017, -0.05021709203720093, 0.07561957091093063, -0.041972991079092026, -0.002648197114467621, -0.02873736433684826, -0.0817606970667839, 0.010453842580318451, 0.11629657447338104, -0.12488678842782974, -0.03989000990986824, 0.007093885913491249, 0.18568876385688782, 0.0203979704529047, 0.05261119082570076, 0.01173719484359026, 0.09108882397413254, -0.09904374927282333, -0.07884353399276733, 0.0023302841000258923, 0.004759132396429777, -0.14462487399578094, -0.009278065524995327, -0.09285406768321991, 0.15224124491214752, 0.08837702125310898, 0.10646907240152359, 0.03642667829990387, 0.013177839107811451, 0.11014041304588318, 0.05945029854774475, 0.07337372750043869, -0.03802352026104927, -0.026361901313066483, -0.11108886450529099, -0.14512157440185547, -0.002059138845652342, 0.09429172426462173, 0.04293537139892578, -0.008550787344574928, 0.05154023319482803, -0.06002948060631752, 0.020141899585723877, -0.04692062363028526, -0.06798265874385834, 0.04964834824204445, 0.14060240983963013, 0.08163634687662125, 0.10144941508769989, 0.06422451883554459, -0.0818367451429367, 0.04318005591630936, 0.01949082687497139, 0.03255805745720863, -0.0482439287006855, 0.10480773448944092, 0.041499484330415726, 0.06380358338356018, 0.17574723064899445, -0.005345766432583332, -0.11340907216072083, -0.054074812680482864, -0.053177978843450546, -0.00796048529446125, 0.015760255977511406, -0.1516706794500351, -0.023958822712302208, 0.037549931555986404, -0.003947606775909662, 0.02811545878648758, 0.06639102101325989, 0.08632564544677734, -0.050224848091602325, 0.09261426329612732, -0.1563507318496704, 0.07223942875862122, -0.007677472196519375, -0.0302932970225811, 0.012042369693517685, -0.03026954084634781, -0.16231083869934082, -0.001620205119252205, 0.011214125901460648, -0.04381583631038666, -0.08264517039060593, -0.07427823543548584, -0.009966986253857613, -0.029575694352388382, -0.1377585530281067, -0.003078154753893614, 0.06066212058067322]"
X1.stearoyl.2.arachidonoyl.GPC..18.0.20.4.,"[-0.019954530522227287, 0.0016176655190065503, -0.02994311973452568, 0.15555322170257568, -0.10537298023700714, -0.01649908721446991, 0.09001673012971878, -0.044643111526966095, -0.041936371475458145, -0.03526677191257477, 0.07180976867675781, 0.08803226798772812, 0.09350273013114929, -0.10183659195899963, 0.10581399500370026, 0.041258469223976135, -0.22850802540779114, 0.0373750738799572, 0.05714106187224388, -0.01631338521838188, 0.03293326869606972, 0.08447463065385818, -0.009947124868631363, -0.23860928416252136, -0.14304453134536743, 0.09547194093465805, -0.08242180943489075, -0.06514158844947815, 0.037514012306928635, -0.09639465063810349, 0.04428615793585777, 0.008549449034035206, 0.04386819899082184, 0.04495469853281975, -0.005958066787570715, 0.09808117151260376, 0.04122154787182808, -0.03369777277112007, 0.007130448706448078, -0.006866389885544777, -0.10587803274393082, 0.01762411743402481, -0.04047417268157005, -0.15287625789642334, 0.09186900407075882, -0.07220292836427689, -0.0712108463048935, -0.15326562523841858, -0.08897363394498825, 0.19648510217666626, 0.09117307513952255, 0.10689836740493774, -0.08969113230705261, 0.013186125084757805, -0.07736284285783768, -0.08289306610822678, 0.043781399726867676, -0.05070322006940842, -0.11762197315692902, -0.11574336886405945, -0.1198291927576065, 0.10257000476121902, 0.1063251867890358, 0.03687825798988342, 0.07088185101747513, -0.025913598015904427, 0.005309863947331905, 0.10372822731733322, 0.0014004572294652462, -0.13591264188289642, -0.0968756377696991, -0.022097807377576828, -0.12021441012620926, -0.01332689356058836, 0.02188311144709587, 0.06827656179666519, 0.026225117966532707, 0.033979110419750214, -0.13744372129440308, 0.0775073915719986, -0.020101485773921013, 0.0015075221890583634, 0.01770843379199505, 0.13108648359775543, 0.05482666194438934, 0.02596629224717617, 0.05235292762517929, -0.11337444186210632, 0.11009786278009415, 0.0007960593211464584, -0.004547550808638334, 0.037123214453458786, 0.03136961907148361, -0.03134322166442871, 0.08892667293548584, 0.08593101054430008, -0.06565150618553162, -0.009466134011745453, 0.055844664573669434, -0.11482255905866623, -0.05053388699889183, -0.01274182740598917, -0.1014493852853775, 0.04342429339885712, -0.003288581967353821, 0.07690142095088959, 0.002359818434342742, -0.04115608334541321, 0.08489774167537689, -0.08964777737855911, 0.07744725793600082, -0.07393254339694977, -0.07291433215141296, 0.005896620452404022, -0.045984987169504166, 0.03424535691738129, -0.04518270120024681, -0.1333635449409485, -0.01035870797932148, -0.007413941435515881, -0.08517911285161972, -0.08729195594787598, -0.09270033985376358, 0.08323762565851212, -0.10684145987033844, -0.17659027874469757, -0.07616469264030457, -0.08719531446695328]"
Adiponectin,"[0.06064143404364586, -0.029373252764344215, 0.003607372986152768, 0.06027417257428169, 0.01716131716966629, 0.02006523683667183, 0.05723613128066063, -0.07255739718675613, -0.00850678887218237, 0.13744114339351654, 0.025121690705418587, 0.09438516199588776, 0.03464972600340843, -0.07563251256942749, 0.04552029073238373, 0.09271051734685898, -0.15495383739471436, 0.07209586352109909, -0.0284514669328928, 0.0458536371588707, 0.054705653339624405, 0.09442650526762009, -0.017592867836356163, -0.11956919729709625, -0.04810116067528725, -0.018211163580417633, -0.14335456490516663, 0.012306762859225273, 0.023343171924352646, 0.02061253786087036, 0.13383749127388, -0.09856830537319183, 0.05157729238271713, 0.0642567127943039, -0.05734862759709358, 0.11776157468557358, 0.0641447976231575, -0.06623603403568268, 0.06393560767173767, 0.013906682841479778, -0.02345881052315235, 0.036155376583337784, 0.0030568568035960197, -0.1509891152381897, 0.0004715221293736249, 0.07242657244205475, -0.11114974319934845, 0.011434990912675858, -0.13127076625823975, 0.0331367664039135, 0.1853461116552353, 0.11004702746868134, 0.0700206533074379, 0.004697214812040329, -0.03848068043589592, -0.053639158606529236, 0.17257417738437653, -0.03147592768073082, -0.026992686092853546, -0.15098212659358978, -0.0733841210603714, 0.18757538497447968, 0.08608322590589523, 0.1073090136051178, -0.0410388708114624, -0.0318906232714653, 0.08312096446752548, 0.004053246695548296, -0.01629994623363018, -0.03716543689370155, 0.08524313569068909, -0.12032890319824219, -0.11012836545705795, 0.026355858892202377, -0.10130392014980316, -0.0821194127202034, -0.03915516287088394, -0.04640538617968559, -0.15063031017780304, 0.12038126587867737, 0.0024094802793115377, -0.016558973118662834, 0.016798870638012886, 0.16398096084594727, 0.038095369935035706, 0.03295119106769562, 0.03963448107242584, -0.060363322496414185, -0.03237074241042137, -0.038937099277973175, -0.019648803398013115, -0.07622335851192474, 0.11249592155218124, -0.03350502997636795, 0.17373213171958923, 0.05158252269029617, 0.06505940854549408, -0.058834027498960495, -0.11826112121343613, -0.07308553159236908, 0.031025225296616554, 0.002379354555159807, -0.1012013778090477, -0.052001453936100006, 0.05126294121146202, -0.013480259105563164, 0.09485676139593124, 0.06935152411460876, 0.04582113027572632, 0.01322297565639019, 0.13896068930625916, 0.01877545937895775, -0.05059292912483215, 0.08317341655492783, -0.12384166568517685, 0.054548729211091995, -0.09047473967075348, -0.08078423887491226, 0.07526139914989471, 0.1352061778306961, -0.14729945361614227, -0.11524295806884766, -0.11873523890972137, -0.0049447836354374886, -0.12153341621160507, -0.12019908428192139, 0.007974816486239433, -0.1605595201253891]"
X2.palmitoylglycerol..16.0.,"[-0.0528004914522171, 0.007213830482214689, -0.06464504450559616, 0.10723228752613068, 0.036703333258628845, 0.030253348872065544, 0.19611184298992157, -0.019629383459687233, -0.07487385720014572, 0.10917535424232483, 0.08894862234592438, 0.05750635266304016, -0.1341421753168106, -0.06988402456045151, 0.025457659736275673, 0.02791464515030384, -0.13882918655872345, 0.11272694915533066, -0.06740251183509827, 0.004301414825022221, 0.07047556340694427, 0.17362530529499054, -0.027283543720841408, -0.2582939565181732, -0.12087266892194748, 0.10169778019189835, -0.23526962101459503, -0.02812274731695652, 0.09358692169189453, -0.07830294966697693, -0.004297546576708555, 0.10256327688694, 0.011330178007483482, 0.004804514814168215, 0.01992201618850231, 0.11589211225509644, 0.01579694263637066, -0.05464702472090721, 0.05358373746275902, 0.007300106342881918, -0.020552730187773705, -0.07281424105167389, 0.05597735941410065, -0.09681248664855957, 0.02538679912686348, -0.018623877316713333, -0.09105575084686279, -0.017825564369559288, -0.11649564653635025, 0.10086099803447723, 0.09967060387134552, 0.14780208468437195, -0.002915745135396719, 0.0063050612807273865, -0.11887390166521072, -0.01230850350111723, 0.09110994637012482, 0.052940454334020615, -0.01303417794406414, -0.09775280952453613, -0.1626400351524353, 0.11591494083404541, 0.11832112818956375, 0.11593373864889145, 0.11101792752742767, 0.046500783413648605, -0.02680693008005619, 0.09627166390419006, -8.28631455078721e-05, 0.005210809875279665, -0.009545923210680485, -0.0006497613503597677, -0.08239813894033432, 0.015177802182734013, 0.055943768471479416, 0.02639128267765045, -0.018375497311353683, 0.04490538686513901, -0.017180772498250008, 0.1246384009718895, -0.0034910363610833883, -0.08754312247037888, 0.039958637207746506, 0.14803647994995117, 0.17158369719982147, 0.03909536823630333, 0.040964849293231964, -0.05597198009490967, 0.14110754430294037, 0.07571088522672653, 0.04276641085743904, -0.09175042808055878, 0.08735616505146027, -0.06331821531057358, 0.11026424169540405, 0.12449037283658981, -0.06119636446237564, -0.05848698690533638, -0.01778087019920349, -0.1336866319179535, -0.07580060511827469, -0.02887403592467308, -0.17870403826236725, 0.01254294067621231, -0.05960943549871445, 0.0026143884751945734, 0.014923762530088425, 0.005637003108859062, 0.022545404732227325, -0.007873142138123512, 0.0735558569431305, -0.13446910679340363, 0.07636673003435135, 0.057918764650821686, 0.009925934486091137, 0.058982186019420624, 0.10320581495761871, -0.0825435146689415, 0.0772438645362854, -0.046155113726854324, -0.06487888097763062, -0.05866828188300133, -0.08817307651042938, 0.021228143945336342, -0.09957492351531982, -0.11766263842582703, -0.01768745481967926, -0.03243878111243248]"
N.behenoyl.sphingadienine..d18.2.22.0..,"[0.014185361564159393, 0.0255266260355711, -0.06079042702913284, 0.08298790454864502, 0.041074130684137344, -0.013738795183598995, -0.027245787903666496, 0.02850894071161747, -0.011202525347471237, 0.06349411606788635, 0.0059830076061189175, 0.055367790162563324, -0.062196772545576096, -0.08712916076183319, 0.05687856301665306, 0.05618352070450783, -0.07188091427087784, -0.07719923555850983, 0.04810269922018051, 0.058144018054008484, -0.07168678194284439, 0.06346376240253448, -0.09267567843198776, -0.17239300906658173, -0.0878768190741539, 0.079143226146698, 0.06815055757761002, -0.05177577957510948, 0.000665325962472707, -0.061883095651865005, -0.029267393052577972, -0.01075680460780859, -0.002052505034953356, 0.052572280168533325, -0.021861108019948006, 0.14878718554973602, 0.09455699473619461, -0.1915093958377838, -0.06165587529540062, 0.08250879496335983, 0.02048826403915882, -0.01671723462641239, -0.040015045553445816, -0.1534065157175064, 0.09518840163946152, 0.005019055213779211, -0.055405206978321075, -0.05696519836783409, -0.06341802328824997, 0.03963406756520271, 0.10341154783964157, -0.004205499310046434, 0.12151161581277847, -0.03696804493665695, 0.009169777855277061, -0.07653128355741501, 0.03592715412378311, 0.06533373892307281, -0.11661301553249359, 0.016210705041885376, -0.07582826912403107, 0.10833220928907394, 0.12938374280929565, 0.14782798290252686, 0.05054597184062004, -0.14053240418434143, 0.022773627191781998, 0.01609041914343834, 0.04997880011796951, -0.1474722921848297, 0.05574692785739899, -0.07712576538324356, -0.13103704154491425, -0.03675931319594383, -0.06611306965351105, 0.060492146760225296, -0.08519615978002548, -0.023585041984915733, -0.08749822527170181, 0.08635414391756058, -0.0045610591769218445, 0.08050371706485748, 0.0510128028690815, 0.1765643060207367, 0.02139132283627987, 0.06920111179351807, 0.06328312307596207, -0.09680221229791641, 0.17098161578178406, 0.05204944685101509, -0.016856307163834572, 0.0005481645348481834, 0.06285393983125687, -0.10143429785966873, 0.0777634009718895, 0.17859232425689697, 0.061180975288152695, -0.09183692932128906, -0.08320293575525284, -0.11531082540750504, 0.061465270817279816, 0.011780357919633389, -0.13314765691757202, -0.05830366164445877, 0.1417379528284073, -0.025358350947499275, 0.13188016414642334, 0.13370370864868164, 0.117281973361969, 0.08140063285827637, -0.00011577526311157271, -0.12357456982135773, 0.06744556128978729, -0.01642540656030178, -0.10195626318454742, 0.08096140623092651, -0.03001132234930992, -0.1367887407541275, -0.05641321465373039, 0.13268133997917175, -0.19355951249599457, -0.17666693031787872, -0.13193263113498688, -0.09495759010314941, -0.0733332633972168, -0.0030863163992762566, -0.09212546795606613, -0.07797607034444809]"
Apo.E2,"[0.018025537952780724, -0.003374884370714426, -0.12776024639606476, 0.11895883828401566, 0.04029431566596031, 0.03873400017619133, 0.1102326437830925, -0.08927296847105026, 0.04055742546916008, 0.0033265373203903437, 0.030079632997512817, 0.08182347565889359, -0.06445155292749405, -0.10038867592811584, 0.024137107655405998, 0.057477764785289764, -0.07619042694568634, 0.003366878256201744, 0.005156149622052908, 0.06673882901668549, -0.021325236186385155, 0.07684648782014847, 0.016612885519862175, -0.13039259612560272, -0.14561083912849426, 0.055960413068532944, -0.08656083047389984, -0.1143479198217392, 0.023110462352633476, -0.11770275980234146, -0.018447209149599075, -0.07212495058774948, -0.06649696081876755, 0.009609908796846867, -0.002204193500801921, 0.13757933676242828, 0.11011470854282379, -0.06832871586084366, -0.003244639141485095, 0.04490762576460838, -0.07306542992591858, -0.017403002828359604, 0.004158073104918003, -0.07639981061220169, 0.08590788394212723, -0.02017509937286377, -0.14655041694641113, -0.04540916532278061, -0.030539894476532936, 0.009909151121973991, 0.05044391378760338, -0.001342372503131628, 0.05145357921719551, -0.01250203512609005, 0.04746730998158455, 0.06626690924167633, 0.008284184150397778, -0.11291241645812988, -0.06117242947220802, 0.0028804412577301264, -0.06771964579820633, 0.06705643981695175, 0.12122596055269241, 0.08516300469636917, 0.0692596286535263, -0.1056484654545784, 0.06464250385761261, 0.12390580773353577, -0.07307496666908264, -0.14239466190338135, 0.019844189286231995, -0.0019131401786580682, -0.22413544356822968, 0.05192742496728897, -0.015264299698174, 0.07504689693450928, -0.13395224511623383, 0.1163158118724823, -0.05401736497879028, 0.10268843919038773, -0.01717706397175789, 0.02764010615646839, 0.007765720132738352, 0.1753803789615631, 0.09063079208135605, 0.13222160935401917, 0.054137155413627625, -0.08457797765731812, 0.09735027700662613, 0.005590303335338831, -0.013208831660449505, -0.01571478880941868, 0.050061728805303574, -0.09414669126272202, 0.10778212547302246, 0.13082173466682434, -0.03634662181138992, -0.09646578878164291, -0.09957794100046158, -0.11480886489152908, 0.004486927296966314, -0.031118910759687424, -0.1965050995349884, 0.11252675950527191, 0.0002836530329659581, 0.019231626763939857, 0.09005553275346756, 0.020758554339408875, 0.08225591480731964, -0.05237714573740959, 0.10083460807800293, -0.07551344484090805, 0.033303745090961456, -0.042119819670915604, -0.15248212218284607, 0.018725991249084473, -0.044234100729227066, -0.15042440593242645, -0.0355159193277359, -0.005844397936016321, -0.15951617062091827, -0.11806141585111618, -0.05269114300608635, -0.046480949968099594, -0.03972848504781723, -0.1852543205022812, -0.045527175068855286, 0.006633308250457048]"
creatine,"[-0.07449102401733398, 0.013988853432238102, -0.014182073064148426, 0.14531908929347992, -0.014675403945147991, -0.07135696709156036, 0.17881035804748535, -0.004044535104185343, -0.01944301277399063, 0.1849847286939621, 0.09008757770061493, 0.019152024760842323, -0.018765274435281754, -0.056703537702560425, 0.008837372995913029, 0.14497077465057373, -0.07613693177700043, 0.12622635066509247, 0.1006794199347496, -0.005466405767947435, 0.02993146888911724, 0.027540801092982292, 0.03770432993769646, -0.3179565668106079, -0.23300869762897491, 0.08197197318077087, -0.14488136768341064, -0.035159118473529816, 0.0020751210395246744, -0.06900883466005325, -0.04405565559864044, 0.013781561516225338, 0.03205879032611847, 0.05037941411137581, -0.07708878815174103, 0.1972503662109375, 0.034163106232881546, -0.11952468007802963, -0.004586057737469673, 0.047643814235925674, 0.09323595464229584, -0.053144339472055435, -0.018134430050849915, -0.11666792631149292, 0.06856834888458252, 0.03258848190307617, -0.1350179761648178, -0.03609760105609894, -0.06995342671871185, 0.010180873796343803, 0.1519974321126938, 0.038572411984205246, -0.06093882769346237, 0.07793054729700089, 0.025625701993703842, -0.06859919428825378, 0.004128872416913509, -0.0947650820016861, -0.0739138200879097, 0.0022306216415017843, -0.08698754012584686, 0.11659093201160431, 0.06748992949724197, 0.08645428717136383, -0.010357687249779701, -0.06855341047048569, 0.04007292166352272, 0.11255539208650589, 0.04557676613330841, -0.028939250856637955, 0.07445590198040009, -0.035538677126169205, -0.1841057687997818, -0.10479902476072311, 0.07335720211267471, 0.010532241314649582, 0.050477828830480576, -0.03976452723145485, -0.015565902926027775, -0.026531409472227097, 0.03190603107213974, -0.021535824984312057, -0.030491530895233154, 0.1201859638094902, 0.09475542604923248, 0.036902524530887604, 0.010322751477360725, -0.04480886086821556, 0.08487076312303543, 0.07407373934984207, -0.0044374228455126286, 0.07109524309635162, -0.0074005527421832085, 0.02134811319410801, 0.14545878767967224, 0.1318088322877884, 0.007499790750443935, -0.04707302525639534, -0.0022666025906801224, -0.10819113254547119, -0.026448315009474754, 0.04931565746665001, -0.17984533309936523, -0.03978009149432182, 0.12569859623908997, 0.03363339230418205, -0.0013395400019362569, 0.033801767975091934, 0.0886504128575325, 0.034744247794151306, 0.010950061492621899, 0.02412831224501133, -0.037520162761211395, -0.04096619039773941, -0.15820185840129852, 0.1302121877670288, -0.08626009523868561, -0.07810726016759872, -0.006841078866273165, -0.0924520418047905, -0.07204248011112213, -0.15600977838039398, 0.0434357151389122, -0.09337978065013885, -0.05600596219301224, -0.15142060816287994, -0.023475779220461845, 0.08192812651395798]"
