"","hsa_mir_135b","hsa_mir_190b","hsa_mir_224","hsa_mir_452","hsa_mir_577","hsa_mir_934","ABCC11","ZFR","FXR1","CSAD","SNORA8","HIST1H1A","MXD3","BIN2","SNX10","TFF1","ZBTB43","RALB","LEMD2","RPL22L1","LOC727677","CCDC90B","CHI3L1","LOC145837","PA2G4P4","MIR877","C14orf72","FAM177B","SNORA18","REP15","IQCG","MIR1914","IAPP","LOC100130331","LOC100132215","MIR135B","NEURL2","FUT4","SCARNA6","KIAA0196","LOC440335","AGR3","TTC36","UBR2","GRPEL2","MLPH","LOC401127","SPP2","MIR647","TLR1","ARHGAP28","IGFALS","ENO1","MIR563","MIA","IL17RA","LRRC47","C3orf16","MIR1304","GOSR1","RFESD","MIR1280","UGT2B11","A2LD1","GPR37L1","WWP2","CTSA","CDH26","CMBL_134147","BCL11A_53335","AGR3_155465","FOXC1_2296","TFF3_7033","NAT1_9","C6orf97_80129","DEGS2_123099","AGR2_10551","GABRP_2568","GATA3_2625","PRR15_222171","GPR77_27202","SPDEF_25803","FLJ45983_399717","PPP1R14C_81706","ESR1_2099","ZMYND10_51364","THSD4_79875","MLPH_79083","VGLL1_51442","RGMA_56963","STAC_6769","KCNJ11_3767","TBC1D9_23158","FBP1_2203","DNALI1_7802","CT62_196993","FOXA1_3169","MID1_4281","ERBB4_2066","TFF1_7031"
"MIR877",0.0720504502787165,0.208821550751239,0.0684511442421217,0.0962883687123026,0.0549349522586688,0.201480888209606,0.0347529532847851,0.0271960206027326,0.0319965840666466,0.0370254737201539,0.0310785939408464,0.0335458869641066,0.0363767849633648,0.0288242863737698,0.035748420210502,0.0422796816084303,0.029400283971648,0.0425286080579953,0.0346096521691062,0.0272108089092263,0.0320927241222589,0.0380428812226282,0.0293158140937584,0.0515474674752206,0.0503236386527582,0,0.0355905629806623,0.0296526103995722,0.0395002525791331,0.0543702485190244,0.026261866019162,0.033576888116916,0.0299134789427093,0.0327431903382949,0.03745624098731,0.0307200188858779,0.0286705261258633,0.0316166833469912,0.0393690022649975,0.0408433146086664,0.0311144667350587,0.0448918326290771,0.0266190580062187,0.0275729835700103,0.0342110291218671,0.0275237824589537,0.0305411442321931,0.0308651577553919,0.0319921495015351,0.0322695334900269,0.0309442624505698,0.0308829514084134,0.0307203392845204,0.0451249829616991,0.0415905415423034,0.041081361667,0.0329376096513237,0.0274963777291188,0.0396619183155056,0.0298977862976353,0.0277424892911465,0.0399149145055933,0.034511402062692,0.028432558396716,0.0281442959409374,0.0289765908162983,0.0290468988790257,0.0318842481158672,0.0635915723756024,0.0638644349721943,0.0762635191994209,0.0884227118744912,0.061851679244907,0.029506084635884,0.0465644799508858,0.043361694205449,0.0628379475751049,0.0313873196892824,0.0807489517707146,0.0550364541214005,0.0271743122972764,0.0407733696341799,0.0421493711025934,0.0533190115548572,0.0961714758148188,0.030795863421803,0.0554698311522348,0.0708343292219071,0.0447254252819234,0.0498038339640392,0.0399669852656363,0.0372699046526955,0.0376265256513432,0.047765579806879,0.0286170894012082,0.0552892270037969,0.106308202052505,0.0408937623263567,0.0478819113963192,0.04728211805543
"C14orf72",0.0748475582097576,0.198083106206771,0.0692748840437191,0.0908137471819222,0.0549335626958854,0.196756186864534,0.0327976139888812,0.0261253983591622,0.0306951609107049,0.0362431274628231,0.0309401848664635,0.0329113434042454,0.0357865950421049,0.0293014265100509,0.0355632274521346,0.0430443007651262,0.0292007722059693,0.0413512877427963,0.0316580486693805,0.0267797247127508,0.0307972228908264,0.0384349596014935,0.0291483567436432,0.0502968563537644,0.0481914840855405,0.0355905629806623,0,0.0300399089555516,0.0384989767931168,0.0502619158630036,0.0262166600603943,0.0337597831870442,0.0287287216743415,0.0320305582148703,0.038242170780855,0.0293057868774609,0.027450905005677,0.0314726082361514,0.038995758538209,0.0410847200595636,0.0302472580162113,0.0447313746304205,0.0249865369532829,0.0270746987241891,0.0324498563312152,0.027357789283909,0.0290812076342768,0.0315874527739048,0.0317176267567901,0.0309537779490287,0.0292081703739038,0.0300659674873096,0.0310607933758667,0.0437991890838736,0.0434908737778329,0.0429004632432705,0.0318681521668776,0.0280357073802544,0.0379292016905098,0.0302649634796643,0.0266681385581904,0.0403637733038275,0.0323606620815133,0.0261624532841035,0.0292041161597551,0.0289534693287801,0.0287238569892728,0.0307092078747656,0.0661464639785793,0.0642994893697788,0.0754132599001644,0.0860982728305646,0.0584741306852007,0.0282504549414628,0.0436434999828687,0.0429078869449473,0.0625152113844006,0.0324474740999316,0.0827577907105782,0.0520735675565511,0.0266061287026871,0.0405418266807492,0.0413168312769152,0.0522276396909395,0.0937187863255522,0.0296326390033531,0.0535989866987618,0.0719783100682673,0.0417185429042033,0.0477549572057806,0.0396235803577539,0.0355101713752578,0.03580649626021,0.0480521457982368,0.0264234925025251,0.0526982593271584,0.110236300459824,0.0383256293890075,0.0456894625556543,0.0467118621000489
"FAM177B",0.0630791147294482,0.173383608996581,0.0587439769973767,0.0807425135167357,0.0466895108690205,0.176665957272898,0.0299803571655154,0.0231817219357709,0.026317779946015,0.0319654646625691,0.0263846118514291,0.0287814367996763,0.0303800959926268,0.0250298138263943,0.0315449325764528,0.0369205189332685,0.0246770970776188,0.0385381822971142,0.0286823021019018,0.0230699122142036,0.0259464470657696,0.031897557269102,0.0252077465189373,0.0427441827871302,0.0433735931237233,0.0296526103995722,0.0300399089555516,0,0.0352161169286025,0.045441956635572,0.0223555160932695,0.0289870199671777,0.0246829764825322,0.0280491644230346,0.0339493499605843,0.0259684933611645,0.0244567770595005,0.0270532142245241,0.0337038798218912,0.0348199228746041,0.025763296510049,0.0393451391098462,0.0222599588812329,0.0241125409107841,0.0264314229364799,0.0240917072068543,0.0260476020025291,0.0261720721854811,0.0283243738127555,0.0270239983252117,0.0268585302246918,0.0262588768496092,0.0263911256567174,0.0386643831866381,0.0371633938855154,0.0350604318687097,0.0279610615705669,0.0237139949285816,0.0325002222907048,0.0255627967365577,0.0237019628893049,0.0360585009701943,0.0303181514777598,0.0243686423239542,0.0251999245500571,0.0261452826441284,0.025130091767719,0.0270305716758109,0.0575248459337257,0.055938312716964,0.0671680959223305,0.0742708260766704,0.0523274779431974,0.024326519056859,0.039349770017968,0.0374323767789575,0.0525616701801572,0.0276548341983594,0.0678911411433456,0.0469541180776337,0.0235335613166979,0.0352701120593739,0.0378004179048506,0.044916215384842,0.0802147283678744,0.0269747330297378,0.0463854172175495,0.0637925600658896,0.0376826694331748,0.0428736297165778,0.0351572001929411,0.0313913541959857,0.0322113847651882,0.0415573110614181,0.0239093584843286,0.0465845302762672,0.0884823082673926,0.0327184401223106,0.0405789025820653,0.0405825717625685
"SNORA18",0.0836758494578088,0.226805269661085,0.0775290496108188,0.103048373014063,0.0600291709419731,0.222704610179715,0.0394736752381928,0.0296975659439189,0.0340742042773341,0.0411521100379983,0.0346693683101922,0.0375504850734464,0.0384540074132268,0.0343416172348693,0.0407259858856144,0.0485858902148042,0.0326362544084605,0.0477319286090054,0.0364518621471962,0.0296776467163894,0.0333301612164796,0.0420525678372544,0.0316704795650428,0.0565226900035234,0.0559976536535548,0.0395002525791331,0.0384989767931168,0.0352161169286025,0,0.0585256708751229,0.0288626886232351,0.0366799562805622,0.0319355672321158,0.0362305948356159,0.043044850706552,0.034125825328128,0.0306513122871517,0.0330751691030656,0.0428191252725388,0.0461976683477899,0.0323098323964521,0.0500404613984443,0.0291689256487678,0.0293310615615968,0.0366853546763546,0.0312530910951537,0.0338203553418586,0.0343945617826508,0.035829098155066,0.0347433955780795,0.03286843432286,0.0331083853458047,0.032966513361284,0.0507479893568035,0.0491323156213299,0.048596961828784,0.0367762154418449,0.0311691250241943,0.0456431510921282,0.0328158765316822,0.029235189584217,0.0453395122582568,0.0385359542450082,0.0310264485333172,0.0321385217395361,0.0323954370407635,0.0332213952345387,0.03510932806006,0.0709632339635921,0.0743261781096818,0.0864015565197838,0.0938134817704935,0.0671912637796786,0.0318562557421534,0.0504431870610455,0.0481990950225447,0.0702356470634349,0.0368300454081659,0.0902321261747719,0.0622281746310416,0.032672640081312,0.0448959429937165,0.0488992914053188,0.0577130119266985,0.106026321882676,0.0337135190785426,0.0622918092455074,0.0810319985898916,0.0494718936777873,0.0539539114878299,0.0430622439992813,0.0400438638734361,0.0398381731375326,0.0545270368488288,0.0309423177361833,0.0585126678072551,0.12230617398913,0.0427872149819184,0.0555448181816796,0.0529528771292224
"REP15",0.106787201702441,0.312263091086062,0.105746477239616,0.138070340502065,0.0824996572093539,0.29303446983483,0.0520906325492313,0.0409698232656428,0.0452833839004098,0.0557393945685583,0.0451785603953218,0.0497951628210969,0.0520637441909975,0.0436887327699452,0.0533473693690373,0.0637378308986202,0.0434981077070033,0.0646882409344114,0.0495125740685211,0.039848975808587,0.0457686651612546,0.057438452295539,0.0453711623508791,0.0748816411050298,0.0759156797900237,0.0543702485190244,0.0502619158630036,0.045441956635572,0.0585256708751229,0,0.0389439107248462,0.050019963144586,0.0434617432510255,0.0498408695574197,0.0580482964874216,0.0460982695284536,0.041758151978889,0.0463764749492365,0.0597655488176692,0.0599479218761005,0.046073110100379,0.0652423427768667,0.0389565270071461,0.0414862262085678,0.0494467370404531,0.0412963969585958,0.0439465071498783,0.0456052700271698,0.0503609104001578,0.0468071680485889,0.0463595110214145,0.044624411180767,0.0473529080008187,0.0653252164159171,0.0643598935999713,0.0613269396676082,0.046715187228881,0.0400171450363014,0.0559489873627938,0.0446160826647576,0.0416140091545239,0.0600762455486295,0.0525877212814462,0.0418802612983644,0.0430136234789298,0.0441254175482116,0.0440144492065791,0.0470030331122048,0.0953026812827243,0.101094429326837,0.114908428374125,0.125411204790966,0.0898280421414545,0.0434922249689118,0.0673766513092806,0.064614741700662,0.0919576881252665,0.0473760032098701,0.124537768161331,0.0822503836031564,0.0405541296979641,0.0575625629044124,0.0626722609762771,0.0772434004038535,0.144879534684315,0.0460676572923392,0.0820476812574934,0.112880287050179,0.066051800539239,0.0738511371169614,0.0588609632662788,0.0543027000583391,0.0551162770796868,0.0701810438760574,0.0414361033164886,0.0816199568161066,0.160067922713665,0.0583579686601604,0.06911544170738,0.0709443677735132
"IQCG",0.0548091303916689,0.147339318048289,0.0523615845855156,0.0681226558753385,0.0402115209269281,0.149579218116601,0.0253666613000069,0.0198440791890173,0.0237238238256656,0.0278528045468564,0.0222137841447729,0.0259544573758633,0.0266643291695277,0.0215662530639158,0.0264622490716823,0.03194652794284,0.0212209040054559,0.0312335189574815,0.0253594508792821,0.0197913229744473,0.0224228637650584,0.0278782757994072,0.0221112824870355,0.0377569779046062,0.0388051759548678,0.026261866019162,0.0262166600603943,0.0223555160932695,0.0288626886232351,0.0389439107248462,0,0.0248587069103413,0.0211789030752235,0.0236371871594719,0.0281723584643284,0.0218389851603216,0.0211830915039181,0.0227649342558658,0.0293950829362035,0.0306294427220615,0.0225669752723884,0.0332683972412393,0.0201275375896266,0.0202633516940105,0.0245750175509647,0.0204529147318436,0.0227878347718119,0.0230510613364403,0.0235553363389996,0.0229733919671446,0.0242584738094607,0.0224020519721987,0.0232370135040502,0.0327651688937713,0.0326174825541514,0.0301191736037517,0.0240782107684477,0.0194574172272502,0.0278158582537056,0.0220235084624177,0.0201750595042946,0.0297052686018252,0.0245031521100452,0.0209776363094191,0.0206520480823322,0.0212139381012394,0.0216646093595787,0.0224758220794335,0.0495804502477195,0.0477676896737825,0.0569164420759461,0.0616565205358996,0.045013314250754,0.0212627424632481,0.0330179534550197,0.0323201109286286,0.046500512225199,0.0241736768084889,0.0604987101758016,0.0402563880695088,0.0207847327535565,0.0296617344948593,0.0316438729853927,0.0378252092466132,0.0679463868437234,0.0226654357172754,0.0398305535046391,0.0552087761950285,0.0325467407742015,0.036878545029969,0.0297186328549563,0.0270524679694584,0.0268627291100594,0.0356146341611463,0.0203898337222632,0.0394185210017981,0.0802149098002677,0.0295494562678651,0.0340197592680981,0.0353344765811948
"MIR1914",0.0698395822753301,0.18479713712259,0.0658907031378158,0.0911479430514131,0.0522199836795416,0.188335299534824,0.0334049807021196,0.0259095042604317,0.0292663624349629,0.0343563977525782,0.0284212186250574,0.032438580811052,0.0330733114832088,0.0281730875523763,0.0333407624684684,0.0407810292829191,0.028372664958542,0.0409076569772695,0.0322673877238088,0.0251572001704534,0.0280654239349615,0.0358031066989509,0.0280520564705723,0.0478607998402142,0.0461545719513862,0.033576888116916,0.0337597831870442,0.0289870199671777,0.0366799562805622,0.050019963144586,0.0248587069103413,0,0.0271190412969009,0.0305770627263591,0.0350629328877425,0.0283781638654762,0.0269123327357067,0.0294289439237936,0.0371707085700125,0.040191581806175,0.0280743462200126,0.0417125928874431,0.0243294192993334,0.0249737665074019,0.0321006933700051,0.0267304559436449,0.0277806503778219,0.0297757553282427,0.0301151807247926,0.0296088519216864,0.0286813746754618,0.0282498767207402,0.0291939558858265,0.0423265164500508,0.0409673194991544,0.0388464356300984,0.0304205584993332,0.0259842904522825,0.0363358973447706,0.0284452535359404,0.0262538111893672,0.0374549840759965,0.0320036589940132,0.0270655170187437,0.027095636608116,0.0279334625865495,0.0273429175882099,0.030678052517187,0.0605011894531498,0.0623568284031627,0.0704927059514635,0.0817718461266059,0.0560117281819144,0.0280089682627452,0.0444498444073966,0.0402935154191063,0.0598258462717814,0.0305877536331869,0.0793300562001693,0.051403823692001,0.0254283394555307,0.0380137862759738,0.0399804286068405,0.0509346716352712,0.0880460793021838,0.0285246603057171,0.050761343243098,0.0702886603876621,0.0417540741241511,0.046166689378011,0.0374785391882955,0.0343178656437655,0.0342498821252039,0.0468423066230838,0.0256758846735157,0.0520964798096088,0.0990355088807978,0.0368781256652159,0.0442494157258114,0.0438641496497172
"IAPP",0.0592950279191363,0.166753596768768,0.0570264839935581,0.0746833967191277,0.0455829892040117,0.161893396369502,0.0287797436865083,0.022252668632388,0.0261034056971006,0.029769914216918,0.0254514372272731,0.0274308442336886,0.0291151646484933,0.023949121257387,0.0296176378283267,0.0349513546116087,0.0242728264285724,0.0345126866764902,0.0273666854602918,0.0213565585925007,0.0242938762846018,0.0304942970490249,0.0244356769461488,0.0418568922662691,0.0422511931419733,0.0299134789427093,0.0287287216743415,0.0246829764825322,0.0319355672321158,0.0434617432510255,0.0211789030752235,0.0271190412969009,0,0.0282337426688876,0.0312157439205785,0.024191966380454,0.0234202484485834,0.0251513046819731,0.0324430508672588,0.0331941102347698,0.0250555723862487,0.0355351958231648,0.021680747642714,0.0223595065834389,0.0274285147503709,0.0223008244680705,0.0243398471872442,0.0247177311571614,0.0258437749381116,0.0260469102278099,0.024222300524366,0.0243802129489179,0.0249204597390966,0.036860672993555,0.0347110598762653,0.0332674514399412,0.0269688445470433,0.0217362657806492,0.0315299531916862,0.0244151061379647,0.0228355715689756,0.0336114982241285,0.0275574598423652,0.0224679544336921,0.0231258806734712,0.0233292780487371,0.0248614916391969,0.0264516710480819,0.0524783445241797,0.0529923861144454,0.0608097567779695,0.0698055693664134,0.0487729953132437,0.0237684804838258,0.0374889320675819,0.0367586286875342,0.0512449626966884,0.0260741864030339,0.0660423866459268,0.0440468378457651,0.0223259029165971,0.0317089803432831,0.0340925167767587,0.0422220375603047,0.0768905598370468,0.0249779688258964,0.0437915516025087,0.0598598105831066,0.0361865816312705,0.0391977041628442,0.0328854369555343,0.0293003317528926,0.0298151404876821,0.0380094558572065,0.0224422688356598,0.0431710946696389,0.0852788507546938,0.0320578718578785,0.0390746350041988,0.0393303184034617
"LOC100130331",0.066920934085055,0.18905211710794,0.0634884796780735,0.0846801092805182,0.0512195119158827,0.177335036317329,0.0318868644504291,0.0248487036591356,0.0277085080496659,0.0324027641667431,0.0276409765525444,0.0301837859635366,0.033055334364581,0.0277117175248185,0.0338524238446555,0.0402766633395891,0.0267587770744072,0.0392202742463266,0.0298404538679227,0.0241789932523769,0.0284757422112197,0.035217532581287,0.0273280703048927,0.0455959293582522,0.0460911008390327,0.0327431903382949,0.0320305582148703,0.0280491644230346,0.0362305948356159,0.0498408695574197,0.0236371871594719,0.0305770627263591,0.0282337426688876,0,0.0359442574628744,0.0280417973852978,0.0245308814257909,0.0276609432515098,0.0365819463666381,0.0388110350782301,0.0290692282934962,0.0397220386511347,0.0234935511960655,0.0252725828615535,0.030388486830916,0.025995498072905,0.0267545390694811,0.0282367780476392,0.0304444742025255,0.029090760026241,0.0278724656585181,0.0274350968852856,0.0278908601080276,0.0415528468661646,0.0392763282529458,0.037034459185114,0.0301941148100212,0.0252933138809743,0.0367949721386324,0.0269103414152617,0.0254772422455931,0.0367863105632643,0.030495190051354,0.0262710718924479,0.0261567705516387,0.0266262869880219,0.0274714416630036,0.0295450218910636,0.0614009524519418,0.061750156730775,0.069748790996158,0.0777108477281611,0.0566042436641842,0.0275305874858237,0.0410642785305652,0.0407704576305742,0.0598080167477856,0.0294638795551326,0.0724165227860584,0.0505261426261325,0.0245022599401099,0.0360257413287322,0.0379896560468417,0.0475184821212954,0.0883693648295479,0.02821415831447,0.0498387904066446,0.0662881289806073,0.0395138203194692,0.0448549370361375,0.0368815989074948,0.0334433444962057,0.0338633012561596,0.0430102234858494,0.0255630554089751,0.0483580804241396,0.0984421958752982,0.0359186783777581,0.0426844349620986,0.0432711662871493
"LOC100132215",0.077896140590747,0.227479311434848,0.0737359285159368,0.0995616522583236,0.0609818767305985,0.216292905690463,0.0385358376451222,0.0292393223117643,0.0332888208295985,0.0391493386091799,0.0327365126004092,0.0349672662286139,0.0390141775337035,0.0319279098590281,0.0392732253557988,0.0456268311600007,0.0315808216559689,0.0459881391305541,0.0374503231373486,0.0285395236547861,0.0324994391136456,0.0412442511381677,0.032381200133196,0.055607307936307,0.0559208637042324,0.03745624098731,0.038242170780855,0.0339493499605843,0.043044850706552,0.0580482964874216,0.0281723584643284,0.0350629328877425,0.0312157439205785,0.0359442574628744,0,0.0335254796788044,0.0308168592323198,0.0335387278772157,0.0427705575656004,0.0449117146446251,0.0339868871347788,0.0466333745016615,0.0288182607584789,0.0293366294983325,0.0358664125873122,0.031323671116268,0.032365741391898,0.0335775044949691,0.0340963188222282,0.0346633308295791,0.0327626065501166,0.0325566322561962,0.0344205524131869,0.0479712194220183,0.0474534374592867,0.045865913167835,0.0359237080768052,0.0299968158548661,0.0418527502444386,0.0321031368212482,0.0293351578229411,0.0442841776515026,0.036373740533155,0.030808190660597,0.0306349083087797,0.0319429987809223,0.0315095169125621,0.0342675789682198,0.0704614847589909,0.0722749697872102,0.0848776029269614,0.08897304629392,0.0658030007694519,0.0307802437270984,0.0485520133576067,0.0475293352057261,0.0679269749538503,0.0362963852250834,0.0906090474109102,0.0583845628777138,0.028786465217026,0.0436303219806209,0.0459847221743881,0.0563671852740128,0.103430441662556,0.0339307447730839,0.0615879294007183,0.0807282802997688,0.0487679083198636,0.0529819909912788,0.0421794800833407,0.0397660453371572,0.0397181733666943,0.0526173435761291,0.0297314889482937,0.058504217878385,0.116267011686283,0.0443522195922122,0.0495965129109836,0.0514707592674773
"MIR135B",0.0606605357312689,0.168461744153658,0.0582041145109466,0.0832977933252935,0.0486390164479536,0.171383459913415,0.0287917104262461,0.0228911356687005,0.026014235054688,0.0308136521991654,0.0257930814898272,0.0276666211772029,0.0303980364630348,0.0267624721312095,0.031473390984357,0.0361423109811106,0.0243923083232349,0.0371637800869892,0.0282431873662384,0.0231816030428792,0.0263068389202037,0.0338415144797673,0.024751586273297,0.0431862404587911,0.0435591856342379,0.0307200188858779,0.0293057868774609,0.0259684933611645,0.034125825328128,0.0460982695284536,0.0218389851603216,0.0283781638654762,0.024191966380454,0.0280417973852978,0.0335254796788044,0,0.0234265642808466,0.0261194003967258,0.0334041125543441,0.0346928595355667,0.0260558348362275,0.0377512890675884,0.02254470452701,0.0238318051318793,0.0282078633689884,0.0243065948825321,0.024862867146705,0.0251159996751014,0.0266268304499021,0.026869390806008,0.0263500121776448,0.0262854509036039,0.0258272601572744,0.038912298009382,0.0367767015831522,0.036062106716453,0.0275669072778021,0.0237041876259842,0.0324025755092344,0.0256585427637389,0.0231008784825562,0.0338275060000863,0.0288110205983404,0.0239312429619256,0.0245907167138873,0.0252667889644549,0.0244826856159343,0.0271186538060521,0.0534831474832669,0.057355744993795,0.0623266347279756,0.0743785039572658,0.052938819198639,0.024379229873597,0.0386778100597315,0.0387999950673161,0.0537576464582196,0.0272732494126358,0.0709863852823908,0.0471613156364922,0.0230439642703958,0.0331418925953548,0.0364295050813028,0.0443555399071741,0.0807409157374223,0.0266920066591042,0.0473311503655563,0.0637294426700947,0.0372698759080132,0.0419589137449706,0.0346119757156074,0.0322716931022804,0.0316909994086954,0.0422929952370528,0.0223948759905584,0.0457176283355192,0.0891928872273314,0.0340074653901083,0.0394126255018728,0.0398299483046331
"NEURL2",0.0577643327052775,0.159907291045598,0.0532398792026008,0.0749080111495937,0.0433734136226658,0.160601073082798,0.0282514300229454,0.0210282689276159,0.0241635867280502,0.0280880031671941,0.0238590473834613,0.0266568025805473,0.0281269211442082,0.0237668320149683,0.0285409852705289,0.0337312716739172,0.0229732193048243,0.0325379434916294,0.0261661914951606,0.0214592198088868,0.0243005459199998,0.0295581250911388,0.0240230719161904,0.041781269311004,0.0374007262327575,0.0286705261258633,0.027450905005677,0.0244567770595005,0.0306513122871517,0.041758151978889,0.0211830915039181,0.0269123327357067,0.0234202484485834,0.0245308814257909,0.0308168592323198,0.0234265642808466,0,0.0246121467094513,0.0318512407158788,0.0316180564277103,0.0241819012082987,0.0351421082500681,0.020614641428825,0.021909213200547,0.0268522020987053,0.0225952094107593,0.0237238411594564,0.0248052713945039,0.0258043355523281,0.0243783960256405,0.0243082621350933,0.0236901385464933,0.0247424113275412,0.0366111444209353,0.0348423567717234,0.0327628516284697,0.0251983666627227,0.0217787947673285,0.0302107944244126,0.0235096894251215,0.0220101189142796,0.03196194714959,0.0274120784936929,0.0221202398646055,0.0223754339146271,0.0235948658651093,0.0229559167776398,0.0251726901724396,0.0511114806657668,0.0529817123878416,0.0602658619946951,0.0692192774389479,0.0485805258346399,0.0231231281748226,0.0359411956524768,0.0352178724780169,0.0495421379004472,0.0255894138600977,0.06456244791995,0.0418238836268336,0.0220965712217737,0.030761341557727,0.03423561876308,0.0406735557326387,0.0724944186804391,0.0246624999752816,0.0437876355709151,0.0566307315596441,0.0355032031026446,0.0395836805793369,0.0312739010576378,0.0282009601869456,0.029143523613077,0.0389535442477073,0.0222322759582288,0.0420207551078893,0.083343933762695,0.0303944580110085,0.0382579079387773,0.0360816408147898
"FUT4",0.0651041549850802,0.172957351252999,0.0609179384003261,0.0822273995955051,0.0494376894811777,0.177546408584875,0.0319446417635816,0.0239287043233324,0.0267788387370236,0.0302243743699979,0.0258513888139972,0.0277444463981344,0.0307850045850037,0.0258995624471631,0.0312068547274397,0.0365104186725839,0.0258275083298199,0.0369148083782842,0.0298441788359988,0.0231786845448075,0.0283570070041706,0.0331761844352768,0.0263504407295333,0.0453825133613856,0.0436283035659208,0.0316166833469912,0.0314726082361514,0.0270532142245241,0.0330751691030656,0.0463764749492365,0.0227649342558658,0.0294289439237936,0.0251513046819731,0.0276609432515098,0.0335387278772157,0.0261194003967258,0.0246121467094513,0,0.0347680179194955,0.0363735077288597,0.027211556981439,0.0392766722273125,0.0233342937820372,0.0241815269585027,0.0282279423476187,0.0251748350925905,0.0264536194852855,0.0266448932144781,0.0276231894317058,0.0281423699465833,0.0268957473734757,0.0258544009727966,0.0277120000655335,0.0400013461126064,0.0388080063220656,0.035846802379029,0.0294495801681126,0.0245711043168827,0.0340747038767519,0.0261265325142726,0.023729637359034,0.0364968557879282,0.0298200103868912,0.0251337863429966,0.0250867774443137,0.0253957161848053,0.0254586321867352,0.0287206630784053,0.0557146546155735,0.0569910331193309,0.0677599722538048,0.0728218689737863,0.0545188459483673,0.0250391256595939,0.0409669655518948,0.0391231490830636,0.0543058204474943,0.0287637479978643,0.0721307934259171,0.0463712800518825,0.0242546093228715,0.0344513288015712,0.036715315669805,0.0459759607137122,0.0799627957389562,0.0263917026143047,0.0461249364567877,0.0642219643685134,0.037619980897622,0.0441863124339637,0.0348025224802617,0.0319724749712205,0.0311943734653875,0.0409818887012067,0.0246340391258552,0.0463839349682273,0.0962473476121197,0.0353604882457596,0.0420771973598206,0.0425725646669901
"SCARNA6",0.0809481831865748,0.224693018113469,0.0750826277895308,0.10233394593783,0.0647943828998311,0.227869032565522,0.0394582505818647,0.0298023298878606,0.0350763887381029,0.0424488441361641,0.0337529611883895,0.0368890650787269,0.0398417885200262,0.0320787911243852,0.040868037679041,0.0481667012015312,0.0327035178109203,0.0461501144063965,0.0372625720458982,0.0306249314009275,0.0347098951888978,0.0430170033338871,0.0333408294976229,0.0566930890272895,0.0574674118944936,0.0393690022649975,0.038995758538209,0.0337038798218912,0.0428191252725388,0.0597655488176692,0.0293950829362035,0.0371707085700125,0.0324430508672588,0.0365819463666381,0.0427705575656004,0.0334041125543441,0.0318512407158788,0.0347680179194955,0,0.0466580401242383,0.0342290749771253,0.0506077171959252,0.0295732876425974,0.0306888671088749,0.0367688376662837,0.0324360571777362,0.0330556693008473,0.0342254557414941,0.0356082990747983,0.0344446278925699,0.0339775336912153,0.0340555689809166,0.0346124570028429,0.049518014471939,0.0475574143080611,0.0472316618241687,0.0365300629198173,0.0308108000195609,0.0418950077953508,0.0333211668274619,0.0297202507569595,0.0459241645545721,0.0388502049753512,0.0311026599502145,0.0326644345022376,0.0335538128731735,0.0325006781044923,0.0361154034162959,0.0718781134182271,0.0735737882811544,0.0871077437482561,0.09914350469151,0.0671392968726233,0.0323649653752856,0.0513613764882417,0.0501908603566077,0.0698154835409086,0.035721836942189,0.0911208075344688,0.0602452310337192,0.0308213044110804,0.0437571420352685,0.0472314943884659,0.0588300258295369,0.10662000643092,0.0351201214961745,0.0610104042771489,0.0783816184165671,0.0485368171589357,0.0557435668056986,0.0444536536727705,0.0422183563741441,0.0411487724961743,0.0531795007190489,0.0297187692454692,0.0617946259100095,0.119537289477957,0.0449186376034019,0.0528368281817296,0.0514446575208615
"KIAA0196",0.0866815166138431,0.223761339223621,0.0851457383621517,0.109924730454835,0.0648351757233019,0.240726900313357,0.0413652534796313,0.0311611024555472,0.0373160037053377,0.0425755682779623,0.0348205621817896,0.038687906572734,0.0422275642320919,0.0349214461358997,0.0425956658021739,0.0502120854487497,0.0332921243385852,0.0476898253138596,0.0384299692082633,0.0300942148348275,0.0351420754325236,0.0451678039375045,0.0346918230515699,0.0603482871752601,0.0580899540534154,0.0408433146086664,0.0410847200595636,0.0348199228746041,0.0461976683477899,0.0599479218761005,0.0306294427220615,0.040191581806175,0.0331941102347698,0.0388110350782301,0.0449117146446251,0.0346928595355667,0.0316180564277103,0.0363735077288597,0.0466580401242383,0,0.0350393947664739,0.0524179746314796,0.0310660425852221,0.0310551797744544,0.0378348741914209,0.0340113392941621,0.0350614006847727,0.0358367595480881,0.0377048229081292,0.0363920894499338,0.0354082419252634,0.0359465679392836,0.0356740210546246,0.0517149381122987,0.0509031267189021,0.0486728143257557,0.0383020640397441,0.0328784547976323,0.0463680151752063,0.0339688759204832,0.0314635656808736,0.0480916472648948,0.0397842841379084,0.0320240279584809,0.0328459201490523,0.0357099400035552,0.0349188112733132,0.036556483706187,0.0772955751944597,0.0753903160677303,0.0878294007950692,0.103982641526191,0.0693680394272865,0.0344323683177729,0.0532751555350181,0.051487957844044,0.0758466880417336,0.0372609120588529,0.0947688926132524,0.0630388159725961,0.0315133467172408,0.0435293784092692,0.0503498092135041,0.0631040204573417,0.106510527963247,0.0360533679703434,0.0633082264922195,0.0861350073281681,0.0511851000430388,0.0572170012169879,0.0458071883609747,0.0430449717360191,0.042938966138543,0.0564675001635052,0.0313566763179665,0.0608689287232017,0.12651152353101,0.0446229407298143,0.0535977146661395,0.0559592340062171
