"","X1.oleoyl.2.docosahexaenoyl.GPC..18.1.22.6..","X1.palmitoyl.2.stearoyl.GPC..16.0.18.0.","X3.acetylphenol.sulfate","X3.hydroxycotinine.glucuronide","X4.acetamidophenol","X4.methylbenzenesulfonate","X5.acetylamino.6.amino.3.methyluracil","X5.acetylamino.6.formylamino.3.methyluracil","X5.hydroxyhexanoate","X5.hydroxyindole.sulfate","androstenediol..3beta.17beta..monosulfate..2.","androsterone.glucuronide","aspartate","beta.sitosterol","citrulline","diacylglycerol..14.0.18.1..16.0.16.1...1..","dodecenedioate..C12.1.DC..","gulonate.","N4.acetylcytidine","N.acetylputrescine","N.formylmethionine","N.methylpipecolate","octadecanedioylcarnitine..C18.DC..","oleoyl.arachidonoyl.glycerol..18.1.20.4...2..","palmitoyl.arachidonoyl.glycerol..16.0.20.4...1..","p.cresol.glucuronide.","phenylacetate","phenylacetylglutamate","X...12212...retired.for.4.allylcatechol.sulfate","X...12216","X...12812","X...13553","X...13728","X...16580","X...17327...retired.for.glutamine.conjugate.of.C7H12O2.","X...17335","X...18888","X...21735...retired.for.tetradecadienedioate..C14.2.DC..","X...24748","Sclerostin","Cystatin.C","Growth.differentiation.factor.11.8","C.C.motif.chemokine.14","von.Willebrand.factor","Hyaluronan.and.proteoglycan.link.protein.1","Biglycan","Alanine.aminotransferase.1","Carbonic.anhydrase.3","Ephrin.type.A.receptor.5","Cofilin.1","Proteasome.subunit.alpha.type.2","Elafin","ASGR1","IGFBP.2","FBLN3"
"N.formylmethionine",0.027245196722233,0.0169925994620277,0.0232451735076564,0.0265105921178012,0.0207377664334423,0.0125163976402308,0.0260595643196449,0.0153015274991069,0.0284839518342816,0.0132353637022205,0.0292347601548322,0.0412721780557983,0.0250737806844698,0.0282939908118315,0.0157249821606716,0.0115200161181457,0.0283982133579544,0.0147890536487004,0.0297805390178248,0.0251179295928847,0,0.0150044969978367,0.0107942661304753,0.0123409326578679,0.0159612698359942,0.0166703171459663,0.0142229329127681,0.0190884352834827,0.0260222054316467,0.0212074110705336,0.0274449367245108,0.0211037709001942,0.0240841157326393,0.0314704516883947,0.0282386739246017,0.0306408159693723,0.0253374554614567,0.0176451371754405,0.0303913265153451,0.00571551526536046,0.0104038541971372,0.0148182596717318,0.00622291574427013,0.0148819478309125,0.0312369212783416,0.0250976917227492,0.0243023609463045,0.0145615309640712,0.0326231625516528,0.0270543886610552,0.028943550731147,0.00194140367449676,0.0279475134280603,0.028603957357506,0.00351628277624228
"N.methylpipecolate",0.0163286306790333,0.00983362707335397,0.0136324725431686,0.0170142113685333,0.0124392423526726,0.00815453912694489,0.0153681026164942,0.00974858647293628,0.0177273741742295,0.00737863439654123,0.0211042111366419,0.0276651763669532,0.0137411205596663,0.0172028198642987,0.00918866610252574,0.00684477256067008,0.017431529032369,0.00933047503288726,0.0170025338809337,0.0155198837773709,0.0150044969978367,0,0.00686556292719251,0.00828065421888325,0.0111935672858429,0.0102839790236854,0.00858134319019203,0.0110087386752522,0.0186042818987612,0.0128834882625014,0.0175772325384591,0.0136173927297127,0.0138755127016471,0.0169894067784558,0.0177128733139107,0.0167769800069114,0.0147049377097715,0.0117716588977287,0.019036645734093,0.00377256273542661,0.00625515093023202,0.00860636462506558,0.00466029668593234,0.00970499349181066,0.0189083271024187,0.0189624466044303,0.0163661921074392,0.0102261729047974,0.0182218103657161,0.014394182248251,0.0175330867575474,0.00129178428270574,0.0153970515970601,0.0184953314334745,0.00255236853117923
"octadecanedioylcarnitine..C18.DC..",0.0130423499611235,0.00854343294730162,0.011739355304973,0.0136049123872512,0.0105038838768955,0.00630866343065963,0.0114476820570527,0.00722317083494115,0.013393386283864,0.00634814447220676,0.0149875670627946,0.0236805633802616,0.0111978904827673,0.0140812518487731,0.00699699705100356,0.00445308111039936,0.0132767129068172,0.00732273283632317,0.0139964601999449,0.0121010003634575,0.0107942661304753,0.00686556292719251,0,0.00572452949583122,0.00742808071333984,0.00978000270496265,0.00745296670458924,0.00875774472061131,0.0129041873448912,0.00986593181697901,0.0143214695953477,0.0100799437883401,0.0107954528250005,0.0147499562559594,0.0135095393367222,0.0137317182778494,0.0123828391658111,0.00882956057681646,0.0153295640990811,0.00361415937072729,0.00568804975066468,0.00722147540974475,0.00404887385984794,0.00711700250856727,0.0144897395400216,0.0141882657431575,0.0127703351001911,0.006566973370892,0.013226965498416,0.0135549136625796,0.013967253163239,0.000905560215447607,0.0134517423745557,0.0147836223516911,0.00206686019278011
"oleoyl.arachidonoyl.glycerol..18.1.20.4...2..",0.0141039985982912,0.0137059023364481,0.0131241431383333,0.012443686175969,0.0136587555338334,0.0153633153647769,0.0136272631707706,0.0119578184227427,0.019461588872443,0.00994896405947259,0.0326384963635641,0.0287965270917941,0.0169938117864962,0.0149338643106188,0.00682227718387214,0.0181550239142617,0.0198896047472669,0.00956281961928859,0.0156424633390818,0.0112749364515638,0.0123409326578679,0.00828065421888325,0.00572452949583122,0,0.0195113294100905,0.00849638979217668,0.00859289753433365,0.0103026083736359,0.038597663631488,0.00957925487317251,0.0357653346741509,0.0101207029440038,0.00982263791908258,0.0143462383698574,0.0162510061305544,0.0159669980841069,0.0148037384678729,0.0091762183354858,0.0208484459377258,0.00329667643785054,0.00574289928545861,0.0110277661520377,0.00368687968001428,0.00975063033800281,0.015115418296265,0.0144824787708002,0.0146969559512565,0.0108699192034418,0.0144290960187578,0.0133942771983556,0.0160255842761422,0.00104489537498941,0.0132687609246935,0.0171095218021804,0.00228275920434282
"palmitoyl.arachidonoyl.glycerol..16.0.20.4...1..",0.0161895076505086,0.0165801741920168,0.017331020906954,0.0172580806110539,0.0140118165927306,0.0160044688583533,0.0155575451974048,0.0141815747247086,0.0216967308992179,0.00951342706177955,0.0318507110618971,0.0348932238461249,0.0189244628435968,0.0205713022817282,0.00940393162637439,0.017368906868466,0.0210067947985263,0.0116025533377011,0.0193311349134701,0.0159276675815273,0.0159612698359942,0.0111935672858429,0.00742808071333984,0.0195113294100905,0,0.0106931040034094,0.0108252478164458,0.0140046348958614,0.0417197762476477,0.0145148970687797,0.0349333638030012,0.01511808992028,0.0161986250598081,0.0201998195314173,0.0191219676640118,0.0233368864745154,0.0148156302288281,0.014312181517236,0.0288477249420574,0.00433780880568746,0.00662598673109443,0.0139004675441488,0.00466038626748868,0.0121381790350867,0.0211614442785576,0.0226244684314129,0.0157930594089846,0.011780512711164,0.0207866238255073,0.0161041805059653,0.019995716097167,0.00125109168471631,0.018977714304044,0.0238352744373519,0.00251889491115879
"p.cresol.glucuronide.",0.0207452463543847,0.0152027168843202,0.0181805403069702,0.0208367948177896,0.0157261013797233,0.00799947279443632,0.0184858161450689,0.0125356263976331,0.018960761208174,0.0110585102984458,0.0232658293657009,0.0309025310784665,0.0175025254591202,0.0216146655512989,0.0111879186504465,0.00778705309663483,0.0230159856181448,0.010238442164429,0.0207288681835461,0.0192033017393226,0.0166703171459663,0.0102839790236854,0.00978000270496265,0.00849638979217668,0.0106931040034094,0,0.0126314323411724,0.0141734157499825,0.0199732923925178,0.0157438217699218,0.0171986989374177,0.0148317635501714,0.0184635283352723,0.0221401914090195,0.0190113539167741,0.0208183315820796,0.0195057665233812,0.0119839637033942,0.0250698410056045,0.00501014926204761,0.00798745069495035,0.0109705184150909,0.00568148126395865,0.0108442499388381,0.022950651244379,0.0223846171914491,0.0198931481641341,0.0117076131526031,0.0234250728044594,0.0192922809960687,0.0214730726630612,0.00147535763753641,0.0203608969709937,0.0227338687503512,0.00265159582819045
"phenylacetate",0.0205779576672211,0.0141795819049637,0.0188144325454583,0.0182387901649437,0.0155434119220492,0.00781684200323081,0.0169108966119181,0.011538023309845,0.0216069931597693,0.00908523150296046,0.0237225791715781,0.0300724622027614,0.0179060907406092,0.0204927934370438,0.00986922919910054,0.00682416121737355,0.0199639840412323,0.0101263095911981,0.0182284254747475,0.0171085239512779,0.0142229329127681,0.00858134319019203,0.00745296670458924,0.00859289753433365,0.0108252478164458,0.0126314323411724,0,0.0132830729225088,0.0210612527043137,0.0138605136946791,0.0192109751573177,0.0146788120432668,0.0168626100584575,0.021297679516393,0.0175498166651316,0.0198969971880368,0.0182114673558616,0.0117882135914705,0.0237779909072358,0.00437213830367015,0.00695729080378005,0.0100908728436123,0.00523062592171363,0.0103169169405075,0.0212437207062933,0.0220946775179839,0.0178169180787474,0.0106265620983808,0.0219721369951807,0.0187685972017697,0.0223541244642248,0.00138366940958565,0.0190304061486153,0.0197739353010432,0.00278203680324998
"phenylacetylglutamate",0.0248949917636966,0.0154853512508099,0.0198976800786986,0.0208365406325213,0.0170124218308521,0.00961485801339643,0.0212374638149229,0.0131202395404184,0.0228608886745613,0.0111949728363309,0.0270039123015016,0.0353567799206388,0.0199703413594023,0.0252875296383909,0.0121122117648477,0.00947847478176935,0.0248911959606355,0.0118404350273557,0.0222806694415421,0.019530258710668,0.0190884352834827,0.0110087386752522,0.00875774472061131,0.0103026083736359,0.0140046348958614,0.0141734157499825,0.0132830729225088,0,0.0249796769958173,0.0169851699287307,0.0186133828848616,0.017169307527804,0.0208988561804322,0.024898242713123,0.0210490254878931,0.0270382225664743,0.0211179817742172,0.012785699906487,0.0241908704236181,0.00573491307587474,0.00841506255760397,0.0102412216961676,0.00545639111578675,0.0112203493713919,0.0241380697009423,0.027157620900527,0.0200640813064256,0.0120432722621507,0.0241581805885814,0.0236237670984928,0.0251217077775454,0.00157949528545023,0.020769951685291,0.022162234873531,0.00282961990017522
"X...12212...retired.for.4.allylcatechol.sulfate",0.0361967235060299,0.0365466306717166,0.0347255329051464,0.0365480055015382,0.0276683961289932,0.0283115569363704,0.0397935450841101,0.0240769913012493,0.0343450216913439,0.0189763520232027,0.0716102195716659,0.0911598679410014,0.0417742774357743,0.0370352617656595,0.0176485451559536,0.0296989555169991,0.0422446135514072,0.0180621860016491,0.038149299569604,0.0309764487676374,0.0260222054316467,0.0186042818987612,0.0129041873448912,0.038597663631488,0.0417197762476477,0.0199732923925178,0.0210612527043137,0.0249796769958173,0,0.0235328335272739,0.0948004667494839,0.0255474709952723,0.0338625306800196,0.0458494620032663,0.0400213901176403,0.0450369612032543,0.0296058257383997,0.0376277431694062,0.0608283041914218,0.00915637809465333,0.0155371887988623,0.0252542740915485,0.00875256471733926,0.0204966930624909,0.0446364183465213,0.0293436952521867,0.0323433291808704,0.0255313399203795,0.038907181231495,0.0268942747646586,0.050364517581356,0.00214598212088269,0.0428523759935863,0.0387921804208635,0.00546541238236674
"X...12216",0.0235605857319721,0.0180589736794257,0.0211091562852028,0.0225667083384205,0.0191540575485513,0.0109964283720163,0.0217532774789016,0.0142177081449672,0.0235102830427268,0.0116270874841721,0.0288093483069509,0.0394744615378842,0.0215847018028912,0.0260386920259648,0.011656106998175,0.0105526251223473,0.0273907320439432,0.013080080787366,0.0256537552802917,0.0210284122960676,0.0212074110705336,0.0128834882625014,0.00986593181697901,0.00957925487317251,0.0145148970687797,0.0157438217699218,0.0138605136946791,0.0169851699287307,0.0235328335272739,0,0.021797735431102,0.0192048023011382,0.0218582507026118,0.0254664496852293,0.0229147060607494,0.0271957505584625,0.0220804563003516,0.0145982119426863,0.0272130890202464,0.00598750043883912,0.00883960047269114,0.0117930010968832,0.00603957233115185,0.0124680237562176,0.0273168586916133,0.0277755891189258,0.0212109647684966,0.0133911145108387,0.0268892051892619,0.0242272843145017,0.0254236888438155,0.00155129367490411,0.0233935696859933,0.0261486103153013,0.00371054533170086
"X...12812",0.0335739771466304,0.0346230449415138,0.0300849156733836,0.0318405851938682,0.0214860543807125,0.038790028306123,0.030727749299398,0.0251122768533904,0.0443356869526344,0.016934803884788,0.0862214760648806,0.0717990503138719,0.0283880892562223,0.0400225728610169,0.0171720985955228,0.0230555956421932,0.0374788634527938,0.0207327443029363,0.0409949639694827,0.0283779041038899,0.0274449367245108,0.0175772325384591,0.0143214695953477,0.0357653346741509,0.0349333638030012,0.0171986989374177,0.0192109751573177,0.0186133828848616,0.0948004667494839,0.021797735431102,0,0.0279359009524338,0.0289432528965168,0.0327607566317082,0.0315010917607238,0.0436370569848413,0.0364003047518957,0.0359150410331507,0.0589970807653352,0.00457940547745165,0.0108053473367866,0.0358478773709803,0.00686747519229922,0.019251109784252,0.0446496156040433,0.0338771134056027,0.0278245421439333,0.0228442312525896,0.0381479383635939,0.025024819028564,0.0478333845193415,0.00246868729207226,0.0337553443738413,0.0393374464414313,0.00367403904215713
"X...13553",0.0240003796690461,0.0160968319970401,0.0224507888839841,0.0229660133892322,0.0192975044494919,0.0101093854926465,0.022916423995853,0.013933193922559,0.0253043125089682,0.0113936594374486,0.0285950594555022,0.0345286972645023,0.023472835234861,0.0272509244428409,0.0132988018897783,0.00915504486420269,0.0246417804564527,0.0142227103714004,0.0257089773381436,0.0230997491331896,0.0211037709001942,0.0136173927297127,0.0100799437883401,0.0101207029440038,0.01511808992028,0.0148317635501714,0.0146788120432668,0.017169307527804,0.0255474709952723,0.0192048023011382,0.0279359009524338,0,0.0216473143521006,0.0300830574882131,0.0236208020090523,0.0288059532698129,0.0226192051812916,0.0149170798883478,0.0294228892648477,0.00533647154471127,0.00815801867382605,0.0130964852308013,0.00611812892046906,0.0143685572905379,0.0261431957020765,0.027943816391557,0.0234241602144192,0.0138955171706689,0.0269648953798206,0.0245239955154653,0.0279494448693081,0.00177793181639929,0.024067385109796,0.0262864603456607,0.00337418929167278
"X...13728",0.0291901807843334,0.0227480826627913,0.0273210790188056,0.0292663671300645,0.0222219143009246,0.0129440199948364,0.0237448848355194,0.0162486716152736,0.0318565069386788,0.0148148023309248,0.0334044004866729,0.0426213626310987,0.0236709815047456,0.0315832370458545,0.0169663048638549,0.0118598563155617,0.0299185723816941,0.0155637586505911,0.028931946798415,0.0248658681831711,0.0240841157326393,0.0138755127016471,0.0107954528250005,0.00982263791908258,0.0161986250598081,0.0184635283352723,0.0168626100584575,0.0208988561804322,0.0338625306800196,0.0218582507026118,0.0289432528965168,0.0216473143521006,0,0.0348293262427784,0.0266223828828002,0.0310207487130509,0.0261173322231911,0.0213697261272181,0.0285208391851777,0.00531033571335874,0.00987829041792332,0.017766191253459,0.00755424723555732,0.0137017306224975,0.0309594348182973,0.0338453036597223,0.027627184653974,0.0157295256684384,0.0322668259022704,0.0283725967899696,0.0318939091532168,0.00223024987041449,0.0296580368648878,0.0311356816247294,0.0032381454746049
"X...16580",0.0369375741786532,0.0229791030307284,0.0338473863483491,0.0355232569936498,0.0270484924322305,0.0149416521023257,0.0351920506368014,0.0214449216422489,0.040216775635194,0.016559587449937,0.0429445001549619,0.0537224988179365,0.0344663006015379,0.0423878433303306,0.0231026570800629,0.00992934805097824,0.0389856406520342,0.0177421091490073,0.0388952277404352,0.0336262341793298,0.0314704516883947,0.0169894067784558,0.0147499562559594,0.0143462383698574,0.0201998195314173,0.0221401914090195,0.021297679516393,0.024898242713123,0.0458494620032663,0.0254664496852293,0.0327607566317082,0.0300830574882131,0.0348293262427784,0,0.0345789724039079,0.0439541746414206,0.0346040178898248,0.0282195547698025,0.0459589506001958,0.00777277138359031,0.0103791592783459,0.0198195768987081,0.00878019959013432,0.0190713354074991,0.0383896930026135,0.0418709574531204,0.0342597263796848,0.0203924005023496,0.040131688208185,0.0378438332477187,0.0423273995825238,0.00239044940629556,0.0396675754443847,0.0389536326794094,0.00450808371296925
"X...17327...retired.for.glutamine.conjugate.of.C7H12O2.",0.0300261307513784,0.0206288532235416,0.027260098788226,0.0323265773940256,0.0252897989529662,0.0134500204643851,0.0283585770260447,0.0193122589274781,0.0343921363103109,0.0143286102740475,0.0350502379910389,0.0486760653652819,0.0261369992554658,0.034400695259735,0.0173364565147556,0.0124717712740718,0.0339411743441786,0.017695504279085,0.0329585582070588,0.0273267749287626,0.0282386739246017,0.0177128733139107,0.0135095393367222,0.0162510061305544,0.0191219676640118,0.0190113539167741,0.0175498166651316,0.0210490254878931,0.0400213901176403,0.0229147060607494,0.0315010917607238,0.0236208020090523,0.0266223828828002,0.0345789724039079,0,0.033589826725127,0.0290733823754616,0.0198363360160929,0.0376264499022879,0.00662601416812014,0.01133461427451,0.0180253580003838,0.00748816229576532,0.0192933108122661,0.0344932041281843,0.0341718820777484,0.0303121053754115,0.0181737419554671,0.0345715883212135,0.0303334663210637,0.0351043665171271,0.00241005739940405,0.029871640682422,0.0368312395329559,0.00442066917597621
"X...17335",0.0371662251607857,0.0260596401318177,0.0313837334484706,0.0344397060265851,0.0280919998050557,0.0168653272343068,0.0336867207834184,0.0218417357389496,0.0386304302113713,0.0159242144701388,0.0411392663816124,0.0562681896075978,0.0308111704620411,0.0421583560847402,0.019334992759929,0.0145645879119627,0.0416044519311367,0.0191929732534456,0.0368678214452233,0.0295741520593627,0.0306408159693723,0.0167769800069114,0.0137317182778494,0.0159669980841069,0.0233368864745154,0.0208183315820796,0.0198969971880368,0.0270382225664743,0.0450369612032543,0.0271957505584625,0.0436370569848413,0.0288059532698129,0.0310207487130509,0.0439541746414206,0.033589826725127,0,0.0346098396131415,0.0255233071640177,0.0430661076582661,0.00852517127045593,0.0129537064239054,0.0190605185580645,0.0092333142383026,0.0195304357586829,0.0408258959038309,0.0408536282113231,0.0330643995338142,0.0186415557800279,0.0392830690192928,0.0375282084576269,0.0415043919683995,0.00251569875191025,0.0370031204424171,0.0372803157937512,0.0047450889029965
"X...18888",0.032352444176642,0.0207782812618213,0.0268195159123588,0.031710991482134,0.0248610433154503,0.0135996820789306,0.0272942832593471,0.0171720164918595,0.0356174182685719,0.013692323787975,0.0367887567559772,0.0462443192497534,0.0252769674373822,0.0343506192309354,0.0153636162775729,0.0114826016257063,0.0330444900263154,0.0168548582743839,0.0308459677338655,0.0270148438505648,0.0253374554614567,0.0147049377097715,0.0123828391658111,0.0148037384678729,0.0148156302288281,0.0195057665233812,0.0182114673558616,0.0211179817742172,0.0296058257383997,0.0220804563003516,0.0364003047518957,0.0226192051812916,0.0261173322231911,0.0346040178898248,0.0290733823754616,0.0346098396131415,0,0.0188692659317775,0.0341719619237599,0.00695432047344038,0.0100951367463546,0.0155325357175947,0.00768367743224841,0.0165387005800491,0.0346135975791363,0.033874999503527,0.0305588122903091,0.0170238082029262,0.0345116239112754,0.0290527170981836,0.0345933907706129,0.00212756951675855,0.0307126159914597,0.0325011525886807,0.00417831368525344
"X...21735...retired.for.tetradecadienedioate..C14.2.DC..",0.020176331157651,0.0146777761333876,0.0188652554328267,0.021385337504828,0.0165255876982315,0.0135056609037782,0.0183662537925418,0.0134541570503596,0.0247681980406335,0.00881711369741867,0.0336995309324403,0.0434156371645166,0.0174926831123233,0.0223667497893952,0.0110532039589837,0.0112739182938564,0.0227940377425172,0.0119252038840447,0.0216960359182241,0.0166174687489197,0.0176451371754405,0.0117716588977287,0.00882956057681646,0.0091762183354858,0.014312181517236,0.0119839637033942,0.0117882135914705,0.012785699906487,0.0376277431694062,0.0145982119426863,0.0359150410331507,0.0149170798883478,0.0213697261272181,0.0282195547698025,0.0198363360160929,0.0255233071640177,0.0188692659317775,0,0.025739208791295,0.00404639226396211,0.00867436148554152,0.0197788342603952,0.00608702340855278,0.0119797627202352,0.0249649346135598,0.0217254269504874,0.0185389986018979,0.0104103077190905,0.0223920871023109,0.0188177107417284,0.0234148953003302,0.00138641910725667,0.0238082229130924,0.0227189072681091,0.00269738224578435
"X...24748",0.0372583265862007,0.0266096307067571,0.0340301036392762,0.0322652947544065,0.0275822453459646,0.0223830072829408,0.0354092266851868,0.0231515752083425,0.0419353238786673,0.0188676745941924,0.0563590860719412,0.0703817987939637,0.0370192260734271,0.0398102326739447,0.0190541445210084,0.0142425541281957,0.0398189254363533,0.0190015776367789,0.0370233193585808,0.0312604717483987,0.0303913265153451,0.019036645734093,0.0153295640990811,0.0208484459377258,0.0288477249420574,0.0250698410056045,0.0237779909072358,0.0241908704236181,0.0608283041914218,0.0272130890202464,0.0589970807653352,0.0294228892648477,0.0285208391851777,0.0459589506001958,0.0376264499022879,0.0430661076582661,0.0341719619237599,0.025739208791295,0,0.00807823495491238,0.0126005141733169,0.0214500986726677,0.00952147496156443,0.0213876865664262,0.0480327016097298,0.0407802217328024,0.032297702261047,0.0189762008428855,0.0450395330684969,0.0316258927973354,0.043343680575896,0.00247128859482314,0.0401052081121557,0.0383513741533018,0.00522884449883615
"Sclerostin",0.00780158983477863,0.00512187464022344,0.00578200166816346,0.00667586434934515,0.00516216425691614,0.00273326569586061,0.00699971660499712,0.00397202305480353,0.00705781250578013,0.00317494667805681,0.00931273029177116,0.0129245759601919,0.00685283139376502,0.0071011732205961,0.00317971442437491,0.00249207378654169,0.00778436603766235,0.00362556548070838,0.00641434775091561,0.00582741714695084,0.00571551526536046,0.00377256273542661,0.00361415937072729,0.00329667643785054,0.00433780880568746,0.00501014926204761,0.00437213830367015,0.00573491307587474,0.00915637809465333,0.00598750043883912,0.00457940547745165,0.00533647154471127,0.00531033571335874,0.00777277138359031,0.00662601416812014,0.00852517127045593,0.00695432047344038,0.00404639226396211,0.00807823495491238,0,0.00356147610249723,0.00332721367475239,0.00233421363344007,0.00360197679920587,0.00737059707715459,0.00837124275168681,0.00621475564849295,0.00313770500112945,0.0070580572509414,0.0068444947186693,0.00846298189758081,0.000473521528391709,0.00704695625306266,0.00677344252462338,0.00147603329351214
"Cystatin.C",0.012959685095043,0.00795437241545087,0.00987952824136729,0.0112115807142707,0.00902305195674943,0.00608763165607033,0.0105319295562375,0.00649441770532608,0.0123324403035283,0.00599859072555315,0.015091836465608,0.0222305593660582,0.0109781387393435,0.010430379146059,0.00585544054357279,0.00491422193183284,0.0133045289641892,0.0060319309822795,0.0112672677626459,0.0111011114190255,0.0104038541971372,0.00625515093023202,0.00568804975066468,0.00574289928545861,0.00662598673109443,0.00798745069495035,0.00695729080378005,0.00841506255760397,0.0155371887988623,0.00883960047269114,0.0108053473367866,0.00815801867382605,0.00987829041792332,0.0103791592783459,0.01133461427451,0.0129537064239054,0.0100951367463546,0.00867436148554152,0.0126005141733169,0.00356147610249723,0,0.00598856221159945,0.00410012783900596,0.0060829102364889,0.0130330318413348,0.0125579377112715,0.0110670630957326,0.00575114875228295,0.0127560714873709,0.0122875370376752,0.0131790322609148,0.000849167851355646,0.0120880295466714,0.0127008158942993,0.0019267494778255
"Growth.differentiation.factor.11.8",0.0142695844258854,0.0161089464351567,0.0151242801189117,0.0176398395379709,0.0150438988017698,0.0126807084991233,0.0114191782099623,0.0116407144995723,0.0167197884793474,0.00956805599144623,0.0326628465611871,0.0308419653366846,0.0107456370910784,0.0159162292225853,0.00899705135540123,0.00977742906429646,0.0189570100448542,0.0108476802661787,0.0182009227481055,0.0148451185227138,0.0148182596717318,0.00860636462506558,0.00722147540974475,0.0110277661520377,0.0139004675441488,0.0109705184150909,0.0100908728436123,0.0102412216961676,0.0252542740915485,0.0117930010968832,0.0358478773709803,0.0130964852308013,0.017766191253459,0.0198195768987081,0.0180253580003838,0.0190605185580645,0.0155325357175947,0.0197788342603952,0.0214500986726677,0.00332721367475239,0.00598856221159945,0,0.00388231678543075,0.0101902374795649,0.0225031113263047,0.0188349758951702,0.0153469564793472,0.00853644027587125,0.0182624762491506,0.0129584878395374,0.0188160936334616,0.00107833135479273,0.0181879949051674,0.0200266921618616,0.00180854923211809
"C.C.motif.chemokine.14",0.00919022596985452,0.00574563399301034,0.00805873191608637,0.00885244430014383,0.00659724334632685,0.00454544710882642,0.0073953307312184,0.0043196177813902,0.00996489797445913,0.00387043255778882,0.0111605856755833,0.0159570951818087,0.00777842570907772,0.00939041869187092,0.00453176210986995,0.0042054282066519,0.00886252973241282,0.00521355116193326,0.0075789568743975,0.00758668013384977,0.00622291574427013,0.00466029668593234,0.00404887385984794,0.00368687968001428,0.00466038626748868,0.00568148126395865,0.00523062592171363,0.00545639111578675,0.00875256471733926,0.00603957233115185,0.00686747519229922,0.00611812892046906,0.00755424723555732,0.00878019959013432,0.00748816229576532,0.0092333142383026,0.00768367743224841,0.00608702340855278,0.00952147496156443,0.00233421363344007,0.00410012783900596,0.00388231678543075,0,0.00446197253520931,0.00960488124872363,0.00947244864378792,0.00786533335476268,0.00485080008664618,0.00896600080329295,0.00860819649604053,0.00968685627346975,0.000574577246592909,0.00892110099630917,0.00856946112110024,0.00128114512260616
"von.Willebrand.factor",0.0178665816593508,0.0109012096302243,0.0146053312304189,0.0170360974590495,0.0135066389695903,0.00739403564251133,0.0158523306687175,0.0108887806255301,0.016316984078581,0.00824862703895218,0.021544762224768,0.0285548979697737,0.0149344796204153,0.0199026070552523,0.00939932792993798,0.00878646671827639,0.0171135939879611,0.0104150767820144,0.0188225554527417,0.0156511264657656,0.0148819478309125,0.00970499349181066,0.00711700250856727,0.00975063033800281,0.0121381790350867,0.0108442499388381,0.0103169169405075,0.0112203493713919,0.0204966930624909,0.0124680237562176,0.019251109784252,0.0143685572905379,0.0137017306224975,0.0190713354074991,0.0192933108122661,0.0195304357586829,0.0165387005800491,0.0119797627202352,0.0213876865664262,0.00360197679920587,0.0060829102364889,0.0101902374795649,0.00446197253520931,0,0.0203271765717002,0.0195865617691839,0.0167531636331217,0.0100589100559137,0.0199318015536904,0.0156379335370578,0.0185866433584772,0.00117784625143564,0.0169717459637593,0.0197453507850725,0.00255888933592764
"Hyaluronan.and.proteoglycan.link.protein.1",0.0359465170569372,0.0253061409150548,0.0319184540459214,0.0353184884969233,0.02989036600514,0.0174661063443266,0.0320742714325236,0.0208860181322918,0.0390972164162384,0.0160477062393719,0.0440132348145032,0.0594762039759077,0.0289987328341421,0.0391323006129904,0.0183211325736032,0.0137926572774175,0.0381925573146328,0.020586613198628,0.0371024791023819,0.0320321449607307,0.0312369212783416,0.0189083271024187,0.0144897395400216,0.015115418296265,0.0211614442785576,0.022950651244379,0.0212437207062933,0.0241380697009423,0.0446364183465213,0.0273168586916133,0.0446496156040433,0.0261431957020765,0.0309594348182973,0.0383896930026135,0.0344932041281843,0.0408258959038309,0.0346135975791363,0.0249649346135598,0.0480327016097298,0.00737059707715459,0.0130330318413348,0.0225031113263047,0.00960488124872363,0.0203271765717002,0,0.0389483303522595,0.0317788649404504,0.0184709265578699,0.0438732688448087,0.0338167784938161,0.039208047552779,0.00239791918053536,0.0354072620457854,0.0386988459854997,0.00461590474827029
"Biglycan",0.0380031018073946,0.0234574608917698,0.0367452194558459,0.0369991102652316,0.0289351284365024,0.0171762737352027,0.0287068472364007,0.0224457449960178,0.0421927393185997,0.0182020466197995,0.0447322979888866,0.0512606978847111,0.0326841580816916,0.0469703383575464,0.019326584769894,0.0137311848461776,0.0381339540233929,0.0191012081852954,0.0369468277676135,0.0324052542855886,0.0250976917227492,0.0189624466044303,0.0141882657431575,0.0144824787708002,0.0226244684314129,0.0223846171914491,0.0220946775179839,0.027157620900527,0.0293436952521867,0.0277755891189258,0.0338771134056027,0.027943816391557,0.0338453036597223,0.0418709574531204,0.0341718820777484,0.0408536282113231,0.033874999503527,0.0217254269504874,0.0407802217328024,0.00837124275168681,0.0125579377112715,0.0188349758951702,0.00947244864378792,0.0195865617691839,0.0389483303522595,0,0.0325024793687692,0.01914681108414,0.0363568028865411,0.0340621906747408,0.0402036625497042,0.00266955398015274,0.035918505501515,0.0420180771516081,0.00421953607069111
