"","hsa_mir_135b","hsa_mir_190b","hsa_mir_224","hsa_mir_452","hsa_mir_577","hsa_mir_934","MIR128_1","MIR563","TAS2R13","FCGR2B","ARHGAP28","MEP1A","C14orf72","LOC100130331","LOC727677","SPP2","ZP4","LOC145837","IAPP","SCARNA6","STH_246744","C9orf11_54586","CSF2_1437","NPFFR1_64106","OR2H2_7932","C9orf53_51198","FRMPD2L1_728798","C14orf166B_145497","MTNR1A_4543","PRLH_51052","GPR139_124274","PSKH2_85481","FETUB_26998","C16orf90_646174","CAPZA3_93661","PF4V1_5197","AOX2P_344454","TPPP2_122664","GH1_2688","C4orf45_152940","HOXB1_3211","LOC285768_285768","UROC1_131669","KRT74_121391","AHSG_197","RAX_30062","GSTA5_221357","SLC9A11_284525","GPR25_2848","CPA2_1358","OR4K15_81127","POM121L2_94026","ATOH7_220202","SNORD93_692210","PRTN3_5657","HIST1H1A_3024","ZNF280A_129025","OR2S2_56656","CLDN25_644672","KRT84_3890","NCRNA00113_54088","NLRP10_338322","ACCSL_390110","OR10A3_26496","KRT76_51350","LIPK_643414","TRIM15_89870","C16orf92_146378","OR7C1_26664","OR52N2_390077","CCDC60_160777","LOC400940_400940","DAZL_1618","C14orf53_440184","C2orf71_388939","PLSCR5_389158","TRIML2_205860","CCK_885","NKX2_5_1482","HTR6_3362","NKX1_2_390010","LOC100128977_100128977","C15orf50_414926","POTED_317754","GABRG3_2567","TMPRSS15_5651","OR7A5_26659","PSORS1C3_100130889","SPACA5_389852","PROK2_60675","IL1F5_26525","KLHL34_257240","C2orf51_200523","CLEC3A_10143","AVPR1B_553","CLLU1OS_574016","SLC30A10_55532","RIPPLY2_134701","TEPP_374739","KCNV1_27012"
"FRMPD2L1_728798",0.0418164312879132,0.129014247104347,0.0344645280154303,0.0603657980966207,0.0273704362212257,0.122832971989493,0.0224121580822388,0.0795379884149034,0.0962054214649122,0.0567582746137265,0.0247899015451464,0.0260252305175445,0.0399569017568405,0.0298645722228949,0.0257979267773784,0.0211234380001116,0.029967295604345,0.099550371868022,0.0153345938933833,0.0548128839367298,0.022811124436856,0.0236530606668031,0.0154854427949263,0.0249228326919475,0.0128809414895181,0.0136091931077149,0,0.0189098692016194,0.0208749126222496,0.0281591680594332,0.0280132375644205,0.0121442910280761,0.0322354286516895,0.0155497393642826,0.0161177667817682,0.0277862425859449,0.0346511734060501,0.0214789958573758,0.0140409685903214,0.0136549798544197,0.0133761667089907,0.0120703536093609,0.0116627145034117,0.0146023337850573,0.0128178005121333,0.0146176892653017,0.022730536350702,0.0122302839047105,0.0147025271688,0.0184171157050782,0.0224592605136993,0.0186985996636518,0.0149808521354018,0.0141482941446673,0.0207112536324251,0.0238479658805037,0.0150117201958221,0.0237053726017268,0.0181705642324502,0.0219987456869479,0.0181640884697864,0.0151929312986482,0.0169190751968695,0.0183696800037076,0.0192200842502577,0.0203948495975515,0.0121947592057512,0.0236714186541555,0.0192413185504115,0.0166391817204013,0.0125648206588471,0.0121963220041089,0.0159694360645854,0.0257233856452944,0.0274826688754665,0.0209528885893183,0.0191979384748946,0.0182540219825629,0.0179719079404013,0.0127528232973843,0.0392739316174823,0.0349634888239115,0.014558036991107,0.0430370329821541,0.0279718249911079,0.0149162501903047,0.0241256600655912,0.0230826231293431,0.0146003823238857,0.0156380257029992,0.012381479178392,0.0273614888105015,0.0219506112025742,0.0117412198186426,0.0132595260523382,0.0228926658497751,0.0241000320531101,0.0169260350649334,0.0132879589300237,0.0137269669568821
"C14orf166B_145497",0.0642430398126168,0.171048049364359,0.0525042483331007,0.0886150757307977,0.044165166278113,0.180746251416228,0.031193173385057,0.110918613093689,0.134219430862354,0.0862350423130283,0.0356944453677022,0.0363375040244624,0.0585609772967045,0.0430358411689145,0.0353864524383898,0.0304902824710837,0.0457380975189542,0.14708957021899,0.0222753675948109,0.0788252130618245,0.0332469784610345,0.0350008359837794,0.0214321202864066,0.0355382409590422,0.0181438945235058,0.0194427428467954,0.0189098692016194,0,0.0297103687322242,0.0403096442935452,0.0401768392451256,0.0175292648695148,0.0445680710714457,0.0217982497203552,0.0233705813737458,0.0398844337288066,0.0504905024108544,0.0298728615073424,0.0201439868825537,0.0198608328834695,0.0201949088643244,0.0179156028966943,0.0166105634389763,0.0204608113423478,0.0187720710564042,0.0207645966401097,0.0327823938374208,0.0172458352873653,0.0221569257582293,0.0269476772527037,0.03212003042218,0.0273625577020393,0.0215452430228437,0.0203341028587156,0.0296451255492761,0.0327058462313508,0.0215384959017162,0.0362392217421454,0.025815606884865,0.031633126701624,0.0254936910844905,0.0206321849722073,0.0255758092849292,0.0269944460857439,0.0261026989921658,0.02960670045229,0.0175046238574448,0.0352703238475206,0.0289416296887486,0.0245590433352937,0.0187919991599392,0.0173956341468801,0.0233039296421308,0.0395832159216564,0.0392559102357848,0.0321494568888083,0.028267499228282,0.0263547874277342,0.0250158974878999,0.0175943927030632,0.0589806638254624,0.0487343178779257,0.0210284658098402,0.0593079088515641,0.0408799146954887,0.0223581026870249,0.0333292731490986,0.0333567539857538,0.0207655716883077,0.0216701127373012,0.0176523371527448,0.0386270376383973,0.0310623250375316,0.0170725784664885,0.0192933251704959,0.0327959817469096,0.0335345363979434,0.023878391718236,0.0197817819768502,0.0194323798723822
"MTNR1A_4543",0.0721654518516066,0.19692815457863,0.0597350219979498,0.103489598827193,0.0456786496448169,0.195201019945586,0.0368768371594675,0.123705814710587,0.150484667265192,0.0947883870534223,0.0401289057119448,0.0408753408318659,0.0677203541602763,0.0480570257764692,0.0401632654740769,0.0351542450794895,0.0493352174828993,0.158815701341862,0.0234941630791913,0.0899935531478488,0.0355839921374754,0.0382701233752437,0.0246257058330146,0.0396658534755392,0.0203046491133552,0.0215735459283312,0.0208749126222496,0.0297103687322242,0,0.0450939755198175,0.0460599274617396,0.0190168189834456,0.0501459744403155,0.0246678115676125,0.0260155875290906,0.0430447953613362,0.0581453760450693,0.033568019477207,0.0222639888167843,0.0216391249960594,0.023130653150087,0.0193859163044094,0.0188328529669918,0.0223795566617541,0.0210172135012974,0.0228562772960862,0.0372081298262186,0.0195132070831054,0.0235563788892685,0.0289653621158366,0.0353954139533601,0.0293468631052622,0.0232504995333849,0.0224424692960263,0.03307917421208,0.0378347766915817,0.0244966718485029,0.0384867744040945,0.0296404430813874,0.0348586802683641,0.0281102166638393,0.0240405407265506,0.0268622802635636,0.0285467112936505,0.0302999196458247,0.0312731829594741,0.0185512731454229,0.0373957216837123,0.0315747436991137,0.0270797182249601,0.0204180829710362,0.0190350563647925,0.0257602477743527,0.0452222202475392,0.0442464235841611,0.0355141648510014,0.032283576626542,0.0296809044027344,0.0287851115289299,0.02014885713838,0.0633775312813819,0.05433308415642,0.0232335760053037,0.0710864237190019,0.0433878818304001,0.0243940310580124,0.0368185508876934,0.0363990730136983,0.0227784736932503,0.0244550725089512,0.0200312858479467,0.0422747072743085,0.0343348667543751,0.0193903742823346,0.0213160029990083,0.0366998633580274,0.0389300104942091,0.0274355154916475,0.0211469963481579,0.021965747666379
"PRLH_51052",0.0938837942707414,0.270756794236034,0.0827973994824249,0.135077321196059,0.0619286775651428,0.261764869636741,0.0497899179690724,0.164939989601821,0.202796851339732,0.127551217281886,0.052583937296948,0.0535093546053318,0.0886897770715963,0.0635179632885264,0.0566424571111695,0.0468904713060226,0.0664495576809556,0.213980078964521,0.0328714160967971,0.115635729669221,0.047884240035652,0.0514402724574455,0.0319596436694296,0.053403341385172,0.0279453007617375,0.0291201259752969,0.0281591680594332,0.0403096442935452,0.0450939755198175,0,0.0604414120413113,0.0264548691348036,0.0662586050523747,0.0329240275134122,0.0343772884550539,0.0575228349369765,0.0761070390771756,0.0455343616648925,0.0304986207390575,0.0296489387267215,0.0295037260158731,0.0261109536779268,0.0249768750321441,0.029464867101585,0.0281994369575989,0.0304811025552557,0.0469489911507642,0.0251710261461733,0.0325012140692424,0.0389841900068993,0.0461696561760445,0.0384885351271922,0.0310317389954688,0.0294035725672968,0.042977055686083,0.0494133944209703,0.0325318435136191,0.0509279275527451,0.0389467990806412,0.0455616250401915,0.0389653136978995,0.032850396704389,0.037063431104268,0.0391838947395219,0.0405804525867426,0.0429809313130187,0.0256210191630838,0.0496522027311931,0.0415337620197716,0.0365603716951606,0.0282646414195908,0.0258178343511227,0.0348648272767023,0.0602878192663634,0.057028057091843,0.0480577295199197,0.0399856591356418,0.0389957216293103,0.0373553332172056,0.0264899177873566,0.086865569965455,0.0697277421914825,0.0317605422910604,0.0975926086634651,0.0593067965549675,0.0326021185157595,0.0504705110786223,0.0472810337022803,0.0315348970971578,0.0330976487291821,0.0264445784549074,0.0579033600179966,0.0466451074982679,0.0256070779581867,0.0292295249942219,0.0505810644265485,0.0524284562788161,0.0363070577341964,0.0271215253099712,0.0294729140044767
"GPR139_124274",0.093353627134566,0.268563088191062,0.0743488328561466,0.13156811308553,0.0622301240824309,0.261827087917978,0.0502138463380632,0.164924789326505,0.201161028054907,0.125284893248666,0.0546640761051325,0.0541694848977834,0.087418090244391,0.0667175962551653,0.0528232042055057,0.0449650914636479,0.0680050068378956,0.211310717246665,0.0334298488819103,0.117629686403551,0.0490570875631504,0.0518897790285462,0.0345535026725753,0.0513465781626065,0.0265207550884247,0.0288863370974199,0.0280132375644205,0.0401768392451256,0.0460599274617396,0.0604414120413113,0,0.0259896046750266,0.0659298234701068,0.0343168300687895,0.0344149192012739,0.0574969732344515,0.0762865673737602,0.0449520597063999,0.030864963277261,0.029356379894484,0.0304115649572733,0.0253265915757814,0.0255757012051059,0.0309245633029983,0.0277359812080511,0.0301512710971011,0.0486588950085556,0.0261838654533775,0.0312715192139737,0.0398156580730132,0.0479447061848693,0.0400561690246119,0.0314221361207574,0.0296175308985388,0.0434672005695647,0.048926978421454,0.0315789123198599,0.0514576352539955,0.0386168355063985,0.0453229468191213,0.0382141536307915,0.0325450165108484,0.0361287817870263,0.0396039819091847,0.0401702379823504,0.0403916918660911,0.0258594978894325,0.0500835932240337,0.0422031464962939,0.0352001719390021,0.0276458987992988,0.0264043727384656,0.0340336742629756,0.0600476522813195,0.0596670083173701,0.0456313830913971,0.0401126916605,0.0394189451696503,0.0383250435817396,0.0265343975088048,0.0834330594395069,0.0725504366096401,0.0306176573583274,0.0956168717237986,0.0576493657171815,0.0331606484990292,0.0512592222284251,0.0475774021972705,0.0301008938577611,0.0321396430179641,0.0261267736332741,0.0596024787922601,0.0462418083430756,0.0248593168612405,0.0284900207118902,0.0504511227724647,0.0539142708854813,0.0364879565746302,0.0281093273742825,0.027791101738252
"PSKH2_85481",0.0393822706672314,0.116171453976808,0.0345624616175518,0.0592631343885493,0.0260297353630061,0.110791843531837,0.0219294600215727,0.072834024592133,0.0909600043246403,0.0556096990599671,0.0234679472375675,0.023011967993363,0.0392664230142367,0.0274429303193837,0.023425985514043,0.0185734062046445,0.0289549288428431,0.0883409171518441,0.0132103996108609,0.0497428894462312,0.0204513690089262,0.0225213590138831,0.0137441011951016,0.0227777600284764,0.0121252778891571,0.013088564233699,0.0121442910280761,0.0175292648695148,0.0190168189834456,0.0264548691348036,0.0259896046750266,0,0.029248401997165,0.0142842352916421,0.014588705518358,0.0253511258389009,0.0327513625932451,0.0196739055284989,0.0136082232145928,0.0128024920522716,0.0125355976980743,0.0114630747435403,0.0108283024648747,0.0133358163930591,0.0119265835443623,0.0133277477375625,0.0206111282551616,0.0112878346778745,0.0138298166788044,0.017415399151335,0.0202824871663182,0.0175889292691436,0.013704885752427,0.0124336101577522,0.0191706607197147,0.021510199816015,0.0146641647617428,0.0226534504188837,0.0164886685513931,0.0193859724502802,0.0160622453206533,0.0140092629546165,0.0161289772178733,0.0166917490105795,0.0174063468364725,0.0186023930379098,0.0107924331992204,0.0218826257783546,0.0181278330171982,0.0155232807492395,0.0124848805484136,0.0113898849322716,0.0149737735226653,0.0262520612131904,0.0250474470375727,0.0204494941713749,0.0175822856546359,0.0173619219259115,0.0164453486741621,0.011058783737341,0.0392519547306319,0.0309258131461751,0.0138451008254985,0.0408421226587612,0.0258821778720954,0.0141979106860531,0.0224822965415253,0.0197370290385733,0.0130175437397528,0.0143021454204418,0.0115228958530777,0.0244059646376108,0.0205740596657644,0.0109859453094347,0.0123662633241194,0.0209986465608446,0.0226301537212887,0.0159462585621887,0.0119646860628421,0.0127512614809889
"FETUB_26998",0.106659033086418,0.300370063940284,0.0909385601699956,0.148673224851166,0.069770760217379,0.294681526678748,0.0552933992183918,0.196940371234308,0.222440670695572,0.142515070161463,0.0583163439463252,0.0639215664792188,0.0990596583702715,0.0717283518598759,0.0626405314200435,0.0488145439729823,0.0759446731279323,0.236252426086871,0.0382355322854592,0.129187097798951,0.0537725680383164,0.0570901303570684,0.0371492349335179,0.0602726805986877,0.0299370422110027,0.0331977074317931,0.0322354286516895,0.0445680710714457,0.0501459744403155,0.0662586050523747,0.0659298234701068,0.029248401997165,0,0.0374315940828015,0.0384450311589961,0.0666671396968043,0.0821399733505667,0.0517236600701948,0.0342501053449095,0.0327755901854499,0.034596853263279,0.0283435574708561,0.0288751046187826,0.0350164030263486,0.0309984892180282,0.032741794673111,0.054555796968505,0.0291580474911986,0.0365578909922905,0.0444214389659377,0.0531241415624383,0.0443714421303267,0.0341899744656973,0.033357212182077,0.0502355759302668,0.056199319619988,0.0369719870840391,0.0581574518215769,0.0444734434024362,0.0499276179017324,0.0445392460082303,0.0357747420270756,0.0418586434601512,0.0429304345351429,0.0467220281242836,0.0476889700121776,0.029864548817756,0.0570270122812683,0.0454430961242878,0.0400200572759308,0.0313015463678887,0.028826770529046,0.040679718975953,0.0679153876968534,0.0648969412278354,0.0517752824720058,0.0476698288721229,0.0446788192352229,0.0428599514907558,0.0300127400918697,0.0937397305909941,0.0792392375205974,0.0362273723432976,0.10500564922055,0.0653130436165315,0.0387743348522987,0.0573067013405419,0.0543212677201036,0.0354458500946376,0.0375995840527093,0.0293620953296923,0.0669729392082928,0.0540419483131353,0.027690575897398,0.0320643182417901,0.0549982683490849,0.0594537007545126,0.0403417512352567,0.0318345372863321,0.0320525266152715
"C16orf90_646174",0.0522939245056788,0.141196833509081,0.041381944419154,0.0690124190853232,0.0354546146785125,0.142516152614963,0.0266317766148204,0.0926433409582402,0.106962805284276,0.0703095263992695,0.0283790523313586,0.0297969719800684,0.047176451812287,0.0345513951879351,0.0293003621318341,0.0254042391741668,0.0357903889264955,0.111290529385774,0.0170065351545748,0.0620981345047412,0.0266053576992493,0.027955124594437,0.0176937987193057,0.0285197350079046,0.0146523797349924,0.0159644901714334,0.0155497393642826,0.0217982497203552,0.0246678115676125,0.0329240275134122,0.0343168300687895,0.0142842352916421,0.0374315940828015,0,0.0183867166161183,0.031798023169944,0.0408665358822467,0.0241173575989615,0.0161618946595982,0.0157397931465327,0.0162052545297884,0.0137675290599801,0.0137478444981008,0.0165775750794259,0.0148835878283444,0.0163542424768455,0.0261825080394076,0.0134997063561299,0.0169656639525556,0.0217052326699797,0.0255133092522885,0.0214239008344449,0.0164041818826024,0.0157187531033348,0.0234043679513141,0.0267717513788165,0.0174082186046743,0.0287590895787026,0.0214251591664407,0.0247871013890291,0.0203285500708469,0.0178430029373156,0.0200698453160057,0.0216307043253829,0.021622182084892,0.0225368665186952,0.0137410000926817,0.0284530532022303,0.022183049026164,0.0190669191095775,0.0149616112062638,0.0133909592851941,0.0190709089372237,0.0322032911848775,0.032154017746204,0.0242832801249268,0.0223204148662078,0.0214141160285264,0.0202102472203872,0.0134180268397206,0.0462166714226209,0.0376834293911882,0.0174439523889251,0.0520813914162263,0.0320624535247236,0.0176537649253249,0.0282246823996156,0.0260854690345488,0.0170176904268725,0.0173109285409854,0.0145372309771058,0.0316388788487803,0.0247623324137772,0.0137141783195488,0.015709530135899,0.0273673507158173,0.0283643596692946,0.0186503680069963,0.0152188895126618,0.0154464867105594
"CAPZA3_93661",0.053421044215864,0.150070457754206,0.0449969278316873,0.0743959621898719,0.034571834778577,0.151088933102824,0.0274594459838113,0.0940561832445694,0.11662054846741,0.0714885109351203,0.0305478843441906,0.031208089800752,0.0494202868083205,0.0352788519564091,0.0307523563027773,0.0253240270035655,0.0391896976625056,0.120549010595365,0.0200711571400847,0.0659613667304072,0.0296485667507557,0.029342160909619,0.0188127040164168,0.030608284309354,0.0155223394386139,0.0164529145850976,0.0161177667817682,0.0233705813737458,0.0260155875290906,0.0343772884550539,0.0344149192012739,0.014588705518358,0.0384450311589961,0.0183867166161183,0,0.0343451997493606,0.0419770376487163,0.0259510349694006,0.0169758150455978,0.017048677361338,0.016663531625648,0.0142626281653191,0.0145807976316136,0.0170663852052269,0.0158285984807813,0.0168916436274655,0.0281890806912066,0.0151094160682012,0.0179214765106739,0.0216846157132553,0.0274418751214725,0.0222829511465475,0.0171463309838228,0.0163096559851813,0.025876146551516,0.0283284054608972,0.0188921338864049,0.0283074682441824,0.0223558267846495,0.0262947998572815,0.0216014967510437,0.0183609895025075,0.0215623356254761,0.0219400689345948,0.0239346002362405,0.0239121315147663,0.0144675312146819,0.0280385194613573,0.02364726836389,0.0200782043470949,0.0154413408908995,0.014302940770105,0.0198817618804658,0.0335105293814966,0.0323621860314834,0.0277421678425555,0.0240905467231217,0.0219537431435166,0.0214698705650653,0.0148049446406153,0.048447845442429,0.0412342432131468,0.0181636929473423,0.0540377774831698,0.0331095812286554,0.0187958098469383,0.0286235725452512,0.0272633831002208,0.017658063364194,0.0192654861370037,0.0146160467493966,0.0326518157191159,0.0261475727609586,0.0145180717452011,0.0167826020743669,0.0278488647509829,0.02930254319396,0.0205525981775983,0.01589140921602,0.0168450718771042
"PF4V1_5197",0.0885509093221789,0.258005536910448,0.0782504050086248,0.133370173320438,0.0564266101415679,0.263990175575605,0.0497180733325071,0.159655705520906,0.207089606519253,0.124213827766164,0.0526567656681911,0.0538907552764324,0.0842839164379751,0.0626196184229184,0.0530365816455311,0.0429535700531254,0.063021312313279,0.205699934964186,0.0319335295960375,0.112501019017914,0.0479452016505035,0.0517350241287707,0.0333948088089599,0.0530380900322887,0.0259535801772174,0.029480814249635,0.0277862425859449,0.0398844337288066,0.0430447953613362,0.0575228349369765,0.0574969732344515,0.0253511258389009,0.0666671396968043,0.031798023169944,0.0343451997493606,0,0.0725516489652869,0.044961229103724,0.0287511971150082,0.0282914362702513,0.0289201133260421,0.0251453889327629,0.0247849665992731,0.0291612055384156,0.0268054157704922,0.0290743278689836,0.0489262118524993,0.0256207566318364,0.0320392334078992,0.037410773104538,0.0462750302951974,0.038232033921037,0.0302572769091945,0.0278964024403836,0.0426790680685017,0.0487559298152899,0.0317124859685684,0.0498756276859615,0.0393071331894428,0.0450460696594129,0.036347546344233,0.0305412816574142,0.0355082439076594,0.0381065777633415,0.0406431554484967,0.041941914216494,0.0256799671421549,0.050284805911011,0.0412462961769093,0.033868437396096,0.0268258225637002,0.0248014763533163,0.0340303139854935,0.0563495457837903,0.0566860061203356,0.0440953953250163,0.0415032237387734,0.0373298234403189,0.0372897169475249,0.0264579900664486,0.0861641098981611,0.070768173875657,0.0309502748361387,0.0916040362929847,0.0559901243143755,0.031484299476857,0.0489178561379881,0.0490360114913569,0.0306141356462487,0.0320237063314712,0.0261523402641852,0.0567352207632759,0.0468006668299712,0.0241507661025751,0.0278576444754544,0.047742455349655,0.049484866110618,0.0346316973088608,0.0271347788871221,0.0287401705066276
"AOX2P_344454",0.120226170235728,0.335917814356363,0.0986694764603523,0.169159222676569,0.0779648376335334,0.330948213970699,0.0608631335956186,0.205663321066881,0.275158585617556,0.162267338295765,0.0657806498599326,0.0672619376881133,0.110143091315944,0.0793314544515511,0.0651981781207478,0.0543873991031486,0.0838508123873829,0.265114312460343,0.0392034963016948,0.151907827945655,0.0617580900813499,0.0647281350186689,0.0410094126439646,0.0682037488837664,0.0335814939846833,0.0359583371346814,0.0346511734060501,0.0504905024108544,0.0581453760450693,0.0761070390771756,0.0762865673737602,0.0327513625932451,0.0821399733505667,0.0408665358822467,0.0419770376487163,0.0725516489652869,0,0.0561380177092518,0.0368122854471904,0.0369078157645793,0.0364602807852176,0.0326413800688064,0.0311904814208195,0.0374726848893797,0.0346853045358138,0.0395849846273861,0.0644831381426485,0.0314357245854623,0.0399800320575344,0.0481484390529655,0.0597701446127348,0.050554015464729,0.0407293750188433,0.0370851709918285,0.0539769439643687,0.0629489505772006,0.0403064242341816,0.0660021350693417,0.0482312473168863,0.056584035154863,0.0478764670393695,0.0395797417884527,0.0465966034426293,0.0503916610077989,0.0512473449505747,0.0529363944410697,0.031333333362932,0.0649738661122842,0.0512664938279195,0.044120790399844,0.0346126613580122,0.0337697653419113,0.0423745032535567,0.0743479726567461,0.0749388701470481,0.0572213769201982,0.0507311457478541,0.0484781885059549,0.0473422683708497,0.034795496609262,0.109316187021757,0.0945065111553331,0.0388009069817842,0.117141730387886,0.0748726474468972,0.041457957576084,0.062868543564929,0.0602130105165289,0.0367561486623579,0.0409123603654769,0.0333116390164563,0.0746743831083938,0.059168396444427,0.0319563057407123,0.0363221976377714,0.0632571036634689,0.0658389021529654,0.0447915334388453,0.0351364200936851,0.0365726442253729
"TPPP2_122664",0.0748552461353269,0.196547644486001,0.061104466370681,0.101720371586154,0.046278725583676,0.199351546741025,0.0373894380396461,0.129784162669032,0.158961874319703,0.095155893098317,0.0404669428114414,0.0397249171071674,0.0674243833998284,0.0482908558912542,0.0415201965397944,0.034249932838668,0.048263303025967,0.158745814753026,0.0256926682184397,0.0854910148102922,0.0369060283814035,0.0392634135945668,0.0248252898124033,0.0400210613219043,0.0209249531347815,0.0225458675725231,0.0214789958573758,0.0298728615073424,0.033568019477207,0.0455343616648925,0.0449520597063999,0.0196739055284989,0.0517236600701948,0.0241173575989615,0.0259510349694006,0.044961229103724,0.0561380177092518,0,0.023184796305965,0.0221168733283958,0.0218606679117878,0.0200197193359986,0.0187401507398536,0.0231765708439456,0.021182948313646,0.023384950586378,0.036962882874329,0.0207206122235435,0.0247956135016883,0.0308973718686134,0.0357175770222258,0.0304961437636198,0.0230779460206226,0.0228194747312399,0.03329251731409,0.0369244928140863,0.0246788059023332,0.0395911198370595,0.0300180224986692,0.0362012390331972,0.0284136103506593,0.0237093986496367,0.0286177436024935,0.0292503546897218,0.0321155509510632,0.0329481466611826,0.0196754957086891,0.0379783360001534,0.0306095593969551,0.0269013260640372,0.0207076500477541,0.0196418298850303,0.0270785096558156,0.0443451178519235,0.0430437724875306,0.0345402940199219,0.0321331977681433,0.0295102730291923,0.0284843732377428,0.0204810182068252,0.0647694949948552,0.0561265012837512,0.0237265274166702,0.0716652208905456,0.0450412154709618,0.0242118691619109,0.0386023018386623,0.0365316014180099,0.0240542521180662,0.0249198303099499,0.0205091136794172,0.0435793803823164,0.0362017233885898,0.0192200633935009,0.0216567708400031,0.0372915134090373,0.0386934673406368,0.0271426476472404,0.0208347957960226,0.0223345686233381
"GH1_2688",0.0480860241198942,0.134269857160291,0.0374564760261307,0.0653317199668425,0.0298723741478744,0.135470257201851,0.0245703969097724,0.0817248076111905,0.103806188851025,0.0632541173425187,0.0273009347873043,0.0269501086473772,0.0451448430930253,0.0327049197402979,0.0259571809325652,0.022310155414068,0.0331945532815683,0.107485554793525,0.0170380369403217,0.0582661521707713,0.0245481469894507,0.026971999058689,0.0164869832619394,0.0262563344270447,0.0135469627338598,0.0151835998080368,0.0140409685903214,0.0201439868825537,0.0222639888167843,0.0304986207390575,0.030864963277261,0.0136082232145928,0.0342501053449095,0.0161618946595982,0.0169758150455978,0.0287511971150082,0.0368122854471904,0.023184796305965,0,0.014428396065746,0.0148542269546679,0.013382861118207,0.012671097006747,0.015041532150648,0.0141475068874357,0.0155460264401175,0.0242879806212279,0.0129552769799174,0.0160418931076158,0.0205421474442379,0.0244300629350078,0.020726429086076,0.0161227496307038,0.0148846126525359,0.022188281858154,0.0253285135353406,0.0168138499781428,0.0266678144592789,0.0192533812585199,0.0230129864538317,0.0187122024165461,0.0159995977997054,0.0181951922176957,0.020243274897625,0.0208837764608134,0.0218325034840224,0.0125848717141038,0.0245287719711332,0.0206454435873458,0.0177818639861553,0.0137919744888179,0.013067550391578,0.0177499190500557,0.03038060059537,0.0301056573580449,0.023497228297803,0.0213736590780458,0.0193335151646592,0.019119605023454,0.013738667761781,0.0412878229293529,0.0347843611489017,0.0154948861636109,0.0463266708388528,0.028385992998799,0.0162714881264079,0.0254995886638061,0.0248169945190281,0.0154871736200436,0.0165582602381862,0.0135786182330412,0.0287433759224357,0.0238218189559735,0.0128899027766608,0.0142746309369241,0.0253924029849462,0.0275844499213871,0.0181626921538364,0.0140624146030884,0.0144525993130671
"C4orf45_152940",0.0466620222636209,0.126282584634256,0.0392002188156818,0.0645959973018212,0.0302584192734634,0.133626334216235,0.0251825374061335,0.0808024181435208,0.102424413549574,0.0606433247896725,0.0270641294781802,0.0277861195942247,0.0431789797782266,0.0314441516663678,0.0263169607003111,0.0221647999697457,0.0345852225156031,0.10278417412525,0.0161707351700287,0.0547705797327825,0.0243774655363598,0.025256329751781,0.0160474787236674,0.0253676163240878,0.0133814508629435,0.0144937408103393,0.0136549798544197,0.0198608328834695,0.0216391249960594,0.0296489387267215,0.029356379894484,0.0128024920522716,0.0327755901854499,0.0157397931465327,0.017048677361338,0.0282914362702513,0.0369078157645793,0.0221168733283958,0.014428396065746,0,0.0141753464437319,0.0127766188027038,0.0126705989508106,0.0149262753782188,0.0133631753212088,0.0151955941267737,0.0245848388827129,0.0130411145976744,0.0157708624957539,0.0195059380822172,0.0230850671804028,0.018552982693979,0.0153552984388831,0.01480369527405,0.0221276676609361,0.0253614663010756,0.0157177016728376,0.0245178453052456,0.0190023570302974,0.022240290611822,0.0192842954249139,0.0156770345063728,0.0186907970386318,0.019415088588136,0.0195620133252731,0.0213045723668776,0.0123012069926181,0.0246869358005076,0.0199302435758725,0.0173976822475462,0.0130318972576449,0.012688642754565,0.017026662682504,0.0286415401532729,0.028463650516394,0.0223874582693075,0.0213067156395896,0.0194192174084536,0.0179213219107358,0.0127556095559266,0.04230302929737,0.035837140596971,0.015305121729289,0.0468332837016654,0.0295165918423807,0.0162761504978786,0.02500282923218,0.0230626872104856,0.0154295093897948,0.0165663215999593,0.0129513679960652,0.0281251641199082,0.0241044984652231,0.0122881783973286,0.0143444244792425,0.0228524771952586,0.0255583337396462,0.0176483746800859,0.0138463673081232,0.0143928257431543
