gene_name,30ff778c-844b-4140-9025-7ab1938f10a9,3396edba-0d2a-4485-ad0a-5114b38c1abe,427a04c9-9b48-49de-8a47-2adc4e1dd32a,461fda5d-d6e6-4354-b035-c302cc43b03f,95668f0b-130d-44d4-94c0-ba7a4e7798e6,9dc09c86-c728-4bd9-b2b6-2d9962dad662,a58e2ae3-a236-4209-8292-70465216cb85,d2e2915c-125e-45c6-b7f3-6a815b3d2859,de5e449b-bc57-4836-89e4-73a3ba24abdf,fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8
HNRNPA1P14,2.0,3.0,5.0,1.0,5.0,24.0,4.0,6.0,9.0,3.0
HNRNPA1P15,2.0,2.0,1.0,0.0,7.0,4.0,3.0,1.0,1.0,9.0
HNRNPA1P16,9.0,17.0,36.0,30.0,52.0,50.0,22.0,21.0,17.0,80.0
HNRNPA1P17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HNRNPA1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HNRNPA1P2,1.0,1.0,1.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0
HNRNPA1P20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HNRNPA1P21,54.0,57.0,34.0,49.0,8.0,25.0,319.0,43.0,14.0,177.0
HNRNPA1P22,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0
HNRNPA1P23,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0
HNRNPA1P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
HNRNPA1P25,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
HNRNPA1P26,1.0,1.0,2.0,0.0,8.0,4.0,1.0,2.0,5.0,1.0
HNRNPA1P27,1.0,1.0,6.0,0.0,2.0,13.0,3.0,1.0,0.0,10.0
HNRNPA1P28,1.0,2.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0
HNRNPA1P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P30,0.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
HNRNPA1P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPA1P32,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
HNRNPA1P33,1.0,0.0,2.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0
HNRNPA1P34,0.0,2.0,3.0,5.0,2.0,4.0,0.0,1.0,2.0,0.0
HNRNPA1P35,6.0,15.0,4.0,5.0,17.0,13.0,5.0,9.0,14.0,5.0
HNRNPA1P36,0.0,3.0,8.0,5.0,6.0,1.0,5.0,2.0,14.0,4.0
HNRNPA1P37,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P38,13.0,20.0,7.0,2.0,23.0,35.0,10.0,12.0,19.0,3.0
HNRNPA1P39,7.0,7.0,7.0,5.0,5.0,14.0,3.0,4.0,8.0,3.0
HNRNPA1P4,64.0,18.0,48.0,39.0,26.0,99.0,39.0,11.0,46.0,21.0
HNRNPA1P40,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0
HNRNPA1P41,1.0,5.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0
HNRNPA1P42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HNRNPA1P43,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
HNRNPA1P44,1.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,6.0
HNRNPA1P45,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
HNRNPA1P46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
HNRNPA1P47,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0
HNRNPA1P48,125.0,180.0,93.0,160.0,234.0,305.0,83.0,87.0,150.0,137.0
HNRNPA1P49,12.0,5.0,26.0,30.0,5.0,6.0,20.0,9.0,20.0,16.0
HNRNPA1P5,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0
HNRNPA1P50,0.0,2.0,3.0,1.0,6.0,5.0,1.0,1.0,6.0,1.0
HNRNPA1P51,3.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0
HNRNPA1P52,2.0,4.0,2.0,0.0,4.0,9.0,1.0,3.0,4.0,1.0
HNRNPA1P53,0.0,2.0,3.0,0.0,4.0,4.0,1.0,1.0,2.0,14.0
HNRNPA1P54,4.0,4.0,1.0,0.0,9.0,10.0,0.0,4.0,4.0,2.0
HNRNPA1P55,0.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0
HNRNPA1P56,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0
HNRNPA1P57,0.0,13.0,1.0,23.0,1.0,7.0,1.0,31.0,4.0,0.0
HNRNPA1P58,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
HNRNPA1P59,12.0,6.0,22.0,106.0,8.0,22.0,7.0,30.0,12.0,16.0
HNRNPA1P6,4.0,0.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0
HNRNPA1P60,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0
HNRNPA1P61,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
HNRNPA1P62,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,2.0,12.0
HNRNPA1P63,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P64,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0
HNRNPA1P65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P66,0.0,7.0,3.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0
HNRNPA1P67,0.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,2.0
HNRNPA1P68,0.0,1.0,2.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0
HNRNPA1P69,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0
HNRNPA1P7,19.0,30.0,12.0,33.0,39.0,43.0,9.0,22.0,26.0,15.0
HNRNPA1P70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P71,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0
HNRNPA1P72,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HNRNPA1P73,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
HNRNPA1P74,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P8,9.0,18.0,13.0,7.0,21.0,29.0,5.0,5.0,22.0,12.0
HNRNPA1P9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HNRNPA2B1,31773.0,42171.0,40093.0,34004.0,49206.0,71479.0,34645.0,37460.0,48204.0,67644.0
HNRNPA3,12563.0,14631.0,20498.0,16795.0,17805.0,21791.0,8744.0,16205.0,20317.0,25067.0
HNRNPA3P1,2.0,4.0,4.0,0.0,5.0,0.0,1.0,1.0,1.0,7.0
HNRNPA3P10,5.0,4.0,10.0,7.0,12.0,10.0,0.0,7.0,9.0,23.0
HNRNPA3P11,4.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,5.0,3.0
HNRNPA3P12,9.0,15.0,19.0,3.0,12.0,13.0,2.0,5.0,18.0,38.0
HNRNPA3P13,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0
HNRNPA3P14,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
HNRNPA3P15,0.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0
HNRNPA3P16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA3P2,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HNRNPA3P3,9.0,6.0,16.0,0.0,6.0,10.0,0.0,4.0,7.0,14.0
HNRNPA3P4,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0
HNRNPA3P5,11.0,10.0,28.0,6.0,22.0,20.0,1.0,8.0,12.0,37.0
HNRNPA3P6,54.0,54.0,88.0,50.0,61.0,40.0,40.0,38.0,80.0,86.0
HNRNPA3P7,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0
HNRNPA3P8,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
HNRNPA3P9,7.0,13.0,12.0,12.0,6.0,7.0,15.0,7.0,12.0,22.0
HNRNPAB,5711.0,9365.0,8942.0,7056.0,10462.0,10970.0,8347.0,7572.0,7449.0,12411.0
HNRNPABP1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
HNRNPC,19913.0,23998.0,20732.0,26109.0,45277.0,32302.0,20697.0,27950.0,23336.0,30773.0
HNRNPCL1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0
HNRNPCL2,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
HNRNPCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HNRNPCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCP10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
HNRNPCP2,504.0,472.0,355.0,641.0,838.0,380.0,548.0,1190.0,472.0,741.0
HNRNPCP3,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
HNRNPCP4,0.0,0.0,8.0,16.0,4.0,5.0,1.0,3.0,3.0,5.0
HNRNPCP6,3.0,3.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,6.0
HNRNPCP7,16.0,49.0,41.0,128.0,74.0,134.0,26.0,56.0,36.0,43.0
HNRNPCP8,0.0,2.0,2.0,14.0,2.0,3.0,6.0,0.0,1.0,3.0
HNRNPCP9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
HNRNPD,9995.0,10827.0,8799.0,12188.0,15543.0,21363.0,5633.0,10569.0,17523.0,13410.0
HNRNPDL,8102.0,9095.0,6639.0,12649.0,18751.0,18078.0,6867.0,13293.0,14268.0,10177.0
HNRNPDLP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPDLP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPDLP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPDLP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0
HNRNPDP1,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0
HNRNPDP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPF,12362.0,13777.0,14747.0,16672.0,24675.0,13074.0,21850.0,20533.0,23657.0,20733.0
HNRNPFP1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPH1,10196.0,12289.0,17437.0,18337.0,17254.0,21008.0,9222.0,15827.0,14018.0,21467.0
HNRNPH1P1,3.0,3.0,15.0,11.0,1.0,14.0,7.0,2.0,10.0,58.0
HNRNPH1P2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPH1P3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
HNRNPH2,4761.0,4598.0,5085.0,8283.0,11632.0,7170.0,5090.0,7730.0,6216.0,6839.0
HNRNPH3,3958.0,5056.0,5870.0,4006.0,6067.0,6485.0,4060.0,4598.0,6879.0,8486.0
HNRNPH3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPK,25212.0,31038.0,38694.0,46432.0,40420.0,39428.0,28270.0,35676.0,34533.0,33485.0
HNRNPKP1,23.0,30.0,36.0,17.0,50.0,41.0,24.0,37.0,34.0,42.0
HNRNPKP2,13.0,9.0,12.0,18.0,13.0,11.0,6.0,12.0,13.0,15.0
HNRNPKP3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
HNRNPKP4,12.0,22.0,32.0,43.0,45.0,39.0,13.0,23.0,34.0,37.0
HNRNPKP5,0.0,2.0,1.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0
HNRNPL,5919.0,7541.0,7387.0,9401.0,12038.0,8735.0,6529.0,8739.0,11726.0,7667.0
HNRNPLL,2054.0,1760.0,2568.0,2868.0,2671.0,2119.0,1676.0,968.0,2260.0,2806.0
HNRNPLP1,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,3.0,2.0
HNRNPLP2,21.0,37.0,64.0,12.0,47.0,29.0,21.0,34.0,55.0,37.0
HNRNPM,11161.0,9916.0,15188.0,8741.0,19965.0,9020.0,7782.0,17901.0,17988.0,13630.0
HNRNPMP1,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0
HNRNPMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPR,7916.0,8966.0,11985.0,9540.0,13118.0,8372.0,6480.0,10768.0,8727.0,9022.0
HNRNPRP1,5.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0
HNRNPRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPU,23384.0,27458.0,42898.0,55861.0,34314.0,47122.0,24620.0,44929.0,34092.0,40928.0
HNRNPUL1,10674.0,14820.0,21367.0,12966.0,15581.0,10969.0,13534.0,13755.0,22041.0,8765.0
HNRNPUL2,2776.0,3114.0,4443.0,3925.0,3715.0,8395.0,2087.0,4071.0,3609.0,4760.0
HNRNPUL2-BSCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPUP1,6.0,5.0,6.0,12.0,13.0,12.0,7.0,10.0,9.0,8.0
HOATZ,5.0,7.0,51.0,37.0,8.0,11.0,12.0,11.0,3.0,9.0
HOGA1,12.0,19.0,1.0,0.0,33.0,166.0,3.0,7.0,49.0,3.0
HOMER1,436.0,173.0,338.0,1293.0,691.0,684.0,493.0,166.0,877.0,442.0
HOMER2,884.0,1052.0,8057.0,1933.0,3417.0,326.0,481.0,1696.0,527.0,730.0
HOMER2P1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HOMER2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMER3,711.0,859.0,830.0,457.0,805.0,693.0,757.0,1278.0,886.0,1338.0
HOMER3-AS1,38.0,9.0,26.0,0.0,9.0,11.0,9.0,28.0,7.0,12.0
HOMEZ,760.0,996.0,1525.0,3590.0,4155.0,1522.0,992.0,1787.0,1201.0,1357.0
HOOK1,579.0,1240.0,1317.0,5189.0,2394.0,6756.0,2528.0,3099.0,8072.0,1222.0
HOOK2,892.0,1518.0,1696.0,1191.0,4403.0,1927.0,2192.0,2664.0,1910.0,1285.0
HOOK3,3998.0,2796.0,4125.0,3993.0,3436.0,2738.0,3109.0,3424.0,4490.0,3384.0
HOPX,277.0,1080.0,877.0,558.0,294.0,1486.0,1752.0,953.0,979.0,1358.0
HORMAD1,15.0,1.0,2.0,0.0,0.0,5.0,12.0,4.0,6.0,0.0
HORMAD2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HORMAD2-AS1,2.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0
HOTAIR,24.0,289.0,37.0,1239.0,3.0,260.0,930.0,392.0,3.0,311.0
HOTAIRM1,34.0,37.0,37.0,37.0,23.0,74.0,20.0,111.0,37.0,57.0
HOTTIP,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HOXA-AS2,111.0,45.0,150.0,89.0,40.0,87.0,37.0,287.0,125.0,64.0
HOXA-AS3,13.0,7.0,33.0,19.0,5.0,12.0,1.0,159.0,5.0,3.0
HOXA1,96.0,40.0,273.0,60.0,13.0,26.0,28.0,67.0,55.0,51.0
HOXA10,159.0,147.0,512.0,139.0,17.0,189.0,65.0,1037.0,118.0,121.0
HOXA10-AS,6.0,1.0,10.0,0.0,0.0,0.0,1.0,38.0,6.0,0.0
HOXA11,55.0,124.0,264.0,111.0,2.0,10.0,12.0,68.0,42.0,30.0
HOXA11-AS,4.0,16.0,31.0,0.0,0.0,4.0,2.0,8.0,10.0,12.0
HOXA13,21.0,22.0,72.0,17.0,1.0,24.0,11.0,9.0,2.0,0.0
HOXA2,55.0,12.0,43.0,4.0,18.0,41.0,8.0,144.0,35.0,3.0
HOXA3,113.0,87.0,173.0,153.0,36.0,121.0,42.0,525.0,70.0,66.0
HOXA4,5.0,6.0,22.0,0.0,4.0,8.0,1.0,12.0,7.0,6.0
HOXA5,240.0,117.0,297.0,148.0,82.0,184.0,48.0,1824.0,138.0,126.0
HOXA6,23.0,7.0,90.0,27.0,7.0,9.0,4.0,192.0,9.0,0.0
HOXA7,51.0,25.0,110.0,19.0,18.0,14.0,16.0,795.0,33.0,23.0
HOXA9,133.0,54.0,88.0,127.0,19.0,40.0,35.0,2026.0,57.0,86.0
HOXB-AS1,48.0,34.0,47.0,106.0,203.0,54.0,1065.0,93.0,54.0,132.0
HOXB-AS2,14.0,5.0,42.0,65.0,7.0,3.0,707.0,8.0,12.0,91.0
HOXB-AS3,29.0,11.0,34.0,42.0,0.0,7.0,10.0,8.0,13.0,1166.0
HOXB-AS4,0.0,0.0,52.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
HOXB1,3.0,2.0,1.0,0.0,1.0,1.0,22.0,3.0,1.0,5.0
HOXB13,1.0,34.0,486.0,239.0,1.0,9.0,376.0,0.0,24.0,56.0
HOXB2,1013.0,999.0,919.0,2177.0,4450.0,432.0,39323.0,1886.0,429.0,5028.0
HOXB3,732.0,361.0,2182.0,1244.0,1442.0,421.0,15851.0,666.0,446.0,7237.0
HOXB4,284.0,155.0,136.0,230.0,459.0,153.0,100.0,256.0,158.0,1994.0
HOXB5,98.0,42.0,142.0,94.0,10.0,34.0,40.0,63.0,46.0,2994.0
HOXB6,63.0,57.0,161.0,91.0,14.0,24.0,27.0,43.0,50.0,2007.0
HOXB7,423.0,463.0,1524.0,563.0,148.0,410.0,245.0,495.0,1276.0,4307.0
HOXB8,31.0,30.0,120.0,53.0,12.0,43.0,21.0,26.0,46.0,686.0
HOXB9,37.0,14.0,347.0,124.0,11.0,45.0,55.0,90.0,68.0,671.0
HOXC-AS1,3.0,67.0,54.0,63.0,20.0,99.0,53.0,40.0,16.0,68.0
HOXC-AS2,12.0,68.0,36.0,62.0,1.0,16.0,69.0,20.0,6.0,60.0
HOXC-AS3,0.0,73.0,32.0,13.0,0.0,39.0,72.0,26.0,1.0,51.0
HOXC10,211.0,2838.0,1171.0,3983.0,44.0,601.0,1704.0,1709.0,21.0,3069.0
HOXC11,22.0,576.0,348.0,1088.0,2.0,430.0,1013.0,741.0,11.0,379.0
HOXC12,2.0,311.0,3.0,1307.0,3.0,494.0,252.0,10.0,9.0,110.0
HOXC13,297.0,416.0,585.0,1250.0,369.0,719.0,321.0,787.0,204.0,1035.0
HOXC13-AS,12.0,54.0,169.0,142.0,153.0,291.0,116.0,115.0,27.0,76.0
HOXC4,292.0,748.0,354.0,839.0,627.0,341.0,269.0,551.0,260.0,722.0
HOXC5,6.0,9.0,6.0,15.0,30.0,7.0,3.0,20.0,4.0,26.0
HOXC6,472.0,869.0,505.0,1048.0,416.0,463.0,320.0,971.0,540.0,987.0
HOXC8,475.0,525.0,369.0,569.0,23.0,192.0,296.0,342.0,259.0,600.0
HOXC9,208.0,371.0,418.0,425.0,211.0,990.0,322.0,849.0,320.0,684.0
HOXD-AS2,29.0,115.0,11.0,45.0,28.0,187.0,12.0,44.0,30.0,69.0
HOXD1,15.0,17.0,33.0,8.0,0.0,3.0,2.0,10.0,11.0,22.0
HOXD10,81.0,14.0,92.0,16.0,49.0,65.0,74.0,125.0,48.0,53.0
HOXD11,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
HOXD12,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
HOXD13,11.0,10.0,54.0,16.0,2.0,0.0,2.0,2.0,0.0,5.0
HOXD3,75.0,1259.0,41.0,74.0,30.0,222.0,38.0,124.0,87.0,226.0
HOXD4,61.0,724.0,22.0,63.0,19.0,96.0,17.0,50.0,63.0,72.0
HOXD8,409.0,2544.0,268.0,707.0,106.0,842.0,292.0,371.0,363.0,1422.0
HOXD9,244.0,146.0,316.0,112.0,168.0,269.0,153.0,704.0,301.0,266.0
HP,53.0,29.0,2.0,0.0,5.0,71.0,6.0,61.0,104.0,43.0
HP1BP3,6971.0,8976.0,12568.0,9205.0,8656.0,9172.0,8575.0,10984.0,8568.0,9746.0
HPAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPCA,13.0,6.0,34.0,1.0,75.0,48.0,4.0,26.0,26.0,2.0
HPCAL1,2147.0,3343.0,1103.0,1295.0,1795.0,6692.0,2178.0,2891.0,1675.0,3114.0
HPCAL4,4.0,7.0,161.0,0.0,9.0,5.0,10.0,6.0,10.0,0.0
HPD,23.0,14.0,18.0,2.0,47.0,32.0,14.0,17.0,7.0,18.0
HPDL,136.0,34.0,43.0,67.0,45.0,80.0,87.0,39.0,78.0,39.0
HPF1,1168.0,1076.0,622.0,851.0,1092.0,1267.0,785.0,998.0,1277.0,710.0
HPGD,564.0,51.0,23.0,145.0,385.0,5492.0,77.0,94.0,525.0,82.0
HPGDS,90.0,130.0,84.0,110.0,48.0,117.0,70.0,131.0,95.0,125.0
HPN,269.0,105.0,11.0,1184.0,7957.0,3308.0,1263.0,2893.0,1525.0,458.0
HPN-AS1,6.0,3.0,100.0,10.0,79.0,45.0,27.0,29.0,49.0,7.0
HPR,4.0,0.0,0.0,0.0,1.0,219.0,0.0,1.0,0.0,0.0
HPRT1,1848.0,1913.0,2425.0,1794.0,2415.0,2889.0,984.0,1300.0,3591.0,4186.0
HPRT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPRT1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPRT1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS1,4140.0,2395.0,4715.0,1993.0,4769.0,3070.0,2508.0,5216.0,4543.0,2547.0
HPS3,1808.0,993.0,2065.0,8538.0,1599.0,1821.0,1376.0,1856.0,2115.0,2082.0
HPS4,1507.0,999.0,2671.0,2323.0,3956.0,2409.0,1819.0,2840.0,2132.0,1335.0
HPS5,2307.0,1077.0,4728.0,2515.0,1260.0,1936.0,1632.0,1839.0,1391.0,1457.0
HPS6,1434.0,903.0,1634.0,1160.0,2359.0,836.0,696.0,2361.0,1799.0,1036.0
HPSE,1178.0,428.0,381.0,205.0,111.0,107.0,326.0,394.0,203.0,343.0
HPSE2,61.0,9.0,8.0,0.0,34.0,126.0,8.0,16.0,128.0,0.0
HPX,70.0,140.0,42.0,995.0,10819.0,803.0,649.0,922.0,213.0,45.0
HPYR1,0.0,0.0,0.0,0.0,12.0,23.0,6.0,0.0,1.0,0.0
HR,286.0,228.0,2908.0,369.0,793.0,2238.0,332.0,252.0,381.0,308.0
HRAS,1025.0,1513.0,1529.0,501.0,2786.0,3162.0,707.0,1995.0,1260.0,1594.0
HRAT17,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HRAT92,5.0,5.0,46.0,12.0,28.0,43.0,4.0,18.0,11.0,30.0
HRC,60.0,24.0,33.0,12.0,69.0,572.0,50.0,79.0,231.0,13.0
HRCT1,96.0,16.0,1640.0,9.0,470.0,30.0,56.0,13.0,42.0,24.0
HRG,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
HRH1,848.0,748.0,1981.0,713.0,124.0,220.0,729.0,1108.0,679.0,665.0
HRH2,1376.0,167.0,259.0,289.0,108.0,78.0,157.0,323.0,181.0,191.0
HRH3,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
HRH4,6.0,4.0,6.0,0.0,15.0,2.0,5.0,6.0,7.0,0.0
HRK,14.0,11.0,54.0,2.0,13.0,47.0,31.0,106.0,8.0,6.0
HRNR,22.0,8.0,8.0,0.0,22.0,9.0,3.0,16.0,8.0,11.0
HROB,236.0,134.0,134.0,227.0,356.0,447.0,130.0,145.0,744.0,272.0
HS1BP3,2093.0,1812.0,2857.0,1186.0,3801.0,3039.0,1647.0,3175.0,2060.0,2558.0
HS1BP3-IT1,4.0,5.0,5.0,0.0,4.0,5.0,1.0,1.0,9.0,0.0
HS2ST1,2528.0,966.0,3859.0,4310.0,2162.0,1675.0,2585.0,3259.0,2558.0,3291.0
HS3ST1,1287.0,214.0,822.0,110.0,76.0,186.0,209.0,273.0,265.0,382.0
HS3ST2,1428.0,299.0,19.0,51.0,29.0,32.0,46.0,55.0,106.0,188.0
HS3ST3A1,202.0,200.0,99.0,143.0,47.0,47.0,74.0,126.0,64.0,142.0
HS3ST3B1,376.0,168.0,145.0,391.0,371.0,211.0,368.0,140.0,100.0,260.0
HS3ST4,21.0,1.0,1725.0,0.0,11.0,12.0,1.0,1.0,6.0,0.0
HS3ST5,5.0,2.0,7.0,24.0,30.0,8.0,1.0,1.0,2.0,123.0
HS3ST6,0.0,1.0,1.0,15.0,1.0,8.0,0.0,4.0,3.0,4.0
HS6ST1,1874.0,3551.0,11685.0,1799.0,7227.0,5321.0,3467.0,5301.0,3643.0,4183.0
HS6ST1P1,22.0,4.0,49.0,0.0,80.0,1.0,5.0,78.0,27.0,13.0
HS6ST2,55.0,70.0,129.0,128.0,196.0,130.0,533.0,141.0,72.0,72.0
HS6ST2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS6ST3,38.0,74.0,15.0,960.0,76.0,1430.0,80.0,2538.0,2611.0,2097.0
HSBP1,5055.0,4083.0,4688.0,5308.0,6260.0,9937.0,4537.0,6508.0,12389.0,10546.0
HSBP1L1,309.0,404.0,1665.0,922.0,1532.0,1978.0,411.0,958.0,822.0,561.0
HSBP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HSBP1P2,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0
HSCB,452.0,258.0,521.0,440.0,938.0,1003.0,296.0,783.0,269.0,387.0
HSD11B1,394.0,70.0,81.0,44.0,25.0,57.0,67.0,69.0,423.0,182.0
HSD11B1-AS1,42.0,61.0,58.0,0.0,4.0,6.0,3.0,2.0,31.0,4.0
